variant,problem,obj_group,engine,n_evals,seed,evals,runtime_seconds,hypervolume
aos_v2,cec2009_uf1,UF,numba,100000,0,5000,1.6802409999945667,0.7472866536595933
aos_v2,cec2009_uf1,UF,numba,100000,0,10000,1.9637138999823947,0.8042210825973729
aos_v2,cec2009_uf1,UF,numba,100000,0,20000,2.9649485999834724,0.8258028891408535
aos_v2,cec2009_uf1,UF,numba,100000,0,50000,6.492689699982293,0.8707520089816271
aos_v2,cec2009_uf1,UF,numba,100000,0,100000,13.280092500004685,0.9030018999289686
aos_v2,cec2009_uf1,UF,numba,100000,1,5000,1.8192500000004657,0.6829695039214029
aos_v2,cec2009_uf1,UF,numba,100000,1,10000,2.420850900001824,0.7928160477414581
aos_v2,cec2009_uf1,UF,numba,100000,1,20000,3.562094500026433,0.8285598976274607
aos_v2,cec2009_uf1,UF,numba,100000,1,50000,7.1430598000006285,0.8686753173499322
aos_v2,cec2009_uf1,UF,numba,100000,1,100000,13.91790260002017,0.8914217194669621
aos_v2,cec2009_uf1,UF,numba,100000,2,5000,1.661006299982546,0.7037382397474654
aos_v2,cec2009_uf1,UF,numba,100000,2,10000,1.947729999985313,0.7670826978136761
aos_v2,cec2009_uf1,UF,numba,100000,2,20000,2.877183899981901,0.8029094621012676
aos_v2,cec2009_uf1,UF,numba,100000,2,50000,6.423622000002069,0.848718295092503
aos_v2,cec2009_uf1,UF,numba,100000,2,100000,13.625395799987018,0.8890042172421212
aos_v2,cec2009_uf1,UF,numba,100000,3,5000,1.8264856000023428,0.6315404967935239
aos_v2,cec2009_uf1,UF,numba,100000,3,10000,2.3037447999813594,0.7539399245942119
aos_v2,cec2009_uf1,UF,numba,100000,3,20000,3.310750599979656,0.7878415181367462
aos_v2,cec2009_uf1,UF,numba,100000,3,50000,5.996452599996701,0.884756498788157
aos_v2,cec2009_uf1,UF,numba,100000,3,100000,11.301960099983262,0.9129159802700634
aos_v2,cec2009_uf1,UF,numba,100000,4,5000,1.7530366000137292,0.6264299050223155
aos_v2,cec2009_uf1,UF,numba,100000,4,10000,2.220446700026514,0.7695928526524358
aos_v2,cec2009_uf1,UF,numba,100000,4,20000,3.058561300014844,0.8230111580954027
aos_v2,cec2009_uf1,UF,numba,100000,4,50000,5.928343600011431,0.8691111944227228
aos_v2,cec2009_uf1,UF,numba,100000,4,100000,11.349979200022062,0.8931629785152095
aos_v2,cec2009_uf1,UF,numba,100000,5,5000,1.7540078999882098,0.6859296151815508
aos_v2,cec2009_uf1,UF,numba,100000,5,10000,2.1928823000052944,0.7975085114533608
aos_v2,cec2009_uf1,UF,numba,100000,5,20000,3.1557230000034906,0.836607198547269
aos_v2,cec2009_uf1,UF,numba,100000,5,50000,5.972882100002607,0.8757857418242031
aos_v2,cec2009_uf1,UF,numba,100000,5,100000,11.388084600010188,0.898371638503585
aos_v2,cec2009_uf1,UF,numba,100000,6,5000,1.8734518999990541,0.5484502195444828
aos_v2,cec2009_uf1,UF,numba,100000,6,10000,2.495263699995121,0.7536481268827931
aos_v2,cec2009_uf1,UF,numba,100000,6,20000,3.627777999994578,0.7963277035571424
aos_v2,cec2009_uf1,UF,numba,100000,6,50000,6.978094099991722,0.8516994389770336
aos_v2,cec2009_uf1,UF,numba,100000,6,100000,14.372047499986365,0.8955828338345991
aos_v2,cec2009_uf1,UF,numba,100000,7,5000,1.788048999995226,0.6593566752608223
aos_v2,cec2009_uf1,UF,numba,100000,7,10000,2.2618244999903254,0.798569791320805
aos_v2,cec2009_uf1,UF,numba,100000,7,20000,3.2398086999892257,0.845454531793539
aos_v2,cec2009_uf1,UF,numba,100000,7,50000,6.058564799983287,0.8706297237573667
aos_v2,cec2009_uf1,UF,numba,100000,7,100000,11.423750099987956,0.9141333849787281
aos_v2,cec2009_uf1,UF,numba,100000,8,5000,1.6022587000043131,0.681078697251874
aos_v2,cec2009_uf1,UF,numba,100000,8,10000,1.863492700009374,0.7347084143537951
aos_v2,cec2009_uf1,UF,numba,100000,8,20000,2.8012939000036567,0.7497392200717767
aos_v2,cec2009_uf1,UF,numba,100000,8,50000,6.101955599995563,0.7927489776990858
aos_v2,cec2009_uf1,UF,numba,100000,8,100000,13.090549099986674,0.886594464242077
aos_v2,cec2009_uf1,UF,numba,100000,9,5000,1.7165926000161562,0.7527125351970794
aos_v2,cec2009_uf1,UF,numba,100000,9,10000,2.2183764000074007,0.7811555566636729
aos_v2,cec2009_uf1,UF,numba,100000,9,20000,3.273122999991756,0.8223961807188928
aos_v2,cec2009_uf1,UF,numba,100000,9,50000,6.056020799995167,0.8582382294796973
aos_v2,cec2009_uf1,UF,numba,100000,9,100000,11.318906500004232,0.8853442474305578
aos_v2,cec2009_uf1,UF,numba,100000,10,5000,1.5819655999948736,0.7252918153878979
aos_v2,cec2009_uf1,UF,numba,100000,10,10000,1.8555751999956556,0.7858812032808354
aos_v2,cec2009_uf1,UF,numba,100000,10,20000,2.7419371999858413,0.8362661556357602
aos_v2,cec2009_uf1,UF,numba,100000,10,50000,5.71786579999025,0.8701816958785997
aos_v2,cec2009_uf1,UF,numba,100000,10,100000,10.914171200012788,0.8994294865467288
aos_v2,cec2009_uf1,UF,numba,100000,11,5000,1.8874409000272863,0.6865165393682061
aos_v2,cec2009_uf1,UF,numba,100000,11,10000,2.4594544999999925,0.776929064120862
aos_v2,cec2009_uf1,UF,numba,100000,11,20000,3.5589614000055008,0.8099858170567925
aos_v2,cec2009_uf1,UF,numba,100000,11,50000,6.871327300003031,0.8745937258308643
aos_v2,cec2009_uf1,UF,numba,100000,11,100000,13.910208900022553,0.9080153200402807
aos_v2,cec2009_uf1,UF,numba,100000,12,5000,1.5588090999808628,0.7507347782603708
aos_v2,cec2009_uf1,UF,numba,100000,12,10000,1.8202100999769755,0.863477336182739
aos_v2,cec2009_uf1,UF,numba,100000,12,20000,2.7523481999814976,0.8929619854775692
aos_v2,cec2009_uf1,UF,numba,100000,12,50000,6.194092199992156,0.9140542803091057
aos_v2,cec2009_uf1,UF,numba,100000,12,100000,13.049393499997677,0.9320476696816328
aos_v2,cec2009_uf1,UF,numba,100000,13,5000,1.8632623000012245,0.6675536341434728
aos_v2,cec2009_uf1,UF,numba,100000,13,10000,2.4609974999912083,0.7795985462778934
aos_v2,cec2009_uf1,UF,numba,100000,13,20000,3.593094599986216,0.8270710631217245
aos_v2,cec2009_uf1,UF,numba,100000,13,50000,6.827237499994226,0.9116183140898051
aos_v2,cec2009_uf1,UF,numba,100000,13,100000,14.33783279999625,0.9367262623509709
aos_v2,cec2009_uf1,UF,numba,100000,14,5000,1.6481135000067297,0.7790413668794229
aos_v2,cec2009_uf1,UF,numba,100000,14,10000,1.9720624999899883,0.806067194810158
aos_v2,cec2009_uf1,UF,numba,100000,14,20000,3.0352407000027597,0.825656656799453
aos_v2,cec2009_uf1,UF,numba,100000,14,50000,6.616406999994069,0.8632268838678347
aos_v2,cec2009_uf1,UF,numba,100000,14,100000,13.956253100011963,0.9047770699182667
aos_v2,cec2009_uf1,UF,numba,100000,15,5000,1.599289299978409,0.6730921532122028
aos_v2,cec2009_uf1,UF,numba,100000,15,10000,1.8842334999935701,0.7579763874458735
aos_v2,cec2009_uf1,UF,numba,100000,15,20000,2.8241504000034183,0.8046919851217316
aos_v2,cec2009_uf1,UF,numba,100000,15,50000,6.1428152000007685,0.8323832365382136
aos_v2,cec2009_uf1,UF,numba,100000,15,100000,12.911978699994506,0.8606844082012648
aos_v2,cec2009_uf1,UF,numba,100000,16,5000,1.5988185000023805,0.7201219496435065
aos_v2,cec2009_uf1,UF,numba,100000,16,10000,1.877599300001748,0.7620747959762221
aos_v2,cec2009_uf1,UF,numba,100000,16,20000,2.749456999998074,0.7934426865412463
aos_v2,cec2009_uf1,UF,numba,100000,16,50000,5.639400199986994,0.8483962765185558
aos_v2,cec2009_uf1,UF,numba,100000,16,100000,11.015793700003996,0.8863735326234574
aos_v2,cec2009_uf1,UF,numba,100000,17,5000,1.639930600009393,0.7265607786582846
aos_v2,cec2009_uf1,UF,numba,100000,17,10000,1.9247882000054233,0.772943477937358
aos_v2,cec2009_uf1,UF,numba,100000,17,20000,2.7793604000180494,0.78799733304539
aos_v2,cec2009_uf1,UF,numba,100000,17,50000,5.655823800014332,0.8251937731851894
aos_v2,cec2009_uf1,UF,numba,100000,17,100000,11.122197799995774,0.8739760550147826
aos_v2,cec2009_uf1,UF,numba,100000,18,5000,1.7703027999959886,0.7267789692222567
aos_v2,cec2009_uf1,UF,numba,100000,18,10000,2.2574718999967445,0.8071459476634217
aos_v2,cec2009_uf1,UF,numba,100000,18,20000,3.2808441999950446,0.8317042384262794
aos_v2,cec2009_uf1,UF,numba,100000,18,50000,6.06496600000537,0.8649010624134946
aos_v2,cec2009_uf1,UF,numba,100000,18,100000,11.154539500013925,0.896093905335154
aos_v2,cec2009_uf1,UF,numba,100000,19,5000,1.574097199976677,0.7318168543469968
aos_v2,cec2009_uf1,UF,numba,100000,19,10000,1.8480409999901894,0.8032673868201894
aos_v2,cec2009_uf1,UF,numba,100000,19,20000,2.7121106999984477,0.8359608804302762
aos_v2,cec2009_uf1,UF,numba,100000,19,50000,5.7436684999847785,0.8649202020530116
aos_v2,cec2009_uf1,UF,numba,100000,19,100000,11.146292599994922,0.8993923006054692
aos_v2,cec2009_uf1,UF,numba,100000,20,5000,1.6244739000103436,0.7437885546218282
aos_v2,cec2009_uf1,UF,numba,100000,20,10000,1.912596600013785,0.799627085291324
aos_v2,cec2009_uf1,UF,numba,100000,20,20000,2.7289737000246532,0.8145358466094339
aos_v2,cec2009_uf1,UF,numba,100000,20,50000,5.745614500017837,0.8573487088728992
aos_v2,cec2009_uf1,UF,numba,100000,20,100000,11.12271039999905,0.8950888260427652
aos_v2,cec2009_uf1,UF,numba,100000,21,5000,0.4702695999876596,0.7013948549978232
aos_v2,cec2009_uf1,UF,numba,100000,21,10000,0.9715886999911163,0.7656797272409414
aos_v2,cec2009_uf1,UF,numba,100000,21,20000,2.1262503000034485,0.8096063633813007
aos_v2,cec2009_uf1,UF,numba,100000,21,50000,5.053382399986731,0.8553435843100649
aos_v2,cec2009_uf1,UF,numba,100000,21,100000,10.212678899988532,0.89129862364637
aos_v2,cec2009_uf1,UF,numba,100000,22,5000,0.511493199999677,0.49342856868572554
aos_v2,cec2009_uf1,UF,numba,100000,22,10000,0.9952597999945283,0.849280701548592
aos_v2,cec2009_uf1,UF,numba,100000,22,20000,1.8101763000013307,0.9048660276570045
aos_v2,cec2009_uf1,UF,numba,100000,22,50000,4.857955599989509,0.9412589273366249
aos_v2,cec2009_uf1,UF,numba,100000,22,100000,9.828338799998164,0.9497020643485683
aos_v2,cec2009_uf1,UF,numba,100000,23,5000,0.4843286999966949,0.741081264557526
aos_v2,cec2009_uf1,UF,numba,100000,23,10000,0.9786425000056624,0.7948778254965368
aos_v2,cec2009_uf1,UF,numba,100000,23,20000,1.863710200006608,0.8094021233782993
aos_v2,cec2009_uf1,UF,numba,100000,23,50000,4.912702600006014,0.8579729403274844
aos_v2,cec2009_uf1,UF,numba,100000,23,100000,10.08282420001342,0.905433597997664
aos_v2,cec2009_uf1,UF,numba,100000,24,5000,0.4550357999978587,0.7650937825849213
aos_v2,cec2009_uf1,UF,numba,100000,24,10000,0.9708536999823991,0.7838983903901019
aos_v2,cec2009_uf1,UF,numba,100000,24,20000,1.9872731000068597,0.8014372534851614
aos_v2,cec2009_uf1,UF,numba,100000,24,50000,5.088824200007366,0.8344456185556383
aos_v2,cec2009_uf1,UF,numba,100000,24,100000,10.308299299998907,0.8772796045638674
aos_v2,cec2009_uf1,UF,numba,100000,25,5000,0.48849210000480525,0.7665332874832645
aos_v2,cec2009_uf1,UF,numba,100000,25,10000,0.999440899991896,0.8088946472922491
aos_v2,cec2009_uf1,UF,numba,100000,25,20000,1.885790200001793,0.8259752418102965
aos_v2,cec2009_uf1,UF,numba,100000,25,50000,4.6168284000013955,0.8683927835824319
aos_v2,cec2009_uf1,UF,numba,100000,25,100000,9.971746399998665,0.9085870558137223
aos_v2,cec2009_uf1,UF,numba,100000,26,5000,0.44698810001136735,0.684418356322151
aos_v2,cec2009_uf1,UF,numba,100000,26,10000,0.9451903000008315,0.8012586624728919
aos_v2,cec2009_uf1,UF,numba,100000,26,20000,2.078553600003943,0.8861273836721991
aos_v2,cec2009_uf1,UF,numba,100000,26,50000,4.925463400024455,0.9022450869077914
aos_v2,cec2009_uf1,UF,numba,100000,26,100000,10.050018200010527,0.9273886075764888
aos_v2,cec2009_uf1,UF,numba,100000,27,5000,0.46459290001075715,0.5904716941435239
aos_v2,cec2009_uf1,UF,numba,100000,27,10000,1.0002079000114463,0.7550054039957311
aos_v2,cec2009_uf1,UF,numba,100000,27,20000,1.9568828000046778,0.8266306648044439
aos_v2,cec2009_uf1,UF,numba,100000,27,50000,4.873351299989736,0.8783224891715747
aos_v2,cec2009_uf1,UF,numba,100000,27,100000,10.048690900002839,0.9098803057570629
aos_v2,cec2009_uf1,UF,numba,100000,28,5000,0.48591139999916777,0.6236079527819413
aos_v2,cec2009_uf1,UF,numba,100000,28,10000,0.9680563999863807,0.8008843418700495
aos_v2,cec2009_uf1,UF,numba,100000,28,20000,2.0543017000018153,0.8625739333885032
aos_v2,cec2009_uf1,UF,numba,100000,28,50000,5.1544199000054505,0.9044744579777595
aos_v2,cec2009_uf1,UF,numba,100000,28,100000,10.231380499986699,0.9258370858055377
aos_v2,cec2009_uf1,UF,numba,100000,29,5000,0.4432360000209883,0.7010380529999759
aos_v2,cec2009_uf1,UF,numba,100000,29,10000,0.8468138000171166,0.7621985241879591
aos_v2,cec2009_uf1,UF,numba,100000,29,20000,1.954087200021604,0.7962335997753299
aos_v2,cec2009_uf1,UF,numba,100000,29,50000,4.860608000017237,0.8431363934847532
aos_v2,cec2009_uf1,UF,numba,100000,29,100000,10.229469900019467,0.8848959542493806
aos_v2,cec2009_uf2,UF,numba,100000,0,5000,0.529839599999832,0.8266151774354833
aos_v2,cec2009_uf2,UF,numba,100000,0,10000,1.0940274000167847,0.8779109487893444
aos_v2,cec2009_uf2,UF,numba,100000,0,20000,2.136006000015186,0.9060484028211117
aos_v2,cec2009_uf2,UF,numba,100000,0,50000,5.073923999996623,0.9283195611290661
aos_v2,cec2009_uf2,UF,numba,100000,0,100000,10.070768800011138,0.9328672901147854
aos_v2,cec2009_uf2,UF,numba,100000,1,5000,0.44016220001503825,0.8317011951188671
aos_v2,cec2009_uf2,UF,numba,100000,1,10000,0.888868400012143,0.8957555479589459
aos_v2,cec2009_uf2,UF,numba,100000,1,20000,1.7804251000052318,0.9242378566604766
aos_v2,cec2009_uf2,UF,numba,100000,1,50000,4.690130400005728,0.9451298880561482
aos_v2,cec2009_uf2,UF,numba,100000,1,100000,9.880998100008583,0.9536262083365256
aos_v2,cec2009_uf2,UF,numba,100000,2,5000,0.38284029997885227,0.8365541298146371
aos_v2,cec2009_uf2,UF,numba,100000,2,10000,0.9967667999735568,0.890870147651177
aos_v2,cec2009_uf2,UF,numba,100000,2,20000,2.1480670000019018,0.9168370936035044
aos_v2,cec2009_uf2,UF,numba,100000,2,50000,6.035298299975693,0.9436517471532727
aos_v2,cec2009_uf2,UF,numba,100000,2,100000,12.304833599977428,0.9541092258371289
aos_v2,cec2009_uf2,UF,numba,100000,3,5000,0.5608852000150364,0.824595350560027
aos_v2,cec2009_uf2,UF,numba,100000,3,10000,1.2551382000092417,0.8773366605832204
aos_v2,cec2009_uf2,UF,numba,100000,3,20000,2.4134114000189584,0.9057836952610773
aos_v2,cec2009_uf2,UF,numba,100000,3,50000,6.534960400022101,0.9247174828899035
aos_v2,cec2009_uf2,UF,numba,100000,3,100000,12.988594000024023,0.9475221014302607
aos_v2,cec2009_uf2,UF,numba,100000,4,5000,0.6449226000113413,0.8183019223419263
aos_v2,cec2009_uf2,UF,numba,100000,4,10000,1.212308899994241,0.8755819085452734
aos_v2,cec2009_uf2,UF,numba,100000,4,20000,2.2577835000120103,0.904070898639433
aos_v2,cec2009_uf2,UF,numba,100000,4,50000,6.154075300000841,0.9285126990704604
aos_v2,cec2009_uf2,UF,numba,100000,4,100000,13.011798499996075,0.9345799115011874
aos_v2,cec2009_uf2,UF,numba,100000,5,5000,0.5929362000024412,0.8342688583254075
aos_v2,cec2009_uf2,UF,numba,100000,5,10000,1.1416414999985136,0.875806931911954
aos_v2,cec2009_uf2,UF,numba,100000,5,20000,2.5594061999872793,0.9003678945424837
aos_v2,cec2009_uf2,UF,numba,100000,5,50000,6.1821124000125565,0.938715329861734
aos_v2,cec2009_uf2,UF,numba,100000,5,100000,12.85391060000984,0.9519919117051241
aos_v2,cec2009_uf2,UF,numba,100000,6,5000,0.42118419997859746,0.8513721134543313
aos_v2,cec2009_uf2,UF,numba,100000,6,10000,1.0486955999804195,0.89617754895929
aos_v2,cec2009_uf2,UF,numba,100000,6,20000,2.43634590000147,0.9183615272549948
aos_v2,cec2009_uf2,UF,numba,100000,6,50000,5.995514399983222,0.9318724539391554
aos_v2,cec2009_uf2,UF,numba,100000,6,100000,12.452380699978676,0.9505879233892718
aos_v2,cec2009_uf2,UF,numba,100000,7,5000,0.4659477999957744,0.8357386487591479
aos_v2,cec2009_uf2,UF,numba,100000,7,10000,0.9601301999937277,0.8787277809778586
aos_v2,cec2009_uf2,UF,numba,100000,7,20000,2.220304699992994,0.9010361466885604
aos_v2,cec2009_uf2,UF,numba,100000,7,50000,6.09840489999624,0.9252931829562187
aos_v2,cec2009_uf2,UF,numba,100000,7,100000,12.682394800009206,0.9448647279346971
aos_v2,cec2009_uf2,UF,numba,100000,8,5000,0.47433909997926094,0.8330934911188489
aos_v2,cec2009_uf2,UF,numba,100000,8,10000,1.0711982999928296,0.8743092269664424
aos_v2,cec2009_uf2,UF,numba,100000,8,20000,2.3097716000047512,0.9058938864001846
aos_v2,cec2009_uf2,UF,numba,100000,8,50000,6.045496799983084,0.9276314062105191
aos_v2,cec2009_uf2,UF,numba,100000,8,100000,12.76536719998694,0.9342886958083438
aos_v2,cec2009_uf2,UF,numba,100000,9,5000,0.4821388999989722,0.8440353415517993
aos_v2,cec2009_uf2,UF,numba,100000,9,10000,1.1298872999905143,0.8906003086890475
aos_v2,cec2009_uf2,UF,numba,100000,9,20000,2.41378239999176,0.9107351091769375
aos_v2,cec2009_uf2,UF,numba,100000,9,50000,6.309468799998285,0.9306744181161876
aos_v2,cec2009_uf2,UF,numba,100000,9,100000,12.85181749999174,0.9518796208132423
