variant,problem,obj_group,engine,n_evals,seed,evals,runtime_seconds,hypervolume
baseline,re21,2-obj,numba,50000,20,10000,0.83119880000595,0.9900500293680309
baseline,re21,2-obj,numba,50000,20,20000,1.270037299953401,0.9903785564276949
baseline,re21,2-obj,numba,50000,20,50000,2.504213499953039,0.9903028086065573
baseline,re21,2-obj,numba,50000,21,5000,0.40876590000698343,0.9901498043656736
baseline,re21,2-obj,numba,50000,21,10000,0.7530866999877617,0.990364905292256
baseline,re21,2-obj,numba,50000,21,20000,1.1525701999780722,0.9900210965024163
baseline,re21,2-obj,numba,50000,21,50000,2.3696632999926805,0.9904703246711848
baseline,re21,2-obj,numba,50000,22,5000,0.45414960000198334,0.9901569258238986
baseline,re21,2-obj,numba,50000,22,10000,0.7442189999856055,0.9888834419503202
baseline,re21,2-obj,numba,50000,22,20000,1.1682351999916136,0.9898649890637995
baseline,re21,2-obj,numba,50000,22,50000,2.3073062000330538,0.9900015180190074
baseline,re21,2-obj,numba,50000,23,5000,0.3314710999839008,0.9893044477079229
baseline,re21,2-obj,numba,50000,23,10000,0.6487802999909036,0.989865965385281
baseline,re21,2-obj,numba,50000,23,20000,1.273281899979338,0.9896254505015498
baseline,re21,2-obj,numba,50000,23,50000,3.073929100006353,0.9898455765666588
baseline,re21,2-obj,numba,50000,24,5000,0.18035460001556203,0.9899851171667358
baseline,re21,2-obj,numba,50000,24,10000,0.377379400015343,0.990384753377661
baseline,re21,2-obj,numba,50000,24,20000,0.74755999998888,0.9909905872350447
baseline,re21,2-obj,numba,50000,24,50000,1.927652299986221,0.9901066017430166
baseline,re21,2-obj,numba,50000,25,5000,0.2920528000104241,0.9899845337503933
baseline,re21,2-obj,numba,50000,25,10000,0.5396684000152163,0.9908167759936789
baseline,re21,2-obj,numba,50000,25,20000,0.9757994000101462,0.9909738387200466
baseline,re21,2-obj,numba,50000,25,50000,2.2114635999896564,0.9897095223939161
baseline,re21,2-obj,numba,50000,26,5000,0.19424280000384897,0.9888533772565096
baseline,re21,2-obj,numba,50000,26,10000,0.3927800999954343,0.9891813915352948
baseline,re21,2-obj,numba,50000,26,20000,0.8559948000474833,0.9904169051336338
baseline,re21,2-obj,numba,50000,26,50000,2.262461300007999,0.9907410523987964
baseline,re21,2-obj,numba,50000,27,5000,0.20150839997222647,0.9892112030405181
baseline,re21,2-obj,numba,50000,27,10000,0.40430929994909093,0.9897737660726308
baseline,re21,2-obj,numba,50000,27,20000,0.8789473999640904,0.98970316248642
baseline,re21,2-obj,numba,50000,27,50000,2.283905199961737,0.990967741785031
baseline,re21,2-obj,numba,50000,28,5000,0.17312530003255233,0.9900437574206102
baseline,re21,2-obj,numba,50000,28,10000,0.34626840002601966,0.990665195593602
baseline,re21,2-obj,numba,50000,28,20000,0.7302265000180341,0.9891566766404345
baseline,re21,2-obj,numba,50000,28,50000,1.9204021000186913,0.9903401338438068
baseline,re21,2-obj,numba,50000,29,5000,0.2583703999989666,0.990446167094917
baseline,re21,2-obj,numba,50000,29,10000,0.5627568000345491,0.9898888053503105
baseline,re21,2-obj,numba,50000,29,20000,1.2275921000400558,0.9902143924999947
baseline,re21,2-obj,numba,50000,29,50000,2.772811000002548,0.9906755260212342
baseline,re24,2-obj,numba,50000,0,5000,0.23445310001261532,0.9921085483867949
baseline,re24,2-obj,numba,50000,0,10000,0.5429404000169598,0.9919340614986535
baseline,re24,2-obj,numba,50000,0,20000,1.1697415999951772,0.9921467860341555
baseline,re24,2-obj,numba,50000,0,50000,2.7212697000359185,0.991597651735976
baseline,re24,2-obj,numba,50000,1,5000,0.2583640000084415,0.99246258564987
baseline,re24,2-obj,numba,50000,1,10000,0.5706822000211105,0.9925796225512015
baseline,re24,2-obj,numba,50000,1,20000,1.2277260000118986,0.9930024764869029
baseline,re24,2-obj,numba,50000,1,50000,3.07262950000586,0.9927256692070794
baseline,re24,2-obj,numba,50000,2,5000,0.24695729999803007,0.9920732175394508
baseline,re24,2-obj,numba,50000,2,10000,0.552940400026273,0.993111009200579
baseline,re24,2-obj,numba,50000,2,20000,1.1898597999825142,0.992996689527786
baseline,re24,2-obj,numba,50000,2,50000,3.0604308000183664,0.9918705628391158
baseline,re24,2-obj,numba,50000,3,5000,0.18056299997260794,0.9923497967131442
baseline,re24,2-obj,numba,50000,3,10000,0.4005907999817282,0.9925290072946555
baseline,re24,2-obj,numba,50000,3,20000,0.8434036999824457,0.992877532733484
baseline,re24,2-obj,numba,50000,3,50000,2.1751497999648564,0.9927072907079729
baseline,re24,2-obj,numba,50000,4,5000,0.2853818999719806,0.9927862897214309
baseline,re24,2-obj,numba,50000,4,10000,0.6114423999679275,0.9923730025947004
baseline,re24,2-obj,numba,50000,4,20000,1.2479136000038125,0.99254620801039
baseline,re24,2-obj,numba,50000,4,50000,3.0630134999519214,0.9925600581763351
baseline,re24,2-obj,numba,50000,5,5000,0.20135290001053363,0.9931053410103485
baseline,re24,2-obj,numba,50000,5,10000,0.39585560001432896,0.9920530891137149
baseline,re24,2-obj,numba,50000,5,20000,0.9111794999917038,0.9923639288329974
baseline,re24,2-obj,numba,50000,5,50000,2.7438464000006206,0.9922758117821204
baseline,re24,2-obj,numba,50000,6,5000,0.22284909995505586,0.9923546889529745
baseline,re24,2-obj,numba,50000,6,10000,0.43807519995607436,0.9928931228378988
baseline,re24,2-obj,numba,50000,6,20000,0.8497687999624759,0.9925605088494066
baseline,re24,2-obj,numba,50000,6,50000,2.0475638999487273,0.9930243462370877
baseline,re24,2-obj,numba,50000,7,5000,0.22104019997641444,0.9931662176435173
baseline,re24,2-obj,numba,50000,7,10000,0.4497099999571219,0.9919282405512724
baseline,re24,2-obj,numba,50000,7,20000,0.8941774999839254,0.9926543783035697
baseline,re24,2-obj,numba,50000,7,50000,2.2759440999943763,0.9922366855192952
baseline,re24,2-obj,numba,50000,8,5000,0.20095660001970828,0.9926560496589053
baseline,re24,2-obj,numba,50000,8,10000,0.4229230000055395,0.9929452367500546
baseline,re24,2-obj,numba,50000,8,20000,0.8650412000133656,0.9925213038879619
baseline,re24,2-obj,numba,50000,8,50000,2.2671957000275142,0.9924436787478899
baseline,re24,2-obj,numba,50000,9,5000,0.19296990003203973,0.9924374035499092
baseline,re24,2-obj,numba,50000,9,10000,0.3810787000111304,0.9918871005890875
baseline,re24,2-obj,numba,50000,9,20000,0.7942703000153415,0.9926350146341195
baseline,re24,2-obj,numba,50000,9,50000,1.9779776000068523,0.9927254897702603
baseline,re24,2-obj,numba,50000,10,5000,0.1744876999873668,0.9920886900145722
baseline,re24,2-obj,numba,50000,10,10000,0.3819373000296764,0.9924005739962294
baseline,re24,2-obj,numba,50000,10,20000,0.8166602000128478,0.9928999124494587
baseline,re24,2-obj,numba,50000,10,50000,2.0658096999977715,0.9925951919771602
baseline,re24,2-obj,numba,50000,11,5000,0.18317309999838471,0.9920812252313411
baseline,re24,2-obj,numba,50000,11,10000,0.3900467999628745,0.993233016284582
baseline,re24,2-obj,numba,50000,11,20000,0.8041578999836929,0.9925883380261319
baseline,re24,2-obj,numba,50000,11,50000,2.0477719999616966,0.9925689426046221
baseline,re24,2-obj,numba,50000,12,5000,0.2716680000303313,0.9921363840607651
baseline,re24,2-obj,numba,50000,12,10000,0.5806263000122271,0.9925618295199015
baseline,re24,2-obj,numba,50000,12,20000,1.2089768000296317,0.9926089307969246
baseline,re24,2-obj,numba,50000,12,50000,3.0289616000372916,0.9921206437877744
baseline,re24,2-obj,numba,50000,13,5000,0.26957649999530986,0.9923268297381808
baseline,re24,2-obj,numba,50000,13,10000,0.5655305000254884,0.9923325276476378
baseline,re24,2-obj,numba,50000,13,20000,1.1912959000328556,0.9924316363029526
baseline,re24,2-obj,numba,50000,13,50000,2.998102299985476,0.9924706177248641
baseline,re24,2-obj,numba,50000,14,5000,0.20060390001162887,0.9926330373425695
baseline,re24,2-obj,numba,50000,14,10000,0.4135948999901302,0.9920967665288328
baseline,re24,2-obj,numba,50000,14,20000,0.8225814999896102,0.9928143490656244
baseline,re24,2-obj,numba,50000,14,50000,2.0997523000114597,0.9927771046159782
baseline,re24,2-obj,numba,50000,15,5000,0.26917530002538115,0.9927450011148051
baseline,re24,2-obj,numba,50000,15,10000,0.5740425999974832,0.9920550540974654
baseline,re24,2-obj,numba,50000,15,20000,1.177778400015086,0.9924680174452384
baseline,re24,2-obj,numba,50000,15,50000,2.990539600024931,0.993072192735832
baseline,re24,2-obj,numba,50000,16,5000,0.21676809998461977,0.9918406373165034
baseline,re24,2-obj,numba,50000,16,10000,0.4359550999943167,0.9927645769110137
baseline,re24,2-obj,numba,50000,16,20000,0.8805285000125878,0.9925308564385331
baseline,re24,2-obj,numba,50000,16,50000,2.244927000021562,0.992855405553548
baseline,re24,2-obj,numba,50000,17,5000,0.21026560000609607,0.9926442466059988
baseline,re24,2-obj,numba,50000,17,10000,0.4275111999595538,0.9927302774365286
baseline,re24,2-obj,numba,50000,17,20000,0.8612471999949776,0.9920509172301074
baseline,re24,2-obj,numba,50000,17,50000,2.214231199992355,0.992632854246905
baseline,re24,2-obj,numba,50000,18,5000,0.27870509994681925,0.9925454426270907
baseline,re24,2-obj,numba,50000,18,10000,0.6013216999708675,0.9926279386017258
baseline,re24,2-obj,numba,50000,18,20000,1.21066179999616,0.9922051177574903
baseline,re24,2-obj,numba,50000,18,50000,3.001244699989911,0.9923939293297301
baseline,re24,2-obj,numba,50000,19,5000,0.18310279998695478,0.9916849300557937
baseline,re24,2-obj,numba,50000,19,10000,0.3708914000308141,0.9924200140090177
baseline,re24,2-obj,numba,50000,19,20000,0.8124511000351049,0.9932940063957084
baseline,re24,2-obj,numba,50000,19,50000,2.044626999995671,0.9928224351968038
baseline,re24,2-obj,numba,50000,20,5000,0.2101375000202097,0.99212789677761
baseline,re24,2-obj,numba,50000,20,10000,0.44002800004091114,0.992199976950109
baseline,re24,2-obj,numba,50000,20,20000,0.8514082000474446,0.9930558487514031
baseline,re24,2-obj,numba,50000,20,50000,2.117591100046411,0.9923135777498213
baseline,re24,2-obj,numba,50000,21,5000,0.1752124999766238,0.9927521073911691
baseline,re24,2-obj,numba,50000,21,10000,0.3807435999624431,0.992344118566986
baseline,re24,2-obj,numba,50000,21,20000,0.8033201999496669,0.9928704660894084
baseline,re24,2-obj,numba,50000,21,50000,2.0188270999933593,0.9923074808213372
baseline,re24,2-obj,numba,50000,22,5000,0.18310319999000058,0.9924919306145565
baseline,re24,2-obj,numba,50000,22,10000,0.3937096999725327,0.9922472144058142
baseline,re24,2-obj,numba,50000,22,20000,0.8353379999753088,0.9927473819644532
baseline,re24,2-obj,numba,50000,22,50000,2.0927800000063144,0.9925725550495481
baseline,re24,2-obj,numba,50000,23,5000,0.2668067999766208,0.9918954181947803
baseline,re24,2-obj,numba,50000,23,10000,0.5557131000095978,0.9923172872534863
baseline,re24,2-obj,numba,50000,23,20000,1.1625071000307798,0.9925201490241835
baseline,re24,2-obj,numba,50000,23,50000,2.9998811000259593,0.9930571031919723
baseline,re24,2-obj,numba,50000,24,5000,0.2796321000205353,0.9923303441180557
baseline,re24,2-obj,numba,50000,24,10000,0.5751659999950789,0.9931829919617059
baseline,re24,2-obj,numba,50000,24,20000,1.1758865999872796,0.9922836927286858
baseline,re24,2-obj,numba,50000,24,50000,2.942791700013913,0.9926730198654309
baseline,re24,2-obj,numba,50000,25,5000,0.20708769996417686,0.9929233626071624
baseline,re24,2-obj,numba,50000,25,10000,0.4301901999861002,0.9925859810980844
baseline,re24,2-obj,numba,50000,25,20000,0.8783048000186682,0.9920665285483653
baseline,re24,2-obj,numba,50000,25,50000,2.2155191999627277,0.9918993354022496
baseline,re24,2-obj,numba,50000,26,5000,0.20705029997043312,0.9923093964157594
baseline,re24,2-obj,numba,50000,26,10000,0.4286572000128217,0.9926378880324375
baseline,re24,2-obj,numba,50000,26,20000,0.891465499997139,0.9923867553060863
baseline,re24,2-obj,numba,50000,26,50000,2.226214299967978,0.9919214733152252
baseline,re24,2-obj,numba,50000,27,5000,0.1954299000208266,0.9920905260030234
baseline,re24,2-obj,numba,50000,27,10000,0.4129572000238113,0.9932085860147039
baseline,re24,2-obj,numba,50000,27,20000,0.8492647000239231,0.992815867889618
baseline,re24,2-obj,numba,50000,27,50000,2.051770000020042,0.9922944102449391
baseline,re24,2-obj,numba,50000,28,5000,0.1907836999744177,0.9924015167824191
baseline,re24,2-obj,numba,50000,28,10000,0.3906092999968678,0.9929813597777544
baseline,re24,2-obj,numba,50000,28,20000,0.826692099974025,0.9922348127428672
baseline,re24,2-obj,numba,50000,28,50000,2.0490849999478087,0.9924775920364028
baseline,re24,2-obj,numba,50000,29,5000,0.1895424000103958,0.9922169013958146
baseline,re24,2-obj,numba,50000,29,10000,0.39912010001717135,0.992325491674911
baseline,re24,2-obj,numba,50000,29,20000,0.8087872000178322,0.9923655224851655
baseline,re24,2-obj,numba,50000,29,50000,2.12472429999616,0.992372692893217
baseline,re31,3-obj,numba,50000,0,5000,0.31016160000581294,0.999793399308236
baseline,re31,3-obj,numba,50000,0,10000,0.6246734999585897,0.9991906999642663
baseline,re31,3-obj,numba,50000,0,20000,1.244146599958185,0.9994353475854958
baseline,re31,3-obj,numba,50000,0,50000,3.048001099959947,0.9998148150202404
baseline,re31,3-obj,numba,50000,1,5000,0.29593970003770664,0.9998491227575669
baseline,re31,3-obj,numba,50000,1,10000,0.6167022000299767,0.9997336549878046
baseline,re31,3-obj,numba,50000,1,20000,1.2315148999914527,0.9997934333679107
baseline,re31,3-obj,numba,50000,1,50000,3.2729376000352204,0.9997647178513621
baseline,re31,3-obj,numba,50000,2,5000,0.19465189997572452,0.9996551688468741
baseline,re31,3-obj,numba,50000,2,10000,0.43975769996177405,0.9993335061393721
baseline,re31,3-obj,numba,50000,2,20000,0.8882584999664687,0.9997906768839159
baseline,re31,3-obj,numba,50000,2,50000,2.1509307000087574,0.9998084978565074
baseline,re31,3-obj,numba,50000,3,5000,0.2107028000173159,0.9997101353733404
baseline,re31,3-obj,numba,50000,3,10000,0.43184769997606054,0.9997593452785052
baseline,re31,3-obj,numba,50000,3,20000,0.8773071999894455,0.9998879468024101
baseline,re31,3-obj,numba,50000,3,50000,2.8508449000073597,0.9995744923731557
baseline,re31,3-obj,numba,50000,4,5000,0.2421145000262186,0.9996068850205796
baseline,re31,3-obj,numba,50000,4,10000,0.48821480001788586,0.9999390517306057
baseline,re31,3-obj,numba,50000,4,20000,0.9487258000299335,0.9998859358673721
baseline,re31,3-obj,numba,50000,4,50000,2.5643597000162117,0.999685115938474
baseline,re31,3-obj,numba,50000,5,5000,0.2499726999667473,0.9998529974281684
baseline,re31,3-obj,numba,50000,5,10000,0.4886380999814719,0.999809774331705
baseline,re31,3-obj,numba,50000,5,20000,0.9427436999976635,0.9996535324727226
baseline,re31,3-obj,numba,50000,5,50000,2.5662819999852218,0.9995437436813389
baseline,re31,3-obj,numba,50000,6,5000,0.21977779996814206,0.9998102652388308
baseline,re31,3-obj,numba,50000,6,10000,0.41944949998287484,0.9994161419758215
baseline,re31,3-obj,numba,50000,6,20000,0.8123426999663934,0.9998711277877127
baseline,re31,3-obj,numba,50000,6,50000,2.2369715999811888,0.999928840004812
baseline,re31,3-obj,numba,50000,7,5000,0.3163150000036694,0.9999136210967846
baseline,re31,3-obj,numba,50000,7,10000,0.610744200006593,0.9998438206099584
baseline,re31,3-obj,numba,50000,7,20000,1.212253600009717,0.9993551156106665
baseline,re31,3-obj,numba,50000,7,50000,3.4240882000303827,0.9999242551647441
baseline,re31,3-obj,numba,50000,8,5000,0.3065372999990359,0.9996334391665891
baseline,re31,3-obj,numba,50000,8,10000,0.601784200000111,0.9998020431824891
baseline,re31,3-obj,numba,50000,8,20000,1.2215744000277482,0.9992116412797435
baseline,re31,3-obj,numba,50000,8,50000,3.4762716999975964,0.9996431428657216
baseline,re31,3-obj,numba,50000,9,5000,0.2197792999795638,0.9999609287118929
baseline,re31,3-obj,numba,50000,9,10000,0.43413970002438873,0.9999684802225965
baseline,re31,3-obj,numba,50000,9,20000,0.8732833000249229,0.9999779253631643
baseline,re31,3-obj,numba,50000,9,50000,2.29574179998599,0.9998668600774271
baseline,re31,3-obj,numba,50000,10,5000,0.21633869997458532,0.9999873695915377
baseline,re31,3-obj,numba,50000,10,10000,0.515770900005009,0.9998849855771054
baseline,re31,3-obj,numba,50000,10,20000,1.0098167999531142,0.9996768098173185
baseline,re31,3-obj,numba,50000,10,50000,2.2604032999952324,0.9994118687065732
baseline,re31,3-obj,numba,50000,11,5000,0.29392720002215356,0.9999646311866451
baseline,re31,3-obj,numba,50000,11,10000,0.5114828000077978,0.9993732408494612
baseline,re31,3-obj,numba,50000,11,20000,1.0175064000068232,0.9999313465372844
baseline,re31,3-obj,numba,50000,11,50000,2.3101658999803476,0.9997394096630198
baseline,re31,3-obj,numba,50000,12,5000,0.46976800000993535,0.9997996055522516
baseline,re31,3-obj,numba,50000,12,10000,0.7902643000124954,0.9998653967848813
baseline,re31,3-obj,numba,50000,12,20000,1.396834500017576,0.9994503355283202
baseline,re31,3-obj,numba,50000,12,50000,3.346802400017623,0.9997388058194167
baseline,re31,3-obj,numba,50000,13,5000,0.21747560001676902,0.9997885461053985
baseline,re31,3-obj,numba,50000,13,10000,0.4320499000023119,0.999498412837497
baseline,re31,3-obj,numba,50000,13,20000,0.8314266999950632,0.9995154742370792
baseline,re31,3-obj,numba,50000,13,50000,2.1477874999982305,0.9999654295596342
baseline,re31,3-obj,numba,50000,14,5000,0.22904689999995753,0.9999051447795595
baseline,re31,3-obj,numba,50000,14,10000,0.4779825999867171,0.9996260501907728
baseline,re31,3-obj,numba,50000,14,20000,0.9434822999755852,0.9996171495265064
baseline,re31,3-obj,numba,50000,14,50000,2.3746974999667145,0.9997307510471196
baseline,re31,3-obj,numba,50000,15,5000,0.23624709999421611,0.999945238044793
baseline,re31,3-obj,numba,50000,15,10000,0.48287200002232566,0.9999554662294186
baseline,re31,3-obj,numba,50000,15,20000,0.9287475000019185,0.9997074267368866
baseline,re31,3-obj,numba,50000,15,50000,2.3674117000191472,0.9998208469202425
baseline,re31,3-obj,numba,50000,16,5000,0.19422880001366138,0.9999579673382641
baseline,re31,3-obj,numba,50000,16,10000,0.4136587000102736,0.9995330639291566
baseline,re31,3-obj,numba,50000,16,20000,0.8466059999773279,0.9992805848529716
baseline,re31,3-obj,numba,50000,16,50000,2.1342947999946773,0.9995907866352627
baseline,re31,3-obj,numba,50000,17,5000,0.3004631000221707,0.999872530235799
baseline,re31,3-obj,numba,50000,17,10000,0.5938220000243746,0.9996892318901036
baseline,re31,3-obj,numba,50000,17,20000,1.1959416000172496,0.9997000556066103
baseline,re31,3-obj,numba,50000,17,50000,3.1699662000173703,0.999750842004239
baseline,re31,3-obj,numba,50000,18,5000,0.2081750999786891,0.9998328067448011
baseline,re31,3-obj,numba,50000,18,10000,0.4339229000033811,0.9998670781565112
baseline,re31,3-obj,numba,50000,18,20000,0.8766768000205047,0.9996236767923345
baseline,re31,3-obj,numba,50000,18,50000,2.2526057999930345,0.9995218221547606
baseline,re31,3-obj,numba,50000,19,5000,0.28977959998883307,0.9999862437310715
baseline,re31,3-obj,numba,50000,19,10000,0.6208964000106789,0.9999520249311312
baseline,re31,3-obj,numba,50000,19,20000,1.3061695999931544,0.9998194130890511
baseline,re31,3-obj,numba,50000,19,50000,3.1294163000420667,0.9997009543419915
baseline,re31,3-obj,numba,50000,20,5000,0.295890600013081,0.9999421069514994
baseline,re31,3-obj,numba,50000,20,10000,0.6176164000062272,0.9999676462651454
baseline,re31,3-obj,numba,50000,20,20000,1.3023054000223055,0.9999274586210545
baseline,re31,3-obj,numba,50000,20,50000,3.1178753999993205,0.9997616212711878
baseline,re31,3-obj,numba,50000,21,5000,0.21517090004635975,0.9999352534177649
baseline,re31,3-obj,numba,50000,21,10000,0.43298240000149235,0.9996730034804202
baseline,re31,3-obj,numba,50000,21,20000,0.8923877000343055,0.9997854483529172
baseline,re31,3-obj,numba,50000,21,50000,2.2592178000486456,0.9995321103929824
baseline,re31,3-obj,numba,50000,22,5000,0.22842499997932464,0.9999905604608016
baseline,re31,3-obj,numba,50000,22,10000,0.4589479999849573,0.9999020500441362
baseline,re31,3-obj,numba,50000,22,20000,0.9093162999488413,0.9997098717588911
baseline,re31,3-obj,numba,50000,22,50000,2.412434999947436,0.9998227231368909
baseline,re31,3-obj,numba,50000,23,5000,0.22488329996122047,0.9999536121176259
baseline,re31,3-obj,numba,50000,23,10000,0.45338169997558,0.999977609383501
baseline,re31,3-obj,numba,50000,23,20000,0.9423439999809489,0.9997058364609168
baseline,re31,3-obj,numba,50000,23,50000,2.3817479999852367,0.9994881813660076
baseline,re31,3-obj,numba,50000,24,5000,0.22333579999394715,0.9999634994572744
baseline,re31,3-obj,numba,50000,24,10000,0.4562486999784596,0.9999367858477816
baseline,re31,3-obj,numba,50000,24,20000,0.9110385999665596,0.9997798492705832
baseline,re31,3-obj,numba,50000,24,50000,2.3087324999505654,0.9998584812724503
baseline,re31,3-obj,numba,50000,25,5000,0.21746519999578595,0.9998747764638569
