family,n_obj,algorithm,runs,mean,std,median,q25,q75,iqr,scope,metric,direction
WFG,2,nsgaii_archive_passive,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
WFG,3,nsgaii_archive_hybrid,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
WFG,3,nsgaii_archive_off,30,0.0,0.0,0.0,0.0,0.0,0.0,overhead,archive_subset_size,context
WFG,3,nsgaii_archive_passive,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
WFG,5,nsgaii_archive_hybrid,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
WFG,5,nsgaii_archive_off,30,0.0,0.0,0.0,0.0,0.0,0.0,overhead,archive_subset_size,context
WFG,5,nsgaii_archive_passive,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZCAT,2,nsgaii_archive_hybrid,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZCAT,2,nsgaii_archive_off,30,0.0,0.0,0.0,0.0,0.0,0.0,overhead,archive_subset_size,context
ZCAT,2,nsgaii_archive_passive,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZCAT,3,nsgaii_archive_hybrid,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZCAT,3,nsgaii_archive_off,30,0.0,0.0,0.0,0.0,0.0,0.0,overhead,archive_subset_size,context
ZCAT,3,nsgaii_archive_passive,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZCAT,5,nsgaii_archive_hybrid,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZCAT,5,nsgaii_archive_off,30,0.0,0.0,0.0,0.0,0.0,0.0,overhead,archive_subset_size,context
ZCAT,5,nsgaii_archive_passive,30,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZDT,2,nsgaii_archive_hybrid,50,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
ZDT,2,nsgaii_archive_off,50,0.0,0.0,0.0,0.0,0.0,0.0,overhead,archive_subset_size,context
ZDT,2,nsgaii_archive_passive,50,80.0,0.0,80.0,80.0,80.0,0.0,overhead,archive_subset_size,context
