run_id,host,variant,variant_group,problem,seed,engine,population_size,max_evaluations,evaluations,time_ms,n_solutions,online_control_enabled,policy,credit_model,average_reward,average_bounded_reward,average_overhead_ms,family_switches,intent_switches,regime_switches,family_concentration,intent_concentration,regime_concentration,trace_steps,policy_state_available,family_share_sbx_like,family_share_de_like,regime_share_repair,regime_share_expand,regime_share_refine,intent_share_exploratory,intent_share_balanced,intent_share_local_refine,intent_share_mutation_heavy,intent_share_feasibility_biased,hv,hv_ref_point,igd_plus,policy_state_file
nsgaii__zdt2__adaptive_hierarchical_joint__seed0,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,0,numpy,40,800,800,52.82069998793304,4,True,adaptive_hierarchical_joint,simple_improvement,0.23316709316569845,0.23316709316569845,0.39950524775409385,10,14,2,0.6121883656509695,0.23545706371191133,0.9002770083102491,19,True,0.2631578947368421,0.7368421052631579,0.0,0.9473684210526315,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.634144566835411,"[1.1, 3.9874577193986047]",0.9926240822568072,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed0.json
nsgaii__zdt2__fixed_sbx__seed1,nsgaii,fixed_sbx,fixed,zdt2,1,numpy,40,800,800,29.25859997048974,10,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.460203699812756,"[1.1, 3.9874577193986047]",1.1119056525525097,
nsgaii__zdt2__fixed_de__seed1,nsgaii,fixed_de,fixed,zdt2,1,numpy,40,800,800,20.63889999408275,14,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129864897486277,"[1.1, 3.9874577193986047]",1.4599128444221512,
nsgaii__zdt2__adaptive_flat_operator__seed1,nsgaii,adaptive_flat_operator,adaptive,zdt2,1,numpy,40,800,800,36.32419998757541,7,True,adaptive_flat_operator,simple_improvement,0.23593491297275146,0.23593491297275146,0.2557894790937242,10,0,0,0.6121883656509695,1.0,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8696975057138148,"[1.1, 3.9874577193986047]",0.7873928397441566,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed1.json
nsgaii__zdt2__adaptive_flat_parameter__seed1,nsgaii,adaptive_flat_parameter,adaptive,zdt2,1,numpy,40,800,800,46.91770009230822,4,True,adaptive_flat_parameter,simple_improvement,0.2344614595816791,0.2344614595816791,0.30334208062604856,0,17,0,1.0,0.21883656509695287,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,2.622099274814471,"[1.1, 3.9874577193986047]",1.0196412624313973,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed1.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed1,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,1,numpy,40,800,800,45.487600029446185,5,True,adaptive_hierarchical_joint,simple_improvement,0.22262603364281475,0.22262603364281475,0.3235684156319813,11,12,2,0.5678670360110804,0.23545706371191133,0.9002770083102491,19,True,0.3157894736842105,0.6842105263157895,0.0,0.9473684210526315,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.6496930555792226,"[1.1, 3.9874577193986047]",0.9433890872133072,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed1.json
nsgaii__zdt2__fixed_sbx__seed2,nsgaii,fixed_sbx,fixed,zdt2,2,numpy,40,800,800,28.410200029611588,11,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.481416817197803,"[1.1, 3.9874577193986047]",1.1469632310280744,
nsgaii__zdt2__fixed_de__seed2,nsgaii,fixed_de,fixed,zdt2,2,numpy,40,800,800,31.042100046761334,15,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.345785977840685,"[1.1, 3.9874577193986047]",0.9493333368874503,
nsgaii__zdt2__adaptive_flat_operator__seed2,nsgaii,adaptive_flat_operator,adaptive,zdt2,2,numpy,40,800,800,44.869399978779256,9,True,adaptive_flat_operator,simple_improvement,0.23436852327831162,0.23436852327831162,0.31628421091131476,10,0,0,0.6121883656509695,1.0,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8599289091262343,"[1.1, 3.9874577193986047]",0.5687220855634174,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed2.json
nsgaii__zdt2__adaptive_flat_parameter__seed2,nsgaii,adaptive_flat_parameter,adaptive,zdt2,2,numpy,40,800,800,51.1641000630334,6,True,adaptive_flat_parameter,simple_improvement,0.23859083933434463,0.23859083933434463,0.3720315810489027,0,18,0,1.0,0.24099722991689748,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.10526315789473684,2.6339526608395696,"[1.1, 3.9874577193986047]",1.0085281845103606,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed2.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed2,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,2,numpy,40,800,800,40.70799995679408,7,True,adaptive_hierarchical_joint,simple_improvement,0.22287215311917657,0.22287215311917657,0.2649052705811827,12,13,0,0.5678670360110804,0.23545706371191133,1.0,19,True,0.3157894736842105,0.6842105263157895,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,3.064411214767287,"[1.1, 3.9874577193986047]",0.547833178089484,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed2.json
nsgaii__zdt2__fixed_sbx__seed3,nsgaii,fixed_sbx,fixed,zdt2,3,numpy,40,800,800,31.858499976806343,11,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9800344456115644,"[1.1, 3.9874577193986047]",0.6248202625986342,
nsgaii__zdt2__fixed_de__seed3,nsgaii,fixed_de,fixed,zdt2,3,numpy,40,800,800,27.614800026640296,20,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5170232146445048,"[1.1, 3.9874577193986047]",1.8642169561531743,
nsgaii__zdt2__adaptive_flat_operator__seed3,nsgaii,adaptive_flat_operator,adaptive,zdt2,3,numpy,40,800,800,45.79629993531853,3,True,adaptive_flat_operator,simple_improvement,0.23754580441194312,0.23754580441194312,0.30877368255077225,10,0,0,0.6121883656509695,1.0,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.66291708129063,"[1.1, 3.9874577193986047]",0.9762275344419551,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed3.json
nsgaii__zdt2__adaptive_flat_parameter__seed3,nsgaii,adaptive_flat_parameter,adaptive,zdt2,3,numpy,40,800,800,46.561399940401316,7,True,adaptive_flat_parameter,simple_improvement,0.23981073645231638,0.23981073645231638,0.3296894719824195,0,16,0,1.0,0.23545706371191133,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.7492896979820007,"[1.1, 3.9874577193986047]",0.6281716699402444,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed3.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed3,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,3,numpy,40,800,800,42.17389994300902,9,True,adaptive_hierarchical_joint,simple_improvement,0.23168037535469369,0.23168037535469369,0.27914211693170826,10,13,0,0.6121883656509695,0.23545706371191133,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,3.0919687941407688,"[1.1, 3.9874577193986047]",0.5770346242171418,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed3.json
nsgaii__zdt2__fixed_sbx__seed4,nsgaii,fixed_sbx,fixed,zdt2,4,numpy,40,800,800,26.432499988004565,15,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.717074374776235,"[1.1, 3.9874577193986047]",0.6112859775850804,
nsgaii__zdt2__fixed_de__seed4,nsgaii,fixed_de,fixed,zdt2,4,numpy,40,800,800,27.328899945132434,1,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2942902042194369,"[1.1, 3.9874577193986047]",2.2267448025761456,
nsgaii__zdt2__adaptive_flat_operator__seed4,nsgaii,adaptive_flat_operator,adaptive,zdt2,4,numpy,40,800,800,42.42750001139939,19,True,adaptive_flat_operator,simple_improvement,0.23807480911208553,0.23807480911208553,0.2994052759420715,6,0,2,0.6121883656509695,1.0,0.7340720221606647,19,True,0.2631578947368421,0.7368421052631579,0.0,0.8421052631578947,0.15789473684210525,0.0,1.0,0.0,0.0,0.0,3.281094193783126,"[1.1, 3.9874577193986047]",0.25324085078254965,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed4.json
nsgaii__zdt2__adaptive_flat_parameter__seed4,nsgaii,adaptive_flat_parameter,adaptive,zdt2,4,numpy,40,800,800,45.65129999537021,11,True,adaptive_flat_parameter,simple_improvement,0.242848746841643,0.242848746841643,0.31237367320021514,0,17,2,1.0,0.23545706371191133,0.9002770083102491,19,True,1.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.3772030488303364,"[1.1, 3.9874577193986047]",1.164951887530373,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed4.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed4,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,4,numpy,40,800,800,46.9061000039801,10,True,adaptive_hierarchical_joint,simple_improvement,0.23458804262706137,0.23458804262706137,0.38827895064299045,10,15,0,0.6121883656509695,0.21883656509695287,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.15789473684210525,3.150032292541619,"[1.1, 3.9874577193986047]",0.2989987610160209,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed4.json
nsgaii__zdt2__fixed_sbx__seed5,nsgaii,fixed_sbx,fixed,zdt2,5,numpy,40,800,800,30.892100068740547,4,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5776619173950124,"[1.1, 3.9874577193986047]",1.001507216805915,
nsgaii__zdt2__fixed_de__seed5,nsgaii,fixed_de,fixed,zdt2,5,numpy,40,800,800,25.343899964354932,33,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6513675763704072,"[1.1, 3.9874577193986047]",1.1376149472096762,
nsgaii__zdt2__adaptive_flat_operator__seed5,nsgaii,adaptive_flat_operator,adaptive,zdt2,5,numpy,40,800,800,43.00250008236617,6,True,adaptive_flat_operator,simple_improvement,0.2275093863783665,0.2275093863783665,0.33616840741352033,11,0,0,0.5678670360110804,1.0,1.0,19,True,0.3157894736842105,0.6842105263157895,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9557953378897612,"[1.1, 3.9874577193986047]",0.5492564583892825,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed5.json
nsgaii__zdt2__adaptive_flat_parameter__seed5,nsgaii,adaptive_flat_parameter,adaptive,zdt2,5,numpy,40,800,800,39.12640002090484,15,True,adaptive_flat_parameter,simple_improvement,0.23292328304559504,0.23292328304559504,0.3341736737638712,0,17,2,1.0,0.21883656509695287,0.6675900277008311,19,True,1.0,0.0,0.0,0.7894736842105263,0.21052631578947367,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,2.6573261481374653,"[1.1, 3.9874577193986047]",0.9318037316501585,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed5.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed5,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,5,numpy,40,800,800,51.69999995268881,13,True,adaptive_hierarchical_joint,simple_improvement,0.2237688883216702,0.2237688883216702,0.345331567682718,10,14,2,0.6121883656509695,0.21883656509695287,0.9002770083102491,19,True,0.2631578947368421,0.7368421052631579,0.0,0.9473684210526315,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.15789473684210525,3.108110438026264,"[1.1, 3.9874577193986047]",0.44405219235248283,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed5.json
nsgaii__zdt2__fixed_sbx__seed6,nsgaii,fixed_sbx,fixed,zdt2,6,numpy,40,800,800,29.335299972444773,7,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5201014709007303,"[1.1, 3.9874577193986047]",1.112368919986075,
nsgaii__zdt2__fixed_de__seed6,nsgaii,fixed_de,fixed,zdt2,6,numpy,40,800,800,27.87200000602752,10,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1023524681204833,"[1.1, 3.9874577193986047]",2.14993804619593,
nsgaii__zdt2__adaptive_flat_operator__seed6,nsgaii,adaptive_flat_operator,adaptive,zdt2,6,numpy,40,800,800,45.39729992393404,3,True,adaptive_flat_operator,simple_improvement,0.2311249500938515,0.2311249500938515,0.30528420680447627,9,0,2,0.5678670360110804,1.0,0.8116343490304709,19,True,0.3157894736842105,0.6842105263157895,0.0,0.8947368421052632,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,2.7701879640365066,"[1.1, 3.9874577193986047]",0.882930820187219,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed6.json
nsgaii__zdt2__adaptive_flat_parameter__seed6,nsgaii,adaptive_flat_parameter,adaptive,zdt2,6,numpy,40,800,800,39.152299985289574,12,True,adaptive_flat_parameter,simple_improvement,0.23889439187773104,0.23889439187773104,0.2795789501090583,0,16,2,1.0,0.21883656509695287,0.9002770083102491,19,True,1.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,2.257333746266376,"[1.1, 3.9874577193986047]",1.071695564941083,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed6.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed6,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,6,numpy,40,800,800,48.48090000450611,1,True,adaptive_hierarchical_joint,simple_improvement,0.22915928393426316,0.22915928393426316,0.3364052697035827,10,13,2,0.5678670360110804,0.23545706371191133,0.9002770083102491,19,True,0.3157894736842105,0.6842105263157895,0.0,0.9473684210526315,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.539672149800541,"[1.1, 3.9874577193986047]",1.0945793975024178,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed6.json
nsgaii__zdt2__fixed_sbx__seed7,nsgaii,fixed_sbx,fixed,zdt2,7,numpy,40,800,800,29.250700026750565,7,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6439511626440235,"[1.1, 3.9874577193986047]",0.9997757614932057,
nsgaii__zdt2__fixed_de__seed7,nsgaii,fixed_de,fixed,zdt2,7,numpy,40,800,800,28.597399941645563,11,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3442263630758624,"[1.1, 3.9874577193986047]",1.8601539974371541,
nsgaii__zdt2__adaptive_flat_operator__seed7,nsgaii,adaptive_flat_operator,adaptive,zdt2,7,numpy,40,800,800,46.18890001438558,10,True,adaptive_flat_operator,simple_improvement,0.23314537642811517,0.23314537642811517,0.30387895132758114,10,0,0,0.6121883656509695,1.0,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6966688639370213,"[1.1, 3.9874577193986047]",0.919514958704912,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed7.json
nsgaii__zdt2__adaptive_flat_parameter__seed7,nsgaii,adaptive_flat_parameter,adaptive,zdt2,7,numpy,40,800,800,38.974300026893616,5,True,adaptive_flat_parameter,simple_improvement,0.24166269341616867,0.24166269341616867,0.25282105381943676,0,18,0,1.0,0.21883656509695287,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,2.196104698647372,"[1.1, 3.9874577193986047]",1.3230209185550568,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed7.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed7,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,7,numpy,40,800,800,50.3002000041306,12,True,adaptive_hierarchical_joint,simple_improvement,0.22751873792934427,0.22751873792934427,0.3474684321860734,12,14,0,0.5678670360110804,0.23545706371191133,1.0,19,True,0.3157894736842105,0.6842105263157895,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,3.176837984663987,"[1.1, 3.9874577193986047]",0.3443278898594796,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed7.json
nsgaii__zdt2__fixed_sbx__seed8,nsgaii,fixed_sbx,fixed,zdt2,8,numpy,40,800,800,28.025300009176135,9,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6113612453113664,"[1.1, 3.9874577193986047]",0.9093918633131333,
nsgaii__zdt2__fixed_de__seed8,nsgaii,fixed_de,fixed,zdt2,8,numpy,40,800,800,33.17409998271614,11,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92875559977306,"[1.1, 3.9874577193986047]",2.411684874771457,
nsgaii__zdt2__adaptive_flat_operator__seed8,nsgaii,adaptive_flat_operator,adaptive,zdt2,8,numpy,40,800,800,52.102999994531274,6,True,adaptive_flat_operator,simple_improvement,0.2324788510238237,0.2324788510238237,0.3392526352974145,8,0,2,0.6121883656509695,1.0,0.8116343490304709,19,True,0.2631578947368421,0.7368421052631579,0.0,0.8947368421052632,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,2.8129536759674814,"[1.1, 3.9874577193986047]",0.6011066039645425,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed8.json
nsgaii__zdt2__adaptive_flat_parameter__seed8,nsgaii,adaptive_flat_parameter,adaptive,zdt2,8,numpy,40,800,800,45.811899937689304,7,True,adaptive_flat_parameter,simple_improvement,0.24453608272538266,0.24453608272538266,0.3503263057944806,0,18,0,1.0,0.23545706371191133,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.612685169904262,"[1.1, 3.9874577193986047]",1.0282026594525855,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed8.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed8,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,8,numpy,40,800,800,43.6984000261873,12,True,adaptive_hierarchical_joint,simple_improvement,0.23237875666826474,0.23237875666826474,0.3243210651960812,10,12,2,0.5678670360110804,0.23545706371191133,0.9002770083102491,19,True,0.3157894736842105,0.6842105263157895,0.0,0.9473684210526315,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,3.259467274360357,"[1.1, 3.9874577193986047]",0.2587333535073326,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed8.json
nsgaii__zdt2__fixed_sbx__seed9,nsgaii,fixed_sbx,fixed,zdt2,9,numpy,40,800,800,28.11050007585436,4,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577213143278292,"[1.1, 3.9874577193986047]",0.9869730015533664,
nsgaii__zdt2__fixed_de__seed9,nsgaii,fixed_de,fixed,zdt2,9,numpy,40,800,800,23.23579997755587,18,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4260774950328647,"[1.1, 3.9874577193986047]",1.6881149496692915,
nsgaii__zdt2__adaptive_flat_operator__seed9,nsgaii,adaptive_flat_operator,adaptive,zdt2,9,numpy,40,800,800,47.10740002337843,16,True,adaptive_flat_operator,simple_improvement,0.2279458262015078,0.2279458262015078,0.3091473696067145,10,0,0,0.6121883656509695,1.0,1.0,19,True,0.2631578947368421,0.7368421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.17703038611258,"[1.1, 3.9874577193986047]",0.29340558494476565,policy_states\nsgaii__zdt2__adaptive_flat_operator__seed9.json
nsgaii__zdt2__adaptive_flat_parameter__seed9,nsgaii,adaptive_flat_parameter,adaptive,zdt2,9,numpy,40,800,800,38.762600044719875,6,True,adaptive_flat_parameter,simple_improvement,0.24476956706994096,0.24476956706994096,0.2508368343114853,0,17,0,1.0,0.21883656509695287,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,2.51412002887519,"[1.1, 3.9874577193986047]",1.1178068865463948,policy_states\nsgaii__zdt2__adaptive_flat_parameter__seed9.json
nsgaii__zdt2__adaptive_hierarchical_joint__seed9,nsgaii,adaptive_hierarchical_joint,adaptive,zdt2,9,numpy,40,800,800,54.728099959902465,3,True,adaptive_hierarchical_joint,simple_improvement,0.23039691038670185,0.23039691038670185,0.38364209773901264,11,12,0,0.5678670360110804,0.23545706371191133,1.0,19,True,0.3157894736842105,0.6842105263157895,0.0,1.0,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,2.8797857902560278,"[1.1, 3.9874577193986047]",0.7581907997625191,policy_states\nsgaii__zdt2__adaptive_hierarchical_joint__seed9.json
nsgaii__zdt3__fixed_sbx__seed0,nsgaii,fixed_sbx,fixed,zdt3,0,numpy,40,800,800,22.75140001438558,33,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5846360589078055,"[0.9700941096732586, 4.183909074638349]",0.20084707017629475,
nsgaii__zdt3__fixed_de__seed0,nsgaii,fixed_de,fixed,zdt3,0,numpy,40,800,800,25.931500014849007,40,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.617529042714911,"[0.9700941096732586, 4.183909074638349]",0.7240554231575004,
nsgaii__zdt3__adaptive_flat_operator__seed0,nsgaii,adaptive_flat_operator,adaptive,zdt3,0,numpy,40,800,800,45.79630005173385,15,True,adaptive_flat_operator,simple_improvement,0.21509992661082755,0.21509992661082755,0.37261577151519687,6,0,2,0.5346260387811634,1.0,0.6675900277008311,19,True,0.3684210526315789,0.631578947368421,0.0,0.7894736842105263,0.21052631578947367,0.0,1.0,0.0,0.0,0.0,3.410205435652076,"[0.9700941096732586, 4.183909074638349]",0.2916374049758739,policy_states\nsgaii__zdt3__adaptive_flat_operator__seed0.json
nsgaii__zdt3__adaptive_flat_parameter__seed0,nsgaii,adaptive_flat_parameter,adaptive,zdt3,0,numpy,40,800,800,34.81349989306182,25,True,adaptive_flat_parameter,simple_improvement,0.22802862706303784,0.22802862706303784,0.25729475371343524,0,16,2,1.0,0.21883656509695287,0.8116343490304709,19,True,1.0,0.0,0.0,0.8947368421052632,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,3.690968232748854,"[0.9700941096732586, 4.183909074638349]",0.15439297460495913,policy_states\nsgaii__zdt3__adaptive_flat_parameter__seed0.json
nsgaii__zdt3__adaptive_hierarchical_joint__seed0,nsgaii,adaptive_hierarchical_joint,adaptive,zdt3,0,numpy,40,800,800,40.08339997380972,23,True,adaptive_hierarchical_joint,simple_improvement,0.19176115153422266,0.19176115153422266,0.279431586692992,8,13,2,0.5346260387811634,0.20775623268698057,0.6675900277008311,19,True,0.3684210526315789,0.631578947368421,0.0,0.7894736842105263,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.15789473684210525,3.383728189830733,"[0.9700941096732586, 4.183909074638349]",0.31454662284892865,policy_states\nsgaii__zdt3__adaptive_hierarchical_joint__seed0.json
nsgaii__zdt3__fixed_sbx__seed1,nsgaii,fixed_sbx,fixed,zdt3,1,numpy,40,800,800,25.216400041244924,36,False,,,,,,0,0,0,1.0,,,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.519223029656098,"[0.9700941096732586, 4.183909074638349]",0.2373973302822625,
nsgaii__zdt3__fixed_de__seed1,nsgaii,fixed_de,fixed,zdt3,1,numpy,40,800,800,21.20910002849996,35,False,,,,,,0,0,0,1.0,,,0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2174097404678657,"[0.9700941096732586, 4.183909074638349]",0.8459914788647777,
nsgaii__zdt3__adaptive_flat_operator__seed1,nsgaii,adaptive_flat_operator,adaptive,zdt3,1,numpy,40,800,800,38.47490006592125,19,True,adaptive_flat_operator,simple_improvement,0.2101293576806813,0.2101293576806813,0.29603685374910893,12,0,2,0.5678670360110804,1.0,0.9002770083102491,19,True,0.3157894736842105,0.6842105263157895,0.0,0.9473684210526315,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,3.664003074645492,"[0.9700941096732586, 4.183909074638349]",0.19453855806206538,policy_states\nsgaii__zdt3__adaptive_flat_operator__seed1.json
nsgaii__zdt3__adaptive_flat_parameter__seed1,nsgaii,adaptive_flat_parameter,adaptive,zdt3,1,numpy,40,800,800,34.130800049752,27,True,adaptive_flat_parameter,simple_improvement,0.23209153584015127,0.23209153584015127,0.2485578940985234,0,18,0,1.0,0.21883656509695287,1.0,19,True,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,3.392201801532073,"[0.9700941096732586, 4.183909074638349]",0.3004982203687383,policy_states\nsgaii__zdt3__adaptive_flat_parameter__seed1.json
nsgaii__zdt3__adaptive_hierarchical_joint__seed1,nsgaii,adaptive_hierarchical_joint,adaptive,zdt3,1,numpy,40,800,800,46.23830004129559,17,True,adaptive_hierarchical_joint,simple_improvement,0.20402545115269083,0.20402545115269083,0.3316526203171203,11,14,2,0.5124653739612188,0.22437673130193903,0.7340720221606647,19,True,0.42105263157894735,0.5789473684210527,0.0,0.8421052631578947,0.15789473684210525,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.15789473684210525,3.6140143885604146,"[0.9700941096732586, 4.183909074638349]",0.1904582873027051,policy_states\nsgaii__zdt3__adaptive_hierarchical_joint__seed1.json
