host,problem,variant,variant_group,n_runs,mean_hv,mean_igd_plus,mean_time_ms,mean_average_reward,mean_average_overhead_ms,mean_family_concentration,mean_regime_concentration,mean_intent_concentration,mean_family_switches,mean_intent_switches,mean_regime_switches,mean_profile_controller_time_ms,mean_profile_start_step_time_ms,mean_profile_router_time_ms,mean_profile_policy_select_time_ms,mean_profile_policy_update_time_ms,mean_profile_trace_time_ms,mean_profile_decode_time_ms,mean_profile_variation_time_ms,mean_profile_evaluation_time_ms,mean_profile_survival_time_ms,mean_profile_total_runtime_ms,mean_family_share_sbx_like,mean_family_share_de_like,mean_regime_share_repair,mean_regime_share_expand,mean_regime_share_refine,mean_intent_share_exploratory,mean_intent_share_balanced,mean_intent_share_local_refine,mean_intent_share_mutation_heavy,mean_intent_share_feasibility_biased,comparison_to_baseline,hv_delta_vs_baseline,runtime_ratio_vs_baseline
nsgaii,zdt1,adaptive_hierarchical_joint,adaptive,5,3.381886591833166,0.2685890353504299,40.19703999947524,0.2213158786022146,0.291249473306571,0.5855955678670359,0.9268698060941828,0.2232686980609418,9.8,14.4,0.8,0.8538399983081035,0.025699991965666413,0.01163999259006232,0.5583999969530851,0.1999200088903308,0.05818000790895894,0.9392600040882826,3.761000010126736,0.45141999289626256,11.639100003230851,40.026720000605565,0.29473684210526313,0.7052631578947368,0.0,0.9578947368421054,0.042105263157894736,0.3263157894736842,0.16842105263157894,0.16842105263157894,0.16842105263157894,0.16842105263157894,win,0.12641517557713478,1.3387223651888505
nsgaii,zdt1,adaptive_hierarchical_joint_fixed_family_de,adaptive,5,3.263443190472586,0.337056539698383,41.50321999914013,0.21167103563988454,0.3132936845711236,1.0,0.8005540166204985,0.2520775623268698,0.0,14.8,1.6,0.7452000194462016,0.02899999381043017,0.01453999720979482,0.4547800053842366,0.20402000518515706,0.042860017856583,1.0094800047227181,3.443900002457667,0.4575999962980859,11.947919990052469,41.24094000144396,0.0,1.0,0.0,0.8736842105263157,0.12631578947368421,0.3789473684210526,0.15789473684210525,0.2,0.11578947368421053,0.14736842105263157,win,0.007971774216554373,1.3822233886108881
nsgaii,zdt1,adaptive_hierarchical_joint_fixed_family_sbx,adaptive,5,3.251874452171016,0.3743245325545998,41.19106000289321,0.24010590198918166,0.31885789480599525,1.0,0.9224376731301938,0.22991689750692518,0.0,16.2,1.2,0.7599999982630834,0.027919992862734944,0.013900002522859722,0.5048000006354414,0.17585999885341153,0.037520003388635814,1.0533599939662963,4.826279997359961,0.4556599975330755,11.094820003199857,41.01754000002984,1.0,0.0,0.0,0.9578947368421054,0.042105263157894736,0.34736842105263155,0.15789473684210525,0.1894736842105263,0.14736842105263157,0.15789473684210525,loss,-0.0035969640850153084,1.3718272109694878
nsgaii,zdt1,adaptive_hierarchical_joint_no_regime,adaptive,5,3.3722239805012046,0.2722367002641038,41.26121999725001,0.22082759037102445,0.31814421082871325,0.5855955678670359,1.0,0.2265927977839335,10.8,13.8,0.0,0.8935999969253317,0.02763999509625137,0.014999999257270247,0.606580002931878,0.203419997706078,0.04096000193385407,1.0362599859945476,3.8715199902071618,0.5389199985074811,11.6447199950926,41.0762599989539,0.29473684210526313,0.7052631578947368,0.0,1.0,0.0,0.3368421052631579,0.16842105263157894,0.15789473684210525,0.16842105263157894,0.16842105263157894,win,0.11675256424517322,1.3741638196747108
nsgaii,zdt1,fixed_de,fixed,5,2.476493141458671,0.7309997053880788,23.937560002377722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,-0.7789782747973604,0.7972165846950791
nsgaii,zdt1,fixed_sbx,fixed,5,3.2554714162560314,0.36839710804306053,30.02641999919433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline,0.0,1.0
nsgaii,zdt3,adaptive_flat_operator,adaptive,5,3.4384714834920693,0.29325346606127345,40.20141999790212,0.2153397624179385,0.312078947593507,0.5479224376731302,0.860387811634349,1.0,10.0,0.0,1.2,0.6880399887450039,0.027799994859378785,0.015259993961080909,0.42404000560054556,0.1800800018827431,0.0408599924412556,1.030219990934711,3.8676199881592765,0.6716399992001243,11.17499999672873,40.02865999791538,0.34736842105263155,0.6526315789473685,0.0,0.9157894736842105,0.08421052631578947,0.0,1.0,0.0,0.0,0.0,loss,-0.07216117276195799,1.4762652834700132
nsgaii,zdt3,adaptive_flat_parameter,adaptive,5,3.4320744414504296,0.28450388615838706,44.157899999117944,0.23272658872835592,0.3056884211745407,1.0,0.9091412742382271,0.22105263157894733,0.0,16.6,0.8,0.7006999774603173,0.027679995400831103,0.012639987107831985,0.43267999863019213,0.18517999997129664,0.04251999635016546,1.0780400014482439,5.270339995331597,0.7052600049064495,11.790340002335142,43.98825999815017,1.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.3157894736842105,0.1789473684210526,0.2,0.14736842105263157,0.15789473684210525,loss,-0.0785582148035977,1.621554033739111
nsgaii,zdt3,adaptive_hierarchical_joint,adaptive,5,3.545961280248251,0.23012297207313498,44.57770000153687,0.20346847455702957,0.31539684209029045,0.5434903047091413,0.8426592797783933,0.224376731301939,10.8,13.6,1.2,0.8686800065333955,0.02736000024015084,0.01233999792020768,0.5825999978696927,0.20214000687701628,0.04424000362632796,1.0136599914403632,3.746840002713725,0.7437399995978922,12.894779995258432,44.38158000120893,0.3578947368421052,0.6421052631578947,0.0,0.9052631578947368,0.09473684210526315,0.3157894736842105,0.16842105263157894,0.2,0.15789473684210525,0.15789473684210525,win,0.03532862399422365,1.6369698118286418
nsgaii,zdt3,adaptive_hierarchical_joint_fixed_family_de,adaptive,5,3.1094502490046416,0.5543460431985128,42.98690000287024,0.18855502016396603,0.3269694739413497,1.0,0.6963988919667589,0.23545706371191133,0.0,16.4,3.0,0.7377599715255201,0.02713999419938773,0.014779997582081705,0.4687399909016676,0.18583999626571313,0.0412599925766699,1.0876799991820008,3.329439990920946,0.6803800060879439,12.501559990050737,42.81545999983791,0.0,1.0,0.0,0.7684210526315789,0.23157894736842105,0.29473684210526313,0.16842105263157894,0.25263157894736843,0.13684210526315788,0.14736842105263157,loss,-0.4011824072493857,1.5785528999111464
