config_id,config_label,phase,level,bias,imbalance,problem,algorithm,algorithm_label,runs,hv_mean,hv_std,hv_median,igd_plus_mean,igd_plus_std,igd_plus_median,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median
lvl1_plain,L1,A,1,False,False,zcat1,nsgaii,nsgaii,21,0.8446013725541627,0.012700455682984321,0.8438574974188422,0.13905435338023867,0.00604990704812235,0.1381518391328828,5.066418604764511,0.16838408189463566,5.069033899984788
lvl1_plain,L1,A,1,False,False,zcat1,nsga2_farthest,nsga2-farthest,21,0.9071482375338413,0.005579333583212086,0.9086300371602405,0.1072606342306086,0.004291550355460584,0.1053924073541325,10.543961090475065,1.278767283407413,9.782059600023786
lvl1_plain,L1,A,1,False,False,zcat1,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9518029378777513,0.0010607016801170532,0.951775354152605,0.06821353697641197,0.0009890380341421267,0.06829463370619025,176.47294689047737,5.876942239120095,175.86151970000356
lvl1_plain,L1,A,1,False,False,zcat1,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9560927215850475,0.0007977809897699727,0.9561909852912464,0.06511293181384993,0.0007794981398479766,0.06507606227552165,168.90239040476513,11.844026705280445,164.1288860999921
lvl1_plain,L1,A,1,False,False,zcat1,gces_nogeo,gces-noGeo,21,0.9048344849545231,0.007537748742184117,0.9056246378391177,0.10771817124473716,0.006332159094791516,0.10678988982569793,15.610501442851577,1.5085869650881822,16.290081899991492
lvl1_plain,L1,A,1,False,False,zcat1,gces,gces,21,0.904368452447049,0.005896093411387195,0.9039308735396582,0.10801694963920372,0.004768478101917357,0.10803779823688589,22.13913162380673,1.3668555902544672,22.76533009999548
lvl1_plain,L1,A,1,False,False,zcat10,nsgaii,nsgaii,21,0.293110180335146,0.07932649790308678,0.27886888909502583,0.1313600567406681,0.023716809805902066,0.13280488343689778,4.945388333335619,0.3794712994953581,5.128601600008551
lvl1_plain,L1,A,1,False,False,zcat10,nsga2_farthest,nsga2-farthest,21,0.4488150195655805,0.09117663165518423,0.46258999138077606,0.09429273098677891,0.017561627702338087,0.09007170180484676,8.652092514286604,1.0381088722599718,8.958586199994897
lvl1_plain,L1,A,1,False,False,zcat10,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.6755732008787236,0.0817138362593103,0.6898376246745352,0.04890381557432254,0.009772189509352054,0.046616573338727416,139.1173745238089,12.312775868037301,141.1463387000258
lvl1_plain,L1,A,1,False,False,zcat10,nsga2_hvfarthest,nsga2-hvfarthest,21,0.7783350498649694,0.024318446746359957,0.7932010064051837,0.037930086936712896,0.002944164510971612,0.036521129426960654,146.58354336666804,10.144016434721177,143.1282098000229
lvl1_plain,L1,A,1,False,False,zcat10,gces_nogeo,gces-noGeo,21,0.41319119991402625,0.12581868848077124,0.40358543517351825,0.10222169192757315,0.024900027394523443,0.10360775823720209,12.881702109522719,1.3469204604986063,13.303016899997601
lvl1_plain,L1,A,1,False,False,zcat10,gces,gces,21,0.450607647966809,0.10617343947096786,0.4455896842677197,0.09251901553669738,0.02277899229678921,0.08890406362242319,17.58219741904759,1.5599576110799462,17.420457400003215
lvl1_plain,L1,A,1,False,False,zcat11,nsgaii,nsgaii,21,0.6679194943014803,0.04556029349880789,0.6718321429454199,0.22380575177232875,0.038490144839830556,0.21742524931541837,4.978462995235098,0.35754443035897854,5.158422599983169
lvl1_plain,L1,A,1,False,False,zcat11,nsga2_farthest,nsga2-farthest,21,0.7957556288079735,0.029564553417844378,0.8022413973729922,0.13296879212973964,0.016304710436610366,0.12751112575024265,8.279859838092566,0.7354296570121787,8.748084599996218
