config_id,config_label,phase,level,bias,imbalance,problem,lhs_algorithm,rhs_algorithm,lhs_label,rhs_label,metric,lhs_mean,lhs_median,rhs_mean,rhs_median,delta_mean,delta_median,lhs_seed_wins,seed_ties,rhs_seed_wins,wilcoxon_p_value_raw,wilcoxon_p_value_holm,wilcoxon_significant_alpha
lvl6_imbalance,L6+I,B,6,False,True,zcat4,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.0,0.0,0.014284681737091524,0.0,-0.014284681737091524,0.0,0,20,1,0.31731050786291415,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,5.370053558288469,5.3522568055014705,5.20954294161131,5.380782783200203,0.1605106166771595,-0.028525977698732774,12,0,9,0.47333431243896484,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.1477543035403573,0.0,0.014284681737091524,0.0,0.13346962180326577,0.0,5,15,1,0.08257279620000266,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,4.161277286083958,5.309421906676515,5.20954294161131,5.380782783200203,-1.0482656555273513,-0.07136087652368861,14,0,7,0.017546653747558594,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.16914657087772586,0.0,0.014284681737091524,0.0,0.15486188914063434,0.0,6,15,0,0.014723132701153071,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,3.9578084228166994,5.250173665533846,5.20954294161131,5.380782783200203,-1.2517345187946103,-0.1306091176663573,20,0,1,1.9073486328125e-06,0.0001888275146484375,True
lvl6_imbalance,L6+I,B,6,False,True,zcat4,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.01988715503817236,0.0,0.014284681737091524,0.0,0.0056024733010808375,0.0,1,19,1,0.9724921907995389,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,5.443015993321637,5.452924714906764,5.20954294161131,5.380782783200203,0.23347305171032762,0.07214193170656102,6,0,15,0.09579944610595703,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,gces,nsgaii,gces,nsgaii,hypervolume,0.04307441868100914,0.0,0.014284681737091524,0.0,0.028789736943917617,0.0,2,19,0,0.15742265908958053,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat4,gces,nsgaii,gces,nsgaii,igd_plus,5.170737945089053,5.427996276462089,5.20954294161131,5.380782783200203,-0.03880499652225655,0.04721349326188573,5,0,16,0.2428417205810547,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.09644471299210478,0.0,0.06718849219988568,0.0,0.029256220792219095,0.0,3,16,2,0.6220654737597032,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,4.7544494759314695,5.240270664328176,5.013069849537661,5.264609912506416,-0.25862037360619183,-0.02433924817824007,14,0,7,0.4319114685058594,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.11493666793539557,0.0,0.06718849219988568,0.0,0.04774817573550989,0.0,3,16,2,0.5573275191970184,1.0,False
