problem,algorithm,algorithm_label,runs,hv_mean,hv_std,hv_median,igd_plus_mean,igd_plus_std,igd_plus_median,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median
zcat1,nsgaii,nsgaii,21,0.8446013725541627,0.012700455682984321,0.8438574974188422,0.13905435338023867,0.00604990704812235,0.1381518391328828,4.376317342854149,0.23534176356333167,4.249292799999239
zcat1,nsga2_farthest,nsga2-farthest,21,0.9071482375338413,0.005579333583212086,0.9086300371602405,0.1072606342306086,0.004291550355460584,0.1053924073541325,53.459748861905176,2.7840228423455073,52.69279289999395
zcat1,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9560927215850475,0.0007977809897699727,0.9561909852912464,0.06511293181384993,0.0007794981398479766,0.06507606227552165,192.30986130476023,4.067181206314903,192.42322779999813
zcat1,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9518029378777513,0.0010607016801170532,0.951775354152605,0.06821353697641197,0.0009890380341421267,0.06829463370619025,296.73647831428667,7.934522298966175,294.0524628999992
zcat1,nsga2_sector_farthest,nsga2-sector-farthest,21,0.9069164151453041,0.006084942204400914,0.9076736155454985,0.10833481483932277,0.005888576525096363,0.10862935470752587,20.202465976190677,1.6146090239376163,19.44037880000542
zcat1,gces_nogeo,gces-noGeo,21,0.9048344849545231,0.007537748742184117,0.9056246378391177,0.10771817124473716,0.006332159094791516,0.10678988982569793,16.111175914284622,1.8671908552994192,15.125630199996522
zcat1,gces,gces,21,0.904368452447049,0.005896093411387195,0.9039308735396582,0.10801694963920372,0.004768478101917357,0.10803779823688589,20.99532446666715,1.4966755763401376,20.415382299994235
zcat10,nsgaii,nsgaii,21,0.293110180335146,0.07932649790308678,0.27886888909502583,0.1313600567406681,0.023716809805902066,0.13280488343689778,3.852083561905948,0.17751740687407883,3.8785130999749526
zcat10,nsga2_farthest,nsga2-farthest,21,0.4488150195655805,0.09117663165518423,0.46258999138077606,0.09429273098677891,0.017561627702338087,0.09007170180484676,34.76438343332986,1.5736953937358382,34.47028389998013
zcat10,nsga2_hvfarthest,nsga2-hvfarthest,21,0.7783350498649694,0.024318446746359957,0.7932010064051837,0.037930086936712896,0.002944164510971612,0.036521129426960654,135.92285164761762,7.752280229235287,134.89643199997954
zcat10,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.6755732008787236,0.0817138362593103,0.6898376246745352,0.04890381557432254,0.009772189509352054,0.046616573338727416,196.54473746667196,11.412776751715572,195.63133889998426
zcat10,nsga2_sector_farthest,nsga2-sector-farthest,21,0.4271704481328621,0.06886945927162824,0.40280216550425746,0.0979498550086661,0.013710065545280299,0.09907393628821427,14.468664766666258,0.3382617259472225,14.403783900022972
zcat10,gces_nogeo,gces-noGeo,21,0.41319119991402625,0.12581868848077124,0.40358543517351825,0.10222169192757315,0.024900027394523443,0.10360775823720209,10.735263771423238,0.5877743769089077,10.7022178999905
zcat10,gces,gces,21,0.450607647966809,0.10617343947096786,0.4455896842677197,0.09251901553669738,0.02277899229678921,0.08890406362242319,14.13443232381334,1.3511504631449647,14.395164899993688
zcat11,nsgaii,nsgaii,21,0.6679194943014803,0.04556029349880789,0.6718321429454199,0.22380575177232875,0.038490144839830556,0.21742524931541837,3.8692860333387564,0.17634952875595533,3.966989400010789
zcat11,nsga2_farthest,nsga2-farthest,21,0.7957556288079735,0.029564553417844378,0.8022413973729922,0.13296879212973964,0.016304710436610366,0.12751112575024265,37.13742617142686,1.648346378222048,36.95855709997704
zcat11,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9371720668742697,0.012320621629153806,0.9396136382189296,0.06317678518022084,0.05284846683402208,0.05186650341247686,154.9964554857094,6.268965168102424,156.90244149998762
zcat11,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9129030710928377,0.01759000186390888,0.9143293875291648,0.06740641942549457,0.010304860575470053,0.0663878652453191,218.25178066190952,11.01523359221588,218.35812140000053
zcat11,nsga2_sector_farthest,nsga2-sector-farthest,21,0.8126237216235253,0.02113123809354428,0.816667952660899,0.12254938760331972,0.012205644293507028,0.12203824324928604,15.212818352380834,0.7330662579782153,15.434877699997742
zcat11,gces_nogeo,gces-noGeo,21,0.7920716508932211,0.025374782860574156,0.7940900676660719,0.13420844339050939,0.01585579483684167,0.12887899846760617,11.108816314289081,0.7018185571918258,11.024956999986898
zcat11,gces,gces,21,0.7893305903494612,0.02915240901591554,0.7875661202361783,0.13708833715206586,0.01666245138923335,0.13809545559520672,14.805244276189201,1.1372257566695279,14.939702999981819
zcat12,nsgaii,nsgaii,21,0.18874726216642954,0.13023361692032584,0.16675291819205143,0.37973106521640954,0.08160666649600028,0.40188864669934227,3.8075677142866575,0.15749140827343616,3.900497099995846
zcat12,nsga2_farthest,nsga2-farthest,21,0.5748678286648644,0.049090299036800206,0.5809752440030717,0.15944539090236073,0.018445528148386355,0.1581392864018351,37.8407820095225,1.3797574679058047,38.02465690000099
zcat12,nsga2_hvfarthest,nsga2-hvfarthest,21,0.856133238698189,0.010182112460732421,0.8613699024280965,0.05533469604857159,0.003287656232003305,0.05428176518598812,154.66051967619015,7.4401640954367805,151.6254455000162
zcat12,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.7603738263929576,0.03409526474693976,0.7667567628929869,0.08623781910447147,0.016758814495195385,0.08005903939600133,211.93080810476178,7.880171642390961,210.93778170002042
zcat12,nsga2_sector_farthest,nsga2-sector-farthest,21,0.5805303507760989,0.04606035715837511,0.5849884629663564,0.15619891828878016,0.016068712744151226,0.15459507513907705,15.228203476191819,0.3789488751349151,15.097200699994573
zcat12,gces_nogeo,gces-noGeo,21,0.5593993241801419,0.059281996722557594,0.5644268539019114,0.16919593116389056,0.01992996684396846,0.16820075692122619,11.112407033333078,0.3671243708782634,11.082969400013098
zcat12,gces,gces,21,0.5573028000863022,0.04656714895750684,0.5630153980667832,0.1721913996915499,0.02176158332441204,0.16816258670864745,14.564969909518757,0.9007709930473619,14.643230699992273
zcat13,nsgaii,nsgaii,21,0.7280319227093812,0.06421059977272489,0.7344914929416714,0.23065448971330502,0.05834863390496022,0.2267333540240841,3.957756295237535,0.19783552778293984,4.050315100001171
zcat13,nsga2_farthest,nsga2-farthest,21,0.8900600300494361,0.0202280537609419,0.8874769073818431,0.1049367787032873,0.014662759389822842,0.10464022523929317,37.197945190479956,1.7939586680841315,37.21485629997915
zcat13,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9731570748568479,0.025165227313183523,0.9786776041681688,0.06128819700219951,0.0955455377821425,0.04043215369927606,152.01320144286035,5.786511413252361,149.19912860001205
zcat13,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9613269270788545,0.010095353496416418,0.9626716113257724,0.052958290459310525,0.007474143832758776,0.051712805123667445,217.75695277142637,11.375901624658738,220.4667580999958
zcat13,nsga2_sector_farthest,nsga2-sector-farthest,21,0.8908071250978986,0.015166060443921001,0.8922278742349251,0.1026233368714474,0.01055640146648736,0.10167394559266105,15.199275557141629,0.7236017027854945,15.207346299983328
zcat13,gces_nogeo,gces-noGeo,21,0.8828580603565984,0.02015309172216074,0.8879557654540491,0.10913832120052107,0.01574559144961774,0.10403581887899803,11.092384923809385,0.6471127523189522,11.043298400007188
zcat13,gces,gces,21,0.8838304973568712,0.018423783389029665,0.8829450950272846,0.10892550455383572,0.01555768244470944,0.10621736798744058,14.707033261904837,0.9379334754140263,14.620575699984329
zcat14,nsgaii,nsgaii,21,0.817924245419015,0.0699177784106593,0.8312622425805158,0.15595013904882898,0.04758164160356832,0.15509021445600576,3.938005652382604,0.2513074528836877,3.910153500008164
zcat14,nsga2_farthest,nsga2-farthest,21,0.8162655833485943,0.03125258677861181,0.8234808699304316,0.13210733723482493,0.01808959823215374,0.1320746122381177,36.09467395714351,1.0920102361642827,36.16428680001991
zcat14,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9760247286490135,0.00281885644658837,0.9759989489054428,0.020958464852682736,0.0014192865503825252,0.0205591186896557,137.895519238097,5.55669503426883,136.2262867000245
zcat14,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.933179769989237,0.01073899936919625,0.9307739598869219,0.05573699217838545,0.008463385058487618,0.05599630473173401,199.92770039523853,7.225260961635371,196.5832162000006
zcat14,nsga2_sector_farthest,nsga2-sector-farthest,21,0.8410073674526582,0.03101581749806856,0.8466130985947338,0.12249824292243808,0.021941756663251648,0.12389810464378644,15.13369862857369,0.17823933082062807,15.120652299985522
zcat14,gces_nogeo,gces-noGeo,21,0.8305927206136435,0.02160025360310219,0.8265859640877349,0.12795277037815372,0.01648116934661831,0.12665768407195807,10.885184533332774,0.5209131898480298,10.984996600018349
zcat14,gces,gces,21,0.8305560236413931,0.027360741238717658,0.8353230045062014,0.1264320132150219,0.02199866089425782,0.12807983519353758,13.816846971431957,0.8018869948763463,13.743843800009927
zcat15,nsgaii,nsgaii,21,0.8401512347916041,0.04877096311870938,0.8498678037180106,0.2855785962149695,0.10221201115397419,0.26556854186724055,3.81383345237728,0.1691697374413266,3.906952299992554
zcat15,nsga2_farthest,nsga2-farthest,21,0.8820271110067769,0.022020108631172465,0.8889812973036116,0.21563640935430559,0.0957207131499437,0.17090331339499767,36.17166968095504,1.0925017495339906,36.16051560000051
zcat15,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9878936837333235,0.0020626912541273517,0.9881908924270584,0.051069261692107536,0.10949634707403298,0.01640752485617871,132.0899231857163,4.958186722357337,128.92010999997729
zcat15,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9536976527069848,0.01197572223309402,0.9575884859409105,0.08988142354607404,0.07697231874608268,0.0692311296923733,195.3323753333354,5.555418591348784,194.00239119998878
zcat15,nsga2_sector_farthest,nsga2-sector-farthest,21,0.8917822476194652,0.01406995546725032,0.8904492158059854,0.19758636835844723,0.09188832298703725,0.1741689408240119,14.8162270999982,0.6239819899958461,14.975394399982179
zcat15,gces_nogeo,gces-noGeo,21,0.8864489625445069,0.019607192891873015,0.8876810664344399,0.16100923120210905,0.023397736165873574,0.15779479431276203,10.420858642856945,0.6678793700392818,10.476418100006413
zcat15,gces,gces,21,0.8891104593951684,0.017495449845112056,0.8914403049123946,0.1765924725673927,0.06748745253667261,0.15780575809330516,13.52973136666558,0.903741459970474,13.49791480001295
zcat16,nsgaii,nsgaii,21,0.9210906494666621,0.04057168993963105,0.9310605202568664,0.09295564691450982,0.020091898549430654,0.09143899349168062,3.783508614280782,0.10585586710866164,3.823154899990186
zcat16,nsga2_farthest,nsga2-farthest,21,0.9151440168746802,0.02093957812376427,0.9153181524386669,0.10167651291751002,0.012054327142736895,0.10376443590070845,35.728759047618254,1.000590407867483,36.18043229999603
zcat16,nsga2_hvfarthest,nsga2-hvfarthest,21,1.0304793748417085,0.0011247951798359418,1.0308895312380273,0.019490713175486205,0.000914332973579169,0.01924121981259422,135.76520409999787,6.00793856644757,132.7140589999908
zcat16,nsga2_hvref_farthest,nsga2-hvref-farthest,21,1.008804475710107,0.007313622909771851,1.010222114276929,0.03860922286576126,0.007727198542935389,0.03788560886518719,199.65347787618936,5.487345852661734,197.7097892999882
zcat16,nsga2_sector_farthest,nsga2-sector-farthest,21,0.9295406866504882,0.020961234748997883,0.9253855724622172,0.09791328470041627,0.014112067558515481,0.09965133598861287,15.217938309525683,0.18885647216349663,15.243529900006251
zcat16,gces_nogeo,gces-noGeo,21,0.9226742362544856,0.028538058500783583,0.9376263166142593,0.09954204950827827,0.016572137276843063,0.09887898723509121,10.371685776190134,0.8453870991835432,10.56191290001152
zcat16,gces,gces,21,0.9232493698835624,0.03557616505288717,0.934716493153517,0.09848901086541531,0.013669386023771143,0.09627571327768719,13.050561547617516,0.9006730334428683,12.937579299992649
zcat17,nsgaii,nsgaii,21,0.8802030010432215,0.026678676500076683,0.8751488956826716,0.2133834047210149,0.060966248336085355,0.19027724638971466,3.809543995243508,0.19801276292449332,3.912458200007677
zcat17,nsga2_farthest,nsga2-farthest,21,0.9421348284069776,0.010361187723727926,0.9419013394454777,0.09632724337608395,0.00902072197287175,0.09350345056781909,37.04229030476251,1.3180412761383244,37.514758000004804
zcat17,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9937646763874153,0.00027946891012962764,0.9937337957369129,0.03766974202332412,0.0006851650181742443,0.03762454974446724,145.34803612380693,7.337939791674579,140.92164069999126
zcat17,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.980488628837042,0.0029006458263763604,0.9812136653452391,0.06296124431334739,0.005905651184346355,0.0614211557098079,200.1224497047591,7.585747460626577,198.7237551000144
zcat17,nsga2_sector_farthest,nsga2-sector-farthest,21,0.9514206527660717,0.006736751787237544,0.9521890371102211,0.10557988841896195,0.01380456172597291,0.10401081954596514,15.499188761901765,0.23040031024943736,15.509830499999225
zcat17,gces_nogeo,gces-noGeo,21,0.9399159100257187,0.00854670336344678,0.9405321980275512,0.10349466931416573,0.01156792580957255,0.10337964627328616,11.335799295239017,0.45401502261020527,11.411228300014045
zcat17,gces,gces,21,0.946106905720567,0.008049199248710781,0.9479128927200267,0.09633806411958834,0.011859593678683928,0.09165235299142438,14.696233842858678,1.2913986010044787,14.689988099999027
zcat18,nsgaii,nsgaii,21,0.8123939874908228,0.03167066662869094,0.8193537308993698,0.20909647263521589,0.03906057729555616,0.20019688335872193,4.07493405238243,0.44727323731182544,3.89191859998391
zcat18,nsga2_farthest,nsga2-farthest,21,0.8747793863420494,0.012493269288744188,0.8744192589582491,0.12331272639485381,0.036020171190158067,0.11453967848298752,35.673683047618916,1.5091962639809684,35.410084600007394
zcat18,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9731550015230825,0.0008908060667835608,0.9734166543393701,0.035776768851186386,0.0009335853351634895,0.03570059200638504,148.9831586571388,7.829723797308169,154.7605607000005
zcat18,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9477769929843387,0.0077262104290397905,0.9492020750367846,0.053100870804062034,0.0072206891282446265,0.04957214099980624,206.88062821904896,9.078625992519376,207.0491372999968
zcat18,nsga2_sector_farthest,nsga2-sector-farthest,21,0.8813050557760052,0.01750428860623519,0.8843911494404327,0.11720334260515232,0.039322982847486164,0.10713224827587278,14.935721871426463,0.8185401550987953,15.251729199982947
zcat18,gces_nogeo,gces-noGeo,21,0.8692022306211094,0.015427450882487773,0.8668351718812887,0.11838967064008607,0.013822156599868227,0.12027976968156291,10.707288547621353,0.5525583197985474,10.850412500003586
zcat18,gces,gces,21,0.8794297283154481,0.012947108639865805,0.8789561388594704,0.11223918100486127,0.01103411481449149,0.10992374507797077,14.099764904759857,0.8753580077722161,13.976056299987249
zcat19,nsgaii,nsgaii,21,0.6093123470423547,0.09368377109946685,0.6258475584157286,0.3164714917907973,0.059184994234460254,0.3116821024399344,3.9284348428565345,0.2025117353816217,4.038295200007269
zcat19,nsga2_farthest,nsga2-farthest,21,0.7855971190842564,0.03609838500815001,0.7902520325782353,0.1779154943130066,0.028412155413945973,0.16991091967637337,36.68525733333358,1.321994203114112,37.047875299991574
zcat19,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9446387805457249,0.0016803691593149186,0.9448666375994929,0.06435223113625735,0.0011720612461892286,0.0642666624430995,150.15384565714132,6.975234887159218,153.66668399999617
zcat19,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9024573515937453,0.023975030136054152,0.9087062837982238,0.09293025473781331,0.017214649220607687,0.08694575955939601,208.06275906666582,11.787240723755161,208.6900758999982
zcat19,nsga2_sector_farthest,nsga2-sector-farthest,21,0.7968261484541664,0.026560991779018564,0.803448567713878,0.166508277260791,0.017530956083165905,0.16403263940093213,14.863604728574588,0.7012707450528338,15.114738800009945
zcat19,gces_nogeo,gces-noGeo,21,0.7888640121998033,0.02349611131915903,0.7928743260252458,0.17017925066913475,0.014910419793709882,0.16910359769948216,10.90640192381328,0.6727610672338714,10.935613400011789
zcat19,gces,gces,21,0.7784813454765835,0.035781646643091816,0.7719325764320223,0.1788526498490649,0.024747250818762917,0.18322020429516941,14.28494838095087,0.9412090101067666,14.042997199983802
zcat2,nsgaii,nsgaii,21,0.9669936897644633,0.004098318327427039,0.9676429740504513,0.09980995135286465,0.011988722286265267,0.09963524328443508,4.584493857143181,0.2878153405602877,4.521799699999974
zcat2,nsga2_farthest,nsga2-farthest,21,0.9812066882826183,0.0014051352996767822,0.9813854346723857,0.06508515626233764,0.004343250413428292,0.06485508857202177,45.28308259999973,2.3330175431839377,45.95697030000156
zcat2,nsga2_hvfarthest,nsga2-hvfarthest,21,0.991318642458383,0.00010277381608415975,0.9913046434177023,0.036973511623970154,0.000558448922515245,0.036939046587405724,179.17652288571117,9.239448543738673,176.86951129999943
zcat2,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.988230670421861,0.000344876227618601,0.988294933788374,0.04648379310254555,0.0015041887317544483,0.04669943528291248,251.06449038095266,7.29336269023637,252.60833449999336
zcat2,nsga2_sector_farthest,nsga2-sector-farthest,21,0.9800476411593988,0.0011211617376681784,0.9802138941037235,0.06827775911772703,0.0033278673442814224,0.06822083761334845,14.367694928569975,0.6000577261499536,14.210874800002784
zcat2,gces_nogeo,gces-noGeo,21,0.9793906002773038,0.0013783210383263233,0.9792047829400672,0.06603839136405698,0.0033822561631651625,0.06657948543160205,16.934052671429875,1.8408345197470186,17.76273040000524
zcat2,gces,gces,21,0.9791334022069692,0.002138683602910132,0.9796734699069588,0.0660876986613308,0.005665750003606921,0.06356767336425119,20.5607192999991,2.6142281880465315,19.315466100000776
zcat20,nsgaii,nsgaii,21,0.8347771768502862,0.039039142833072346,0.8402273999861243,0.23841003013734577,0.10343309021342421,0.19382489256606766,3.88759406667114,0.21942446257012138,3.769313400000101
zcat20,nsga2_farthest,nsga2-farthest,21,0.883928295961305,0.015325129804400825,0.8807960334744571,0.17338178873006707,0.12802173763332114,0.11606451175598982,35.250771890477544,1.5631160843431362,35.24933500000043
zcat20,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9698062885313639,0.007227030423669525,0.9734648840418708,0.06141591919043752,0.06912969860617126,0.029987642198261766,141.82152447142843,6.824764217185956,140.76357239999925
zcat20,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9426615092818111,0.012034889235223879,0.9446226550249986,0.09020262955720199,0.06958412964828527,0.05142087955044645,190.79458229047373,14.07051470129659,191.262742299994
zcat20,nsga2_sector_farthest,nsga2-sector-farthest,21,0.8898832035086597,0.018918524205589475,0.8867548575592107,0.13139080103906017,0.070089313142707,0.10050541261855558,14.697706342852186,0.24402865413922542,14.71647079999093
zcat20,gces_nogeo,gces-noGeo,21,0.8811002971309088,0.020520226187640645,0.891661320071106,0.1363162780459026,0.06770607683252794,0.11016408262123698,9.922799609525274,0.5981641158378744,9.880954799999017
zcat20,gces,gces,21,0.8763185098615386,0.023311544878282187,0.8756394209008674,0.17314352103090289,0.09254692956167235,0.14609290843284028,12.259192666665296,1.0349932023950006,12.15153389997431
zcat3,nsgaii,nsgaii,21,0.620844409762994,0.05051339917811326,0.6168065143772536,0.25951481260707676,0.045492900884552406,0.26155554720091667,4.516041509524387,0.07984004589531893,4.522325199999614
zcat3,nsga2_farthest,nsga2-farthest,21,0.7625323708302943,0.02039697063945856,0.7588658160033995,0.14975370921038844,0.012707229211781267,0.1525091838437726,45.76347283809723,3.042338123123211,46.12238559999969
zcat3,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9186595367421954,0.001707591815639011,0.9186958804578704,0.06583477233647154,0.0009840133686936973,0.06583267829960576,159.78509135238156,8.089333864044507,157.5816468000121
zcat3,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.8880197887527924,0.013739010968111151,0.8906538102221094,0.0824782210179279,0.008585604273888702,0.07968677152522112,223.9583770571418,12.279521495225252,222.70181540001067
zcat3,nsga2_sector_farthest,nsga2-sector-farthest,21,0.7736081224262111,0.024311836134785877,0.7744088178045557,0.14472798140336723,0.015818062684829735,0.1404017868752164,16.09993593809486,0.6972309814169995,16.062014000010095
zcat3,gces_nogeo,gces-noGeo,21,0.7623644676306814,0.025012552739137207,0.7640381879920469,0.15100480774872205,0.015436696293357005,0.15015135627738174,11.508471319050019,0.6314444260906666,11.655366600010893
zcat3,gces,gces,21,0.7519882264428905,0.026134566618219,0.7543874059983455,0.15719443070383735,0.0172561381671593,0.15795244155445268,14.502473495236787,0.9451889267202745,14.783497600001283
zcat4,nsgaii,nsgaii,21,0.6574574137738146,0.03474427752404726,0.6638520974508596,0.29111017001979367,0.03750847210307399,0.28342277371929603,3.6954153809513497,0.1673339421360182,3.624487199995201
zcat4,nsga2_farthest,nsga2-farthest,21,0.7773289046646222,0.022947435475978065,0.7710653340565803,0.17829177308684188,0.015515141232423816,0.18437257292957782,38.884885828571335,1.8279997568446293,39.13900470000226
zcat4,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9124127709416997,0.0012655640155925308,0.9123317095805945,0.08536803199952096,0.00088644797742674,0.08532529611392571,159.18810092857305,7.281122749730545,153.2925213000126
zcat4,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.8906257764496687,0.013649972486324225,0.8877653678323955,0.09744494256104362,0.0067416345852925495,0.0983224097878732,230.99715340475987,9.002514521700887,230.1365158999979
zcat4,nsga2_sector_farthest,nsga2-sector-farthest,21,0.7940542015892743,0.017368096667241387,0.7947113309523427,0.17090628035507613,0.010814077536155103,0.17082538812242531,16.05379374285639,0.3703544170612085,15.978943900001468
zcat4,gces_nogeo,gces-noGeo,21,0.7771420655943899,0.022365797397355402,0.7783098636455804,0.17981783002277227,0.017163050830624152,0.17905294363128552,11.862477347619244,0.3107935988862418,11.873803399997996
zcat4,gces,gces,21,0.7677267006976185,0.02268641077254388,0.7661018780508865,0.18219885764791158,0.013976668327272969,0.18329544509996956,15.498597180953116,0.7856156990458604,15.580466300001717
