problem,algorithm,algorithm_label,seed,engine,pop_size,max_evaluations,n_var,n_obj,runtime_seconds,n_solutions,hypervolume,igd_plus
zcat1,nsgaii,nsgaii,0,numpy,100,25000,30,3,4.621098199990229,100,0.8347599730681542,0.14474683273958408
zcat1,nsgaii,nsgaii,1,numpy,100,25000,30,3,4.471922600001562,100,0.8432196556877187,0.1437455415750154
zcat1,nsgaii,nsgaii,2,numpy,100,25000,30,3,4.723770700002206,100,0.8379246451031325,0.1424252156260852
zcat1,nsgaii,nsgaii,3,numpy,100,25000,30,3,4.691199999986566,100,0.84559476037351,0.14386821216668866
zcat1,nsgaii,nsgaii,4,numpy,100,25000,30,3,4.674655700000585,100,0.8587805542550848,0.13118119272913298
zcat1,nsgaii,nsgaii,5,numpy,100,25000,30,3,4.664647599987802,100,0.8754255254949791,0.13343023301456816
zcat1,nsgaii,nsgaii,6,numpy,100,25000,30,3,4.435975100001087,100,0.8578687551764338,0.1381518391328828
zcat1,nsgaii,nsgaii,7,numpy,100,25000,30,3,4.200895200003288,100,0.8476959483657187,0.14881284577948284
zcat1,nsgaii,nsgaii,8,numpy,100,25000,30,3,4.695220399997197,100,0.8631287473704798,0.13115595214586723
zcat1,nsgaii,nsgaii,9,numpy,100,25000,30,3,4.23473679999006,100,0.8333836782573828,0.1379722711674408
zcat1,nsgaii,nsgaii,10,numpy,100,25000,30,3,4.660750399998506,100,0.8274069981079211,0.14198966102783675
zcat1,nsgaii,nsgaii,11,numpy,100,25000,30,3,4.246832699995139,100,0.8230550239276366,0.14996147389066097
zcat1,nsgaii,nsgaii,12,numpy,100,25000,30,3,4.249292799999239,100,0.8438574974188422,0.13313727803825334
zcat1,nsgaii,nsgaii,13,numpy,100,25000,30,3,4.169334899997921,100,0.8321285520503945,0.137298883221634
zcat1,nsgaii,nsgaii,14,numpy,100,25000,30,3,4.136108499995316,100,0.8535355495167123,0.13423153440956898
zcat1,nsgaii,nsgaii,15,numpy,100,25000,30,3,4.298869799997192,100,0.8434455968387817,0.13911296517111607
zcat1,nsgaii,nsgaii,16,numpy,100,25000,30,3,4.153974200002267,100,0.8504735309487893,0.13537961562401044
zcat1,nsgaii,nsgaii,17,numpy,100,25000,30,3,4.140488199991523,100,0.8507708711448969,0.13268081808725302
zcat1,nsgaii,nsgaii,18,numpy,100,25000,30,3,4.183269300003303,100,0.8349290171733373,0.14780020510593964
zcat1,nsgaii,nsgaii,19,numpy,100,25000,30,3,4.098437199994805,100,0.8340109956454768,0.14189414187158447
zcat1,nsgaii,nsgaii,20,numpy,100,25000,30,3,4.151183900001342,100,0.8452329477120335,0.1311647084604059
zcat1,nsga2_farthest,nsga2-farthest,0,numpy,100,25000,30,3,51.69561219999741,100,0.8936246480248348,0.11538381834779703
zcat1,nsga2_farthest,nsga2-farthest,1,numpy,100,25000,30,3,56.10354880000523,100,0.901367487019948,0.10975709421724505
zcat1,nsga2_farthest,nsga2-farthest,2,numpy,100,25000,30,3,51.25541769999836,100,0.9118339948007064,0.10775654269504656
zcat1,nsga2_farthest,nsga2-farthest,3,numpy,100,25000,30,3,57.13152500000433,100,0.9079300970676382,0.10617415577573797
