run_id,host,variant,variant_group,problem,suite,problem_n_var,problem_n_obj,seed,engine,population_size,max_evaluations,evaluations,time_ms,n_solutions,online_control_enabled,policy,credit_model,average_reward,average_bounded_reward,average_overhead_ms,family_switches,intent_switches,regime_switches,family_concentration,intent_concentration,regime_concentration,trace_steps,policy_state_available,profile_controller_time_ms,profile_start_step_time_ms,profile_router_time_ms,profile_policy_select_time_ms,profile_policy_update_time_ms,profile_trace_time_ms,profile_decode_time_ms,profile_variation_time_ms,profile_evaluation_time_ms,profile_survival_time_ms,profile_total_runtime_ms,family_share_sbx_like,family_share_de_like,regime_share_repair,regime_share_expand,regime_share_refine,intent_share_exploratory,intent_share_balanced,intent_share_local_refine,intent_share_mutation_heavy,intent_share_feasibility_biased,hv,hv_ref_point,igd_plus,policy_state_file
nsgaii__zcat1__semantic_prototype_sbx__seed5,nsgaii,semantic_prototype_sbx,adaptive,zcat1,zcat,30,2,5,numpy,40,800,800,147.6354999904288,36,True,adaptive_flat_parameter,simple_improvement,0.23558135800514535,0.23558135800514535,0.6918736839189047,0,18,0,1.0,0.21883656509695287,1.0,19,True,1.804799961973913,0.06709997251164168,0.04819997411686927,1.067699966370128,0.4725000180769712,0.1493000308983028,2.675200012163259,14.74490002146922,43.740499997511506,24.71549999609124,147.30640000198036,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,24.752575779678782,"[2.6005594341522866, 11.639253732643283]",0.390011481429162,policy_states\nsgaii__zcat1__semantic_prototype_sbx__seed5.json
nsgaii__zcat1__adaptive_hierarchical_joint__seed5,nsgaii,adaptive_hierarchical_joint,adaptive,zcat1,zcat,30,2,5,numpy,40,800,800,164.53330000513233,14,True,adaptive_hierarchical_joint,simple_improvement,0.21538614185721516,0.21538614185721516,0.8423894714245475,7,16,2,0.5346260387811634,0.21329639889196672,0.7340720221606647,19,True,2.640199934830889,0.07560000813100487,0.05679995229002088,1.6545999969821423,0.6154999864520505,0.23769999097567052,3.226799992262386,11.807700022473,51.89470000914298,28.581699923961423,164.20920001110062,0.3684210526315789,0.631578947368421,0.0,0.8421052631578947,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.15789473684210525,25.256135108616455,"[2.6005594341522866, 11.639253732643283]",0.33248807486513315,policy_states\nsgaii__zcat1__adaptive_hierarchical_joint__seed5.json
nsgaii__zcat1__adaptive_hierarchical_joint_no_regime__seed5,nsgaii,adaptive_hierarchical_joint_no_regime,adaptive,zcat1,zcat,30,2,5,numpy,40,800,800,136.96610000624787,22,True,adaptive_hierarchical_joint,simple_improvement,0.2055060040810509,0.2055060040810509,0.7636947381175369,9,16,0,0.5678670360110804,0.21883656509695287,1.0,19,True,2.3628998460480943,0.06599993503186852,0.041499981307424605,1.5559000021312386,0.5567999614868313,0.14269996609073132,3.2318999874405563,11.027899978216738,42.71530006371904,22.377299988875166,136.66740000189748,0.3157894736842105,0.6842105263157895,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,24.25610361647967,"[2.6005594341522866, 11.639253732643283]",0.5015855919712374,policy_states\nsgaii__zcat1__adaptive_hierarchical_joint_no_regime__seed5.json
nsgaii__zcat1__fixed_sbx__seed6,nsgaii,fixed_sbx,fixed,zcat1,zcat,30,2,6,numpy,40,800,800,119.33090000820812,31,False,,,,,,0,0,0,1.0,,,0,False,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.905234318665336,"[2.6005594341522866, 11.639253732643283]",0.3683574279070253,
nsgaii__zcat1__semantic_prototype_sbx__seed6,nsgaii,semantic_prototype_sbx,adaptive,zcat1,zcat,30,2,6,numpy,40,800,800,137.02170000760816,26,True,adaptive_flat_parameter,simple_improvement,0.24238330718013265,0.24238330718013265,0.6869842105324527,0,18,0,1.0,0.21883656509695287,1.0,19,True,1.8485999025870115,0.06609995034523308,0.046999950427562,1.0703999869292602,0.5288999818731099,0.13620003301184624,2.813399987644516,11.808099967311136,43.91500001656823,22.521099977893755,136.57489999604877,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.15789473684210525,24.867581396807555,"[2.6005594341522866, 11.639253732643283]",0.329030359394622,policy_states\nsgaii__zcat1__semantic_prototype_sbx__seed6.json
nsgaii__zcat1__adaptive_hierarchical_joint__seed6,nsgaii,adaptive_hierarchical_joint,adaptive,zcat1,zcat,30,2,6,numpy,40,800,800,134.19949999661185,27,True,adaptive_hierarchical_joint,simple_improvement,0.19590817232807842,0.19590817232807842,0.7220842089736834,9,15,2,0.5346260387811634,0.21883656509695287,0.8116343490304709,19,True,2.6046999846585095,0.06989999383222312,0.05249996320344508,1.6702999564586207,0.5033000197727233,0.30870005139149725,2.744599973084405,10.333400015952066,41.56009998405352,23.893700024927966,133.94939999852795,0.3684210526315789,0.631578947368421,0.0,0.8947368421052632,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,22.78885008418811,"[2.6005594341522866, 11.639253732643283]",0.6532825700131889,policy_states\nsgaii__zcat1__adaptive_hierarchical_joint__seed6.json
nsgaii__zcat1__adaptive_hierarchical_joint_no_regime__seed6,nsgaii,adaptive_hierarchical_joint_no_regime,adaptive,zcat1,zcat,30,2,6,numpy,40,800,800,142.19759999832604,31,True,adaptive_hierarchical_joint,simple_improvement,0.19712349724164713,0.19712349724164713,0.7181842114445508,14,16,0,0.5346260387811634,0.21883656509695287,1.0,19,True,2.3428999993484467,0.06570000550709665,0.04229997284710407,1.5866000030655414,0.5122999573359266,0.13600006059277803,2.628100017318502,12.16390001354739,47.594899937394075,22.51199995225761,141.89500000793487,0.3684210526315789,0.631578947368421,0.0,1.0,0.0,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,23.47507243264354,"[2.6005594341522866, 11.639253732643283]",0.653178991095698,policy_states\nsgaii__zcat1__adaptive_hierarchical_joint_no_regime__seed6.json
nsgaii__zcat1__fixed_sbx__seed7,nsgaii,fixed_sbx,fixed,zcat1,zcat,30,2,7,numpy,40,800,800,108.95239999808837,27,False,,,,,,0,0,0,1.0,,,0,False,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.853818645556554,"[2.6005594341522866, 11.639253732643283]",0.2634112997646352,
nsgaii__zcat1__semantic_prototype_sbx__seed7,nsgaii,semantic_prototype_sbx,adaptive,zcat1,zcat,30,2,7,numpy,40,800,800,153.4572999953525,24,True,adaptive_flat_parameter,simple_improvement,0.2426102103668229,0.2426102103668229,0.76271579018794,0,18,0,1.0,0.21883656509695287,1.0,19,True,2.09500000346452,0.0751999905332923,0.06900003063492477,1.345699987723492,0.4738000134238973,0.1312999811489135,3.5315000131959096,12.937999970745295,48.89699997147545,27.529699946171604,153.02320000773761,1.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.15789473684210525,23.819407205048588,"[2.6005594341522866, 11.639253732643283]",0.4837145260636607,policy_states\nsgaii__zcat1__semantic_prototype_sbx__seed7.json
nsgaii__zcat1__adaptive_hierarchical_joint__seed7,nsgaii,adaptive_hierarchical_joint,adaptive,zcat1,zcat,30,2,7,numpy,40,800,800,120.18800000078045,24,True,adaptive_hierarchical_joint,simple_improvement,0.19752503472925287,0.19752503472925287,0.5955473691421119,6,15,2,0.5346260387811634,0.21329639889196672,0.6675900277008311,19,True,1.8929000216303393,0.05349997081793845,0.04670002090279013,1.157300008344464,0.5108000186737627,0.12460000289138407,2.5668999733170494,8.681799983605742,38.77849999116734,21.665000007487833,119.92640000244137,0.3684210526315789,0.631578947368421,0.0,0.7894736842105263,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.15789473684210525,23.317329708446664,"[2.6005594341522866, 11.639253732643283]",0.5726516387340587,policy_states\nsgaii__zcat1__adaptive_hierarchical_joint__seed7.json
