problem,algorithm,algorithm_label,runs,hv_mean,hv_std,hv_median,igd_plus_mean,igd_plus_std,igd_plus_median,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median
zcat1,nsgaii,nsgaii,21,0.9817278334092562,0.0007162560901753503,0.9817307523943808,0.007825542163304186,0.0003104723758130609,0.007839205899389287,3.1556231000008883,0.08837480108905614,3.1549060999968788
zcat1,nsga2_farthest,nsga2-farthest,21,0.9865370054551035,0.0008784544672612208,0.9863821445148856,0.0058324311290571815,0.00037386030724945234,0.005935769222232046,32.449195461905525,0.49807086638835557,32.40872050001053
zcat1,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9889752586159365,0.00018314037114294752,0.9890147308320286,0.004823422109403364,8.104728654089259e-05,0.00483023649381343,100.5771154476173,2.4686279430579687,100.17420009999478
zcat1,nsga2_refcover_farthest,nsga2-refcover-farthest,21,0.9789095501788712,0.0049232231244496225,0.9805101311643774,0.009118504515229576,0.0021636769298898273,0.00840511899121049,65.1583822619037,1.6360277102648124,64.9770414000086
zcat1,nsga2_hvref_farthest,nsga2-hvref-farthest,21,0.9876233409861106,0.000707818670353393,0.98785185133149,0.005379659251212436,0.00030068945818454074,0.005364644970420298,156.04687510000144,3.5340481658007445,155.1020744999987
zcat1,gces_nocomp,gces-noComp,21,0.9861347293897103,0.0007827098995767307,0.9862918347156521,0.006019390320063749,0.0003459370402792492,0.005978741317947302,12.683716504759754,0.3510369643775403,12.595188999999664
zcat1,gces_nogeo,gces-noGeo,21,0.9834461536438963,0.0008680460330575076,0.9835636746011842,0.00746110850905981,0.0005585249819709181,0.007352343327468205,6.935887985715193,0.21958951480425398,6.857943199996953
zcat1,gces,gces,21,0.9834086942103346,0.001004172527181995,0.9834600502111897,0.007335215721646729,0.0004758137875987868,0.0072207997782721385,10.261230928571118,2.0716580702955505,9.372458400001051
zcat10,nsgaii,nsgaii,21,0.9464530800048602,0.002844809212275811,0.9460069677075087,0.0035046055096680235,0.00018324491319263723,0.0034967039304578387,3.7272762428557535,0.16775337411062102,3.6576732999965316
zcat10,nsga2_farthest,nsga2-farthest,21,0.9488403637843542,0.003919904844339555,0.9489842325690684,0.003370500473907998,0.00023411049396522806,0.003350542794050517,30.978917871429335,1.1718622836048624,31.047313599992776
zcat10,nsga2_hvfarthest,nsga2-hvfarthest,21,0.9702325608568401,0.0009817920152346287,0.9702167430700654,0.0020546096700300534,7.368129128151475e-05,0.002041783495624737,99.76818313333276,4.5272437453170875,98.93545260000974
zcat10,nsga2_refcover_farthest,nsga2-refcover-farthest,21,0.5442339070381452,0.08006665671894646,0.5048347051069604,0.027420217522227133,0.003996673071816158,0.029279365360867955,69.9255153428558,2.5853694966552583,70.36377939999511
