suite,host,problem,variant,variant_group,n_runs,mean_hv,mean_igd_plus,mean_time_ms,mean_average_reward,mean_average_overhead_ms,mean_family_concentration,mean_regime_concentration,mean_intent_concentration,mean_family_switches,mean_intent_switches,mean_regime_switches,mean_profile_controller_time_ms,mean_profile_start_step_time_ms,mean_profile_router_time_ms,mean_profile_policy_select_time_ms,mean_profile_policy_update_time_ms,mean_profile_trace_time_ms,mean_profile_decode_time_ms,mean_profile_variation_time_ms,mean_profile_evaluation_time_ms,mean_profile_survival_time_ms,mean_profile_total_runtime_ms,mean_family_share_sbx_like,mean_family_share_de_like,mean_regime_share_repair,mean_regime_share_expand,mean_regime_share_refine,mean_intent_share_exploratory,mean_intent_share_balanced,mean_intent_share_local_refine,mean_intent_share_mutation_heavy,mean_intent_share_feasibility_biased,comparison_to_baseline,hv_delta_vs_baseline,runtime_ratio_vs_baseline
anchor,moead,zdt3,fixed_sbx,fixed,10,1.5944552142832806,0.5436405047948508,145.8420800001477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_baseline,,
anchor,moead,zdt3,semantic_prototype_sbx,adaptive,10,1.6245343684645022,0.5012355995132353,711.7825999986962,0.30477140280517345,0.36298613153791703,1.0,1.0,0.4560789473684211,0.0,178.7,0.0,27.698569906351622,0.8718999510165304,0.5274000141071156,17.82071991765406,6.875430038780905,1.603119984793011,58.3272899792064,86.06055004929658,26.964870022493415,243.88310003268998,710.9191099996679,1.0,0.0,0.0,1.0,0.0,0.5242105263157895,0.050394736842105256,0.06236842105263157,0.3292105263157895,0.03381578947368421,no_baseline,,
anchor,nsgaii,dtlz2,adaptive_hierarchical_joint,adaptive,10,6.278690039441253,0.18445912067364725,44.322630000533536,0.14607474642317989,0.3514642107275952,0.6343490304709141,1.0,0.22105263157894733,9.2,14.4,0.0,1.1460600042482838,0.032139998802449554,0.022129996796138585,0.7339800024055876,0.29589999467134476,0.061910011572763324,1.3706800018553622,4.292590011027642,1.1243500033742748,12.055499998677988,44.12085000076331,0.24210526315789474,0.7578947368421052,0.0,1.0,0.0,0.3052631578947368,0.1631578947368421,0.1631578947368421,0.23157894736842105,0.13684210526315788,loss,-0.08934220809314652,1.5584867260793913
anchor,nsgaii,dtlz2,adaptive_hierarchical_joint_no_regime,adaptive,10,6.278690039441253,0.18445912067364725,43.41682999947807,0.14607474642317989,0.33810736824402976,0.6343490304709141,1.0,0.22105263157894733,9.2,14.4,0.0,1.1233599914703518,0.031020009191706777,0.01723999303067103,0.7501499916543253,0.2638099991600029,0.061139998433645815,1.3076400020509027,4.240760000539012,1.1713899992173538,12.049089997890405,43.20256000064546,0.24210526315789474,0.7578947368421052,0.0,1.0,0.0,0.3052631578947368,0.1631578947368421,0.1631578947368421,0.23157894736842105,0.13684210526315788,loss,-0.08934220809314652,1.5266366919521148
anchor,nsgaii,dtlz2,fixed_sbx,fixed,10,6.3680322475344,0.14742926538590903,28.439529999741353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline,0.0,1.0
anchor,nsgaii,dtlz2,semantic_prototype_sbx,adaptive,10,6.2933211698760365,0.1684551567615282,41.58579999784706,0.1882932693273681,0.32156368405068003,1.0,0.6066481994459834,0.24099722991689748,0.0,15.1,1.8,0.8432100177742541,0.02926000306615606,0.022080012422520667,0.5174500038265251,0.2210600025136955,0.053359995945356786,1.4137200079858303,5.217880000418518,1.0657399994670413,10.690050000266638,41.4056099994923,1.0,0.0,0.0,0.6578947368421052,0.34210526315789475,0.26842105263157895,0.1631578947368421,0.3052631578947368,0.13684210526315788,0.12631578947368421,loss,-0.07471107765836305,1.4622534197374313
anchor,nsgaii,zdt1,adaptive_hierarchical_joint,adaptive,10,3.4102753907759022,0.24669989206443216,46.92330999969272,0.2183907785100483,0.37748631607667593,0.5811634349030471,0.8991689750692521,0.2293628808864266,9.4,14.0,1.0,1.2476699906983413,0.040290007018484175,0.03272999310865998,0.8007099997485057,0.3039499977603555,0.069989993062336,1.5010200120741501,4.236709990072995,0.5599599986453541,12.545399992086459,46.711780002806336,0.3,0.7,0.0,0.9421052631578947,0.05789473684210526,0.34736842105263155,0.1631578947368421,0.1631578947368421,0.1631578947368421,0.1631578947368421,win,0.1783693446433965,1.501131367470802
anchor,nsgaii,zdt1,adaptive_hierarchical_joint_no_regime,adaptive,10,3.4314062876656237,0.2413021954319567,46.81795000215061,0.2198085460307432,0.36329578962115766,0.590027700831025,1.0,0.2293628808864266,10.3,14.2,0.0,1.2384799803839996,0.035349994141142815,0.02055998775176704,0.806069998361636,0.30666000238852575,0.06983999774092808,1.445930008776486,4.32365000306163,0.5440099979750812,12.774159996479284,46.61343999905512,0.28947368421052627,0.7105263157894737,0.0,1.0,0.0,0.34736842105263155,0.1631578947368421,0.1631578947368421,0.1631578947368421,0.1631578947368421,win,0.19950024153311796,1.4977607783715219
anchor,nsgaii,zdt1,fixed_sbx,fixed,10,3.2319060461325058,0.37385844606968077,31.25863000168465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline,0.0,1.0
anchor,nsgaii,zdt1,semantic_prototype_sbx,adaptive,10,3.235717701462734,0.3710349080673271,51.27500999951735,0.23747397650307178,0.40188368408340275,1.0,0.9313019390581717,0.2293628808864266,0.0,16.1,1.2,1.1139600072056055,0.04092999588465318,0.041949996375478804,0.682709997636266,0.27670999988913536,0.07166001742007211,1.685280010860879,6.276030010485556,0.6346400012262166,12.877510004909709,51.07449999923119,1.0,0.0,0.0,0.9631578947368421,0.03684210526315789,0.34736842105263155,0.1631578947368421,0.1789473684210526,0.1526315789473684,0.15789473684210525,win,0.003811655330228092,1.6403473215797986
