problem,algorithm,seed,engine,pop_size,max_evaluations,runtime_seconds,n_solutions,hypervolume,igd_plus
zcat19,gces,7,numpy,80,8000,0.9541420000023209,80,0.9716124154895349,0.012517674454485978
zcat19,gces,8,numpy,80,8000,0.9310276999894995,80,0.9729002953833445,0.011877556767550737
zcat19,gces,9,numpy,80,8000,0.882734699989669,80,0.9734458291541901,0.011527947024379311
zcat20,nsgaii,0,numpy,80,8000,0.4558602000179235,80,0.9796045620443276,0.008706084137102924
zcat20,nsgaii,1,numpy,80,8000,0.4652658000122756,80,0.9719166497413315,0.013735097962755708
zcat20,nsgaii,2,numpy,80,8000,0.4599893999984488,80,0.9810544515186181,0.008494670739920177
zcat20,nsgaii,3,numpy,80,8000,0.47483560000546277,80,0.9794795578137806,0.00924478874778488
zcat20,nsgaii,4,numpy,80,8000,0.42080550000537187,80,0.9797439938798783,0.009457173766280623
zcat20,nsgaii,5,numpy,80,8000,0.4955003999930341,80,0.9778953847046031,0.010292858782654379
zcat20,nsgaii,6,numpy,80,8000,0.4880511999945156,80,0.9755174851592459,0.01153003677882557
zcat20,nsgaii,7,numpy,80,8000,0.45216420001816005,80,0.9797404456460059,0.008965929097968416
zcat20,nsgaii,8,numpy,80,8000,0.4543454999802634,80,0.9776419886223985,0.010105166203829613
zcat20,nsgaii,9,numpy,80,8000,0.45106600000872277,80,0.9771016198352871,0.010280565193322945
zcat20,gces,0,numpy,80,8000,1.0241508999897633,80,0.9743381461406743,0.013133006318057102
zcat20,gces,1,numpy,80,8000,1.0945252999954391,80,0.979606655142167,0.009549058827615399
zcat20,gces,2,numpy,80,8000,1.0712065999978222,80,0.9750703152104747,0.01363490268286088
zcat20,gces,3,numpy,80,8000,1.0040259000088554,80,0.9781339902296817,0.010975471159106237
zcat20,gces,4,numpy,80,8000,1.0752918999933172,80,0.9799864156328929,0.010364484014229748
zcat20,gces,5,numpy,80,8000,1.0738522000028752,80,0.978153465214565,0.010257840494788402
zcat20,gces,6,numpy,80,8000,0.9343753000139259,80,0.981744505993839,0.009203414872226853
zcat20,gces,7,numpy,80,8000,1.1202545000123791,80,0.9780651478944702,0.010764246369453005
zcat20,gces,8,numpy,80,8000,1.079503199987812,80,0.972544789455363,0.014855455779916708
zcat20,gces,9,numpy,80,8000,1.0158330999838654,80,0.9798094700250104,0.00953245324813433
