problem,algorithm,algorithm_label,seed,engine,pop_size,max_evaluations,n_var,n_obj,runtime_seconds,n_solutions,hypervolume,igd_plus
zcat1,nsgaii,nsgaii,0,numpy,100,25000,30,2,2.5403967000020202,100,0.9820084644672317,0.007703137145352674
zcat1,nsgaii,nsgaii,1,numpy,100,25000,30,2,2.448695300001418,100,0.9813261580962408,0.007956664709495508
zcat1,nsgaii,nsgaii,2,numpy,100,25000,30,2,2.450162500026636,100,0.9810238895078867,0.008083635150300483
zcat1,nsgaii,nsgaii,3,numpy,100,25000,30,2,2.5402433999988716,100,0.9829698933479948,0.00733772124177166
zcat1,nsgaii,nsgaii,4,numpy,100,25000,30,2,2.4885459000070114,100,0.982600902921259,0.007440491436637663
zcat1,nsgaii,nsgaii,5,numpy,100,25000,30,2,2.792487099999562,100,0.9814409591938323,0.008082357323867518
zcat1,nsgaii,nsgaii,6,numpy,100,25000,30,2,2.458251099975314,100,0.9806273550146046,0.008317054689534538
zcat1,nsgaii,nsgaii,7,numpy,100,25000,30,2,2.3818045999796595,100,0.9830382384203133,0.007264935090572375
zcat1,nsgaii,nsgaii,8,numpy,100,25000,30,2,2.409829299984267,100,0.9818666221684059,0.007708929503823953
zcat1,nsgaii,nsgaii,9,numpy,100,25000,30,2,2.4817019999900367,100,0.9806647625094277,0.008313506674704858
zcat1,nsgaii,nsgaii,10,numpy,100,25000,30,2,2.457281700015301,100,0.9812326117439631,0.007970482544293837
zcat1,nsgaii,nsgaii,11,numpy,100,25000,30,2,2.452610900014406,100,0.9822262129948971,0.0076019532217457735
zcat1,nsgaii,nsgaii,12,numpy,100,25000,30,2,2.411802100017667,100,0.9814834250992043,0.00804113698170928
zcat1,nsgaii,nsgaii,13,numpy,100,25000,30,2,2.39652730000671,100,0.9819131113398375,0.00773253052139231
zcat1,nsgaii,nsgaii,14,numpy,100,25000,30,2,2.39110469998559,100,0.9817307523943808,0.007839205899389287
zcat1,nsgaii,nsgaii,15,numpy,100,25000,30,2,2.3357973000092898,100,0.9826177062540811,0.007411452661730761
zcat1,nsgaii,nsgaii,16,numpy,100,25000,30,2,2.4363085000077263,100,0.9816988503229184,0.007860267370783294
zcat1,nsgaii,nsgaii,17,numpy,100,25000,30,2,2.4415154999878723,100,0.9819571363016919,0.007746442773738731
zcat1,nsgaii,nsgaii,18,numpy,100,25000,30,2,2.4499688000069,100,0.981138920074042,0.008020833879748265
zcat1,nsgaii,nsgaii,19,numpy,100,25000,30,2,2.3452606000064407,100,0.9820693594149115,0.007640351268996076
zcat1,nsgaii,nsgaii,20,numpy,100,25000,30,2,2.544866299984278,100,0.9806491700072556,0.00826329533979907
zcat1,gces_nocomp,gces-noComp,0,numpy,100,25000,30,2,10.199737799994182,100,0.9853106657319181,0.0063732459925972445
zcat1,gces_nocomp,gces-noComp,1,numpy,100,25000,30,2,10.436006900010398,100,0.9868530783466108,0.005676705573255638
zcat1,gces_nocomp,gces-noComp,2,numpy,100,25000,30,2,10.371284799999557,100,0.9855414643291125,0.006206459494214725
zcat1,gces_nocomp,gces-noComp,3,numpy,100,25000,30,2,10.22411410001223,100,0.9857831978591541,0.006156993611941383
zcat1,gces_nocomp,gces-noComp,4,numpy,100,25000,30,2,10.01823630000581,100,0.985772437761663,0.006182415399055509
zcat1,gces_nocomp,gces-noComp,5,numpy,100,25000,30,2,10.131144899991341,100,0.9843672432660455,0.006742601517829533
zcat1,gces_nocomp,gces-noComp,6,numpy,100,25000,30,2,10.416152899997542,100,0.9865778349770693,0.005841653218869253
zcat1,gces_nocomp,gces-noComp,7,numpy,100,25000,30,2,9.902198299998417,100,0.9865474632465692,0.005873262040127625
zcat1,gces_nocomp,gces-noComp,8,numpy,100,25000,30,2,9.885323499998776,100,0.9854748116337034,0.006286891907821614
zcat1,gces_nocomp,gces-noComp,9,numpy,100,25000,30,2,9.997194800002035,100,0.9856547575904382,0.0062687351398276235
zcat1,gces_nocomp,gces-noComp,10,numpy,100,25000,30,2,9.837194899999304,100,0.9862918347156521,0.006016763437873714
zcat1,gces_nocomp,gces-noComp,11,numpy,100,25000,30,2,10.018070199992508,100,0.9866873602866931,0.005776413054313639
zcat1,gces_nocomp,gces-noComp,12,numpy,100,25000,30,2,9.909310600021854,100,0.9865606167614829,0.0058529390651317036
zcat1,gces_nocomp,gces-noComp,13,numpy,100,25000,30,2,10.420082900003763,100,0.9861452253198912,0.005996547731877012
zcat1,gces_nocomp,gces-noComp,14,numpy,100,25000,30,2,10.470426200015936,100,0.9873588427719427,0.005448820307950507
zcat1,gces_nocomp,gces-noComp,15,numpy,100,25000,30,2,10.35553160001291,100,0.9873429875218246,0.005462760421645115
zcat1,gces_nocomp,gces-noComp,16,numpy,100,25000,30,2,10.331029200024204,100,0.9864005802528226,0.005887105819823477
zcat1,gces_nocomp,gces-noComp,17,numpy,100,25000,30,2,10.400312300014775,100,0.9862782661354841,0.005978741317947302
zcat1,gces_nocomp,gces-noComp,18,numpy,100,25000,30,2,10.525407800014364,100,0.9865575817290161,0.005842358172057276
zcat1,gces_nocomp,gces-noComp,19,numpy,100,25000,30,2,10.358733300003223,100,0.9866877903454035,0.0057862645438250685
zcat1,gces_nocomp,gces-noComp,20,numpy,100,25000,30,2,10.301803900016239,100,0.9846352766014183,0.006749518953353772
zcat1,gces_nogeo,gces-noGeo,0,numpy,100,25000,30,2,5.50594549998641,100,0.9831159855207452,0.007360814639107578
zcat1,gces_nogeo,gces-noGeo,1,numpy,100,25000,30,2,5.538372299983166,100,0.9835636746011842,0.007690857155141854
zcat1,gces_nogeo,gces-noGeo,2,numpy,100,25000,30,2,5.485686300002271,100,0.9840889952149852,0.007030427663393181
zcat1,gces_nogeo,gces-noGeo,3,numpy,100,25000,30,2,5.503081000002567,100,0.9833470599432752,0.007216086130538399
zcat1,gces_nogeo,gces-noGeo,4,numpy,100,25000,30,2,5.3277333000150975,100,0.9841217975547679,0.007512652722202658
zcat1,gces_nogeo,gces-noGeo,5,numpy,100,25000,30,2,5.446678400010569,100,0.9843200383718964,0.007907945785386275
zcat1,gces_nogeo,gces-noGeo,6,numpy,100,25000,30,2,5.252971899986733,100,0.9819957049138583,0.007772199713526579
zcat1,gces_nogeo,gces-noGeo,7,numpy,100,25000,30,2,5.748398200026713,100,0.983866955219093,0.00698694269746364
zcat1,gces_nogeo,gces-noGeo,8,numpy,100,25000,30,2,5.4313976999837905,100,0.9836967436616761,0.0071399218581035696
zcat1,gces_nogeo,gces-noGeo,9,numpy,100,25000,30,2,5.265630699985195,100,0.9842102046126138,0.006946412324858437
zcat1,gces_nogeo,gces-noGeo,10,numpy,100,25000,30,2,5.580159899982391,100,0.9822260468914925,0.008480710749541468
zcat1,gces_nogeo,gces-noGeo,11,numpy,100,25000,30,2,5.47024640001473,100,0.9851065900394753,0.007177268328868669
zcat1,gces_nogeo,gces-noGeo,12,numpy,100,25000,30,2,5.861997999978485,100,0.983314137962634,0.007352343327468205
zcat1,gces_nogeo,gces-noGeo,13,numpy,100,25000,30,2,5.265159800008405,100,0.9836597607859259,0.007147235834612566
zcat1,gces_nogeo,gces-noGeo,14,numpy,100,25000,30,2,5.251774900010787,100,0.9833707192408331,0.007152302443601555
zcat1,gces_nogeo,gces-noGeo,15,numpy,100,25000,30,2,5.448570999986259,100,0.9824017793341591,0.007779288503519939
zcat1,gces_nogeo,gces-noGeo,16,numpy,100,25000,30,2,5.687447699980112,100,0.9835203523906256,0.007138249638967669
zcat1,gces_nogeo,gces-noGeo,17,numpy,100,25000,30,2,5.198444200010272,100,0.9844309836214397,0.006767610727489168
zcat1,gces_nogeo,gces-noGeo,18,numpy,100,25000,30,2,5.288453399989521,100,0.983720312521362,0.007383903762378904
zcat1,gces_nogeo,gces-noGeo,19,numpy,100,25000,30,2,5.55617950001033,100,0.9816268258150411,0.009197106917779068
zcat1,gces_nogeo,gces-noGeo,20,numpy,100,25000,30,2,5.376511600014055,100,0.9826645583047384,0.007542997766306623
zcat1,gces,gces,0,numpy,100,25000,30,2,6.8056337000161875,100,0.9855261627667062,0.0067651051046981135
zcat1,gces,gces,1,numpy,100,25000,30,2,6.812426200020127,100,0.9836480279488714,0.006933036442560623
zcat1,gces,gces,2,numpy,100,25000,30,2,7.063715199998114,100,0.982118140768008,0.008568918178006792
zcat1,gces,gces,3,numpy,100,25000,30,2,6.707610500016017,100,0.9829750471516152,0.007463637806384372
