problem,metric,higher_is_better,lhs_algorithm,lhs_label,rhs_algorithm,rhs_label,n_common_seeds,lhs_mean,lhs_median,rhs_mean,rhs_median,delta_mean,delta_median,lhs_seed_wins,seed_ties,rhs_seed_wins,lhs_both_metric_seed_wins,both_metric_seed_ties_or_mixed,rhs_both_metric_seed_wins,wilcoxon_p_value_raw,wilcoxon_p_value_holm,wilcoxon_significant_alpha
zcat3,hypervolume,True,gces,gces,gces_nocomp,gces-noComp,21,0.9836935490398374,0.9837793494618562,0.9859878969908973,0.9858938686575738,-0.002294347951059872,-0.00211451919571759,0,0,21,0,0,21,9.5367431640625e-07,9.5367431640625e-05,True
zcat3,igd_plus,False,gces,gces,gces_nocomp,gces-noComp,21,0.007173284272490155,0.007079453820975683,0.0060693932181974716,0.006109140813680246,0.0011038910542926833,0.0009703130072954364,0,0,21,0,0,21,9.5367431640625e-07,9.5367431640625e-05,True
zcat3,hypervolume,True,gces,gces,gces_nogeo,gces-noGeo,21,0.9836935490398374,0.9837793494618562,0.9837030958332259,0.9838678174954679,-9.546793388492958e-06,-8.846803361173272e-05,10,0,11,9,3,9,0.9728584289550781,1.0,False
zcat3,igd_plus,False,gces,gces,gces_nogeo,gces-noGeo,21,0.007173284272490155,0.007079453820975683,0.007156486820192088,0.007186439496803337,1.6797452298066874e-05,-0.00010698567582765467,11,0,10,9,3,9,0.945744514465332,1.0,False
zcat4,hypervolume,True,gces,gces,nsgaii,nsgaii,21,0.9836938396670517,0.9837793945733574,0.9816257956081552,0.9815679282066637,0.00206804405889649,0.0022114663666936707,20,0,1,19,1,1,1.9073486328125e-06,0.0001201629638671875,True
zcat4,igd_plus,False,gces,gces,nsgaii,nsgaii,21,0.007173320173958441,0.00712625376371974,0.007892732211161317,0.007914702061687498,-0.0007194120372028762,-0.0007884482979677579,19,0,2,19,1,1,0.00029277801513671875,0.01610279083251953,True
zcat4,hypervolume,True,gces_nocomp,gces-noComp,nsgaii,nsgaii,21,0.9859883715989518,0.9858943948161886,0.9816257956081552,0.9815679282066637,0.004362575990796591,0.004326466609524848,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat4,igd_plus,False,gces_nocomp,gces-noComp,nsgaii,nsgaii,21,0.006074577727476927,0.00609391692856749,0.007892732211161317,0.007914702061687498,-0.00181815448368439,-0.0018207851331200082,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat4,hypervolume,True,gces_nogeo,gces-noGeo,nsgaii,nsgaii,21,0.9837035875389281,0.9838685321257166,0.9816257956081552,0.9815679282066637,0.002077791930772843,0.002300603919052846,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat4,igd_plus,False,gces_nogeo,gces-noGeo,nsgaii,nsgaii,21,0.007133889271499696,0.0071667685805933455,0.007892732211161317,0.007914702061687498,-0.0007588429396616211,-0.0007479334810941525,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
