problem,problem_label,n_var,n_obj,algorithm,algorithm_base,engine,seed,evaluations,time_ms,hv,indicator_igd_plus,archive_subset_hv,archive_subset_igd_plus,archive_mode,archive_execution_mode,archive_survival_path,archive_size,archive_subset_size,hybrid_status,hybrid_fallback_reason,hybrid_split_front_mode,hybrid_split_front_reason,hybrid_generations,hybrid_archive_reference_generations,hybrid_local_only_generations,hybrid_no_split_generations,output_dir
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,3,18000,10708.722758000022,5.026751544826803,0.0016233135952874419,5.0270632221194305,0.0014279512983121554,passive,passive_archive,standard,1175,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_3
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,4,18000,10768.435858999965,5.026706650168662,0.0016482823883220454,5.026885824728187,0.0016090911992430908,passive,passive_archive,standard,1426,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_4
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,5,18000,10722.109693999982,5.026309360488363,0.002115909429624247,5.026483665080512,0.0020525670857413874,passive,passive_archive,standard,794,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_5
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,6,18000,10597.650619999968,5.024225997719703,0.004454769510226854,5.024460745993287,0.004279094613238956,passive,passive_archive,standard,729,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_6
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,7,18000,10549.69332099995,5.025768019532739,0.0027957347773213035,5.026017241495913,0.00252499339169684,passive,passive_archive,standard,930,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_7
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,8,18000,10659.530909000068,5.024085792218809,0.004647965933797691,5.024211419165334,0.004567474092458589,passive,passive_archive,standard,567,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_8
dtlz1,DTLZ1,6,2,nsgaii_archive_passive,nsgaii,numpy,9,18000,10761.369767999895,5.024880691536021,0.0037894924041652067,5.025030882679221,0.0036374605349305624,passive,passive_archive,standard,350,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ1/nsgaii/numpy/seed_9
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,0,18000,10997.637825000083,5.026086920184947,0.002391112834882061,5.026483700403338,0.0020160788895897813,hybrid_survival,hybrid_survival,hybrid,1383,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_0
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,1,18000,10887.896314000045,5.025741751441177,0.0027772270955641674,5.026324804946788,0.0021770854874480117,hybrid_survival,hybrid_survival,hybrid,686,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_1
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,2,18000,10775.912770000105,5.016832384709578,0.011835040416798873,5.016840749486203,0.011835040416798873,hybrid_survival,hybrid_survival,hybrid,82,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_2
