framework,problem,median_delta_percent,ci_low_percent,ci_high_percent,equivalent,non_inferior
pymoo,dtlz1,0.002662799535105805,-0.017705135513220976,0.021665961229599136,True,True
pymoo,dtlz2,0.0030851418236728404,-0.0066469076593553755,0.00917825386094323,True,True
pymoo,dtlz3,0.007758341229681742,-0.9277832061333057,1.4561560551778687,False,True
pymoo,dtlz4,0.002550678674036157,-2.0120863049106147e-05,0.010997398615121582,True,True
pymoo,dtlz5,-0.04057725421915273,-0.0578987198841656,-0.01127659247034478,True,True
pymoo,dtlz6,-3.780190085193133,-12.983780681573778,1.8904192647134763,False,False
pymoo,dtlz7,-0.14080975200235196,-0.16779094128716024,-0.09258900758888805,True,True
pymoo,wfg1,-0.24540509870162908,-16.454811293041754,9.804175753265913,False,False
pymoo,wfg2,-0.026984522176713915,-0.11541514308791474,0.08047951942266295,True,True
pymoo,wfg3,-0.12163191714883209,-0.15714371962834817,0.05221619474854624,True,True
pymoo,wfg4,0.025047729877998956,-0.01358456391380233,0.03333034184804263,True,True
pymoo,wfg5,-0.002987785127874742,-0.008004372760312333,0.006152053545106488,True,True
pymoo,wfg6,0.43163309092386315,-0.31024521103208863,1.3778436138853003,False,True
pymoo,wfg7,-0.005999657896917011,-0.03415360366349639,0.010424117923382678,True,True
pymoo,wfg8,-0.030942422183857992,-0.24611574700944713,0.18792584213244737,True,True
pymoo,wfg9,0.5342808032689087,-0.216307273568699,1.1706887661206666,False,True
pymoo,zdt1,5.0170782058920095e-05,-0.0006266402697307237,0.0004818904201187151,True,True
pymoo,zdt2,-0.0006460055201902343,-0.002516333736370309,0.0006228832481859617,True,True
pymoo,zdt3,5.646527485605973e-05,-6.79654346581619e-05,0.0001462821250253174,True,True
pymoo,zdt4,-0.01982034581896255,-0.04172246712761806,0.02633738989305318,True,True
pymoo,zdt6,0.004550381153281294,-0.007087434741117035,0.017946399235309336,True,True
jMetalPy,dtlz1,0.004290744470196747,-0.010604582842869918,0.028405608749659417,True,True
jMetalPy,dtlz2,-0.0015956854903408538,-0.005263369422254473,0.003246550680577081,True,True
jMetalPy,dtlz3,0.8358504505648394,-0.6580074387773743,2.075084337827936,False,True
jMetalPy,dtlz4,0.01725149205319818,0.003330520864536389,10.48704075481133,False,True
jMetalPy,dtlz5,-0.00914979846397891,-0.016731157696758953,0.013637252414267956,True,True
jMetalPy,dtlz6,-12.975255020466065,-16.549275624023217,3.8972649402481454,False,False
jMetalPy,dtlz7,0.017297970056654798,-0.06102091678302664,0.04603347880005972,True,True
jMetalPy,wfg1,-0.25610376556043646,-16.47217024677461,24.434825201794457,False,False
jMetalPy,wfg2,0.02037343077428825,-0.13093931068901946,0.1790653430426895,True,True
jMetalPy,wfg3,-0.08017634369773116,-0.2013323970437646,0.026157585979205693,True,True
jMetalPy,wfg4,-0.01223831182600026,-0.0393382875071468,0.0072196254064403505,True,True
jMetalPy,wfg5,0.007889463333838817,0.0037891600549889476,0.011558173303265829,True,True
jMetalPy,wfg6,0.766948036042073,-0.8097012845749367,1.9250483705182257,False,True
jMetalPy,wfg7,0.007905987871724092,-0.012573749291901795,0.024173778244151293,True,True
jMetalPy,wfg8,0.29856344432699344,-0.2863111737584848,0.4785718307546771,True,True
jMetalPy,wfg9,0.36281496693993814,-0.13047912868574882,2.4018577249025195,False,True
jMetalPy,zdt1,-0.00019434736995119846,-0.0004528328033433627,0.00022635473048972156,True,True
jMetalPy,zdt2,-0.0002279947788898475,-0.0014931579551217295,-5.170993475627343e-05,True,True
jMetalPy,zdt3,5.555999075352003e-05,-9.365936971651927e-05,0.00039014857601832537,True,True
jMetalPy,zdt4,0.0036105896971493343,-0.03246175182845652,0.03461771777817557,True,True
jMetalPy,zdt6,0.006115170279287539,-0.00315380152593148,0.021800160576548527,True,True
