variant,problem,engine,n_evals,seed,evals,runtime_seconds,hypervolume
aos,dtlz7,numba,100000,3,20000,0.3763268430047901,0.8657229040799758
aos,dtlz7,numba,100000,3,50000,0.9549468950062874,0.8861239773853281
aos,dtlz7,numba,100000,3,100000,1.921087813003396,0.8831448098967631
aos,dtlz7,numba,100000,4,5000,0.0886242370033869,0.3291301524499492
aos,dtlz7,numba,100000,4,10000,0.1847533100008149,0.741735776052428
aos,dtlz7,numba,100000,4,20000,0.377167284997995,0.8693499933623958
aos,dtlz7,numba,100000,4,50000,0.9561936530008096,0.8849128184084424
aos,dtlz7,numba,100000,4,100000,1.920139731002564,0.8838198849444772
aos,dtlz7,numba,100000,5,5000,0.0873589490001904,0.4050304590779869
aos,dtlz7,numba,100000,5,10000,0.1835981309995986,0.7647798624603642
aos,dtlz7,numba,100000,5,20000,0.3760124549953616,0.8475158144975413
aos,dtlz7,numba,100000,5,50000,0.9527252839980064,0.8867352719714039
aos,dtlz7,numba,100000,5,100000,1.916369433994987,0.8788664275057317
aos,dtlz7,numba,100000,6,5000,0.0887787660030881,0.3398852347685123
aos,dtlz7,numba,100000,6,10000,0.1865076260000933,0.754956489914618
aos,dtlz7,numba,100000,6,20000,0.3813252100007958,0.8625316166223725
aos,dtlz7,numba,100000,6,50000,0.9630629150051392,0.8924317447169867
aos,dtlz7,numba,100000,6,100000,1.934103941006469,0.8764017961668896
aos,dtlz7,numba,100000,7,5000,0.0886609470035182,0.3668571985633999
aos,dtlz7,numba,100000,7,10000,0.1861522079998394,0.7626885391535863
aos,dtlz7,numba,100000,7,20000,0.3802851770014968,0.8509045744099579
aos,dtlz7,numba,100000,7,50000,0.9617224149988032,0.8737542922174293
aos,dtlz7,numba,100000,7,100000,1.931433912999637,0.8938516927710406
aos,dtlz7,numba,100000,8,5000,0.0865830559996538,0.2944418819546159
aos,dtlz7,numba,100000,8,10000,0.1827093690008041,0.7257207382023447
aos,dtlz7,numba,100000,8,20000,0.3745301279996056,0.8580574554391297
aos,dtlz7,numba,100000,8,50000,0.949749929997779,0.8813454375055044
aos,dtlz7,numba,100000,8,100000,1.9087240000008023,0.8901610205368964
aos,dtlz7,numba,100000,9,5000,0.0883596599960583,0.3369831547331159
aos,dtlz7,numba,100000,9,10000,0.1856844819994876,0.7416092241046569
aos,dtlz7,numba,100000,9,20000,0.3794768149964511,0.8688104215141758
aos,dtlz7,numba,100000,9,50000,0.95977085299819,0.8790728655547702
aos,dtlz7,numba,100000,9,100000,1.928726787002233,0.8705723675949156
aos,dtlz7,numba,100000,10,5000,0.0884004280014778,0.3649874065126356
aos,dtlz7,numba,100000,10,10000,0.1855477429999155,0.7585466131129712
aos,dtlz7,numba,100000,10,20000,0.3794858340042992,0.8642518375678047
aos,dtlz7,numba,100000,10,50000,0.9593970450005144,0.872170518504661
aos,dtlz7,numba,100000,10,100000,1.927199660000042,0.8822143355945796
aos,dtlz7,numba,100000,11,5000,0.0888190250043408,0.3301459606126542
aos,dtlz7,numba,100000,11,10000,0.1857334320011432,0.747397704669796
aos,dtlz7,numba,100000,11,20000,0.3797977220019675,0.8562728504814994
aos,dtlz7,numba,100000,11,50000,0.9615551480019348,0.8860839921884219
aos,dtlz7,numba,100000,11,100000,1.9314290039983464,0.8743072598488495
aos,dtlz7,numba,100000,12,5000,0.0888926450061262,0.3771917101635272
aos,dtlz7,numba,100000,12,10000,0.1854490240002633,0.7401417623181092
aos,dtlz7,numba,100000,12,20000,0.378014986999915,0.8703630597724192
aos,dtlz7,numba,100000,12,50000,0.9554373499995564,0.8860157867071464
aos,dtlz7,numba,100000,12,100000,1.9192939780041345,0.8851404698748836
aos,dtlz7,numba,100000,13,5000,0.0889648650045273,0.4333950676799855
aos,dtlz7,numba,100000,13,10000,0.1856820130051346,0.8052896343606574
aos,dtlz7,numba,100000,13,20000,0.3788498810026794,0.8675867673771094
aos,dtlz7,numba,100000,13,50000,0.9580902369998512,0.8965852681148705
aos,dtlz7,numba,100000,13,100000,1.924315975003992,0.8946289577076089
aos,dtlz7,numba,100000,14,5000,0.088179771999421,0.3568387376561737
aos,dtlz7,numba,100000,14,10000,0.1841855960010434,0.7249843180090548
aos,dtlz7,numba,100000,14,20000,0.3761436240019975,0.8676772625150664
aos,dtlz7,numba,100000,14,50000,0.9534132879998652,0.8848157574392709
aos,dtlz7,numba,100000,14,100000,1.9189673319997385,0.8867489252497223
aos,dtlz7,numba,100000,15,5000,0.0889879339956678,0.3567125187058269
aos,dtlz7,numba,100000,15,10000,0.1862671080016298,0.6891458421856717
aos,dtlz7,numba,100000,15,20000,0.3803563569963444,0.8579607000490079
aos,dtlz7,numba,100000,15,50000,0.9633607020005002,0.8946584429341785
aos,dtlz7,numba,100000,15,100000,1.933748153998749,0.8903397512722345
aos,dtlz7,numba,100000,16,5000,0.0878359350026585,0.2679311782062077
aos,dtlz7,numba,100000,16,10000,0.1847245110038784,0.6865119205943175
aos,dtlz7,numba,100000,16,20000,0.3778425100026652,0.8707477325989668
aos,dtlz7,numba,100000,16,50000,0.9588598420014024,0.8678308476982857
aos,dtlz7,numba,100000,16,100000,1.9306101920010408,0.8928167097646541
aos,dtlz7,numba,100000,17,5000,0.087805634997494,0.3167931307997398
aos,dtlz7,numba,100000,17,10000,0.1840708570016431,0.7494827994377372
aos,dtlz7,numba,100000,17,20000,0.3765689209976699,0.8722581550990401
aos,dtlz7,numba,100000,17,50000,0.9582917059960891,0.8697284927812883
aos,dtlz7,numba,100000,17,100000,1.925698423998256,0.8960553676255526
aos,dtlz7,numba,100000,18,5000,0.0849111690040445,0.3001357528895164
aos,dtlz7,numba,100000,18,10000,0.1822135719994548,0.622371443642279
aos,dtlz7,numba,100000,18,20000,0.3761266740038991,0.7075633735544902
aos,dtlz7,numba,100000,18,50000,0.9574709520020406,0.7190121388542801
aos,dtlz7,numba,100000,18,100000,1.9290381440005149,0.7196111494784604
aos,dtlz7,numba,100000,19,5000,0.0894656899981782,0.4147171489039276
aos,dtlz7,numba,100000,19,10000,0.1866125050000846,0.7723073855452184
aos,dtlz7,numba,100000,19,20000,0.3802370589983184,0.8683329752626214
aos,dtlz7,numba,100000,19,50000,0.9623498319997452,0.8901567234473647
aos,dtlz7,numba,100000,19,100000,1.9354588900023373,0.8617721521703747
aos,dtlz7,numba,100000,20,5000,0.0877599239975097,0.3604512189056723
aos,dtlz7,numba,100000,20,10000,0.1852655650000088,0.792362696000693
aos,dtlz7,numba,100000,20,20000,0.3798056119994726,0.8664115135909816
aos,dtlz7,numba,100000,20,50000,0.9624373599945102,0.8970499256909057
aos,dtlz7,numba,100000,20,100000,1.932069128997682,0.9028342958246556
aos,dtlz7,numba,100000,21,5000,0.0890636740004993,0.2071747004689073
aos,dtlz7,numba,100000,21,10000,0.186389627000608,0.7637619050189185
aos,dtlz7,numba,100000,21,20000,0.3807156759939971,0.8542858000203559
aos,dtlz7,numba,100000,21,50000,0.963199743993755,0.890310766868394
aos,dtlz7,numba,100000,21,100000,1.937489891999576,0.8914380486547295
aos,dtlz7,numba,100000,22,5000,0.2380063829987193,0.365646031842144
aos,dtlz7,numba,100000,22,10000,0.3370258600043598,0.7165836062801424
aos,dtlz7,numba,100000,22,20000,0.5339624960033689,0.853761229583727
aos,dtlz7,numba,100000,22,50000,1.1240816690042266,0.880345209639309
aos,dtlz7,numba,100000,22,100000,2.107015533001686,0.8723783904076013
aos,dtlz7,numba,100000,23,5000,0.0889242349949199,0.3738757229908237
aos,dtlz7,numba,100000,23,10000,0.1864766559956479,0.7622565476313007
aos,dtlz7,numba,100000,23,20000,0.3811820209957659,0.8563903712654666
aos,dtlz7,numba,100000,23,50000,0.9647325109981466,0.8853928869835722
aos,dtlz7,numba,100000,23,100000,1.9386007629946107,0.8841703998190201
aos,dtlz7,numba,100000,24,5000,0.0891497730044648,0.4088181486915952
aos,dtlz7,numba,100000,24,10000,0.1863218170037726,0.7998707025676198
aos,dtlz7,numba,100000,24,20000,0.3812588799992227,0.8561855546519319
aos,dtlz7,numba,100000,24,50000,0.965244156002882,0.8897187657211131
aos,dtlz7,numba,100000,24,100000,1.9387857410038123,0.8978127444235848
aos,dtlz7,numba,100000,25,5000,0.0880037829992943,0.3221569653562122
aos,dtlz7,numba,100000,25,10000,0.1857508719986071,0.7229175068075385
aos,dtlz7,numba,100000,25,20000,0.3805119169992395,0.8508503459660812
aos,dtlz7,numba,100000,25,50000,0.964097876996675,0.8867434152052314
aos,dtlz7,numba,100000,25,100000,1.9360586449984112,0.8801540192843068
aos,dtlz7,numba,100000,26,5000,0.087989262996416,0.5655661695895818
aos,dtlz7,numba,100000,26,10000,0.1855709929950535,0.8070858450359831
aos,dtlz7,numba,100000,26,20000,0.3809333829995012,0.8696953697550766
aos,dtlz7,numba,100000,26,50000,0.9661715979964356,0.8889923744935974
aos,dtlz7,numba,100000,26,100000,1.943068934000621,0.8882275662380817
aos,dtlz7,numba,100000,27,5000,0.0884034400005475,0.3137071277610216
aos,dtlz7,numba,100000,27,10000,0.1858698910000384,0.7195649855671753
aos,dtlz7,numba,100000,27,20000,0.3808853329974226,0.8525110301435103
aos,dtlz7,numba,100000,27,50000,0.9626041489973431,0.8807429911114328
aos,dtlz7,numba,100000,27,100000,1.9327627329985264,0.8770127910949037
aos,dtlz7,numba,100000,28,5000,0.0873799580003833,0.3639051348382021
aos,dtlz7,numba,100000,28,10000,0.1850208079995354,0.7625688768918192
aos,dtlz7,numba,100000,28,20000,0.3795868439992773,0.8471393996611533
aos,dtlz7,numba,100000,28,50000,0.9628655159976915,0.8832371964810645
aos,dtlz7,numba,100000,28,100000,1.973156325999298,0.8856037388338132
aos,dtlz7,numba,100000,29,5000,0.0894691400026204,0.2215411457031222
aos,dtlz7,numba,100000,29,10000,0.1877289550029672,0.7126115877304195
aos,dtlz7,numba,100000,29,20000,0.3831046940031228,0.863986038397659
aos,dtlz7,numba,100000,29,50000,0.9685011180044968,0.8839310777353518
aos,dtlz7,numba,100000,29,100000,1.9463025459990604,0.8871787982823129
aos,wfg1,numba,100000,0,5000,0.0852172669983701,0.2334292726582212
aos,wfg1,numba,100000,0,10000,0.1826804189986433,0.2987780486092317
aos,wfg1,numba,100000,0,20000,0.3774950730003183,0.3552468375668313
aos,wfg1,numba,100000,0,50000,0.9657892319955864,0.5078789703278556
aos,wfg1,numba,100000,0,100000,2.000931235997996,0.7844026921538267
aos,wfg1,numba,100000,1,5000,0.0923296359978849,0.2506253601309985
aos,wfg1,numba,100000,1,10000,0.1909961970013682,0.2892998509037681
aos,wfg1,numba,100000,1,20000,0.3889652639991254,0.3439735975573673
aos,wfg1,numba,100000,1,50000,0.984520940000948,0.4575464033737381
aos,wfg1,numba,100000,1,100000,1.9978011839994,0.6386938955977757
aos,wfg1,numba,100000,2,5000,0.0789590509957633,0.0
aos,wfg1,numba,100000,2,10000,0.1686142999969888,0.0
aos,wfg1,numba,100000,2,20000,0.3585064759972738,0.3837552979109137
aos,wfg1,numba,100000,2,50000,0.9425672219949774,0.5258461275805081
aos,wfg1,numba,100000,2,100000,1.9342372009996325,0.6679587997963863
aos,wfg1,numba,100000,3,5000,0.0899356570007512,0.2501094204449905
aos,wfg1,numba,100000,3,10000,0.1862222780036972,0.2850042357699843
aos,wfg1,numba,100000,3,20000,0.378154476005875,0.3466107454505004
aos,wfg1,numba,100000,3,50000,0.9572298350030906,0.4783854105840734
aos,wfg1,numba,100000,3,100000,1.9439737960055936,0.6089276013400929
aos,wfg1,numba,100000,4,5000,0.0830589949982822,0.0
aos,wfg1,numba,100000,4,10000,0.1772737439969205,0.3160068364446011
aos,wfg1,numba,100000,4,20000,0.3735256059953826,0.362741981705627
aos,wfg1,numba,100000,4,50000,0.9678757229994516,0.4560568574208768
aos,wfg1,numba,100000,4,100000,1.972649538998667,0.5402325216484866
aos,wfg1,numba,100000,5,5000,0.0897677169996313,0.248106400146137
aos,wfg1,numba,100000,5,10000,0.185557892997167,0.2842792912998216
aos,wfg1,numba,100000,5,20000,0.3773118929966585,0.3436582439693228
aos,wfg1,numba,100000,5,50000,0.9564086019963725,0.4913936251207802
aos,wfg1,numba,100000,5,100000,1.9539788699985363,0.6453714803416394
aos,wfg1,numba,100000,6,5000,0.0886074780064518,0.2470074294296202
aos,wfg1,numba,100000,6,10000,0.1843003050016705,0.2868476168444557
aos,wfg1,numba,100000,6,20000,0.3758805470060906,0.3443982328819285
aos,wfg1,numba,100000,6,50000,0.9584512050059856,0.5279175867941692
aos,wfg1,numba,100000,6,100000,1.952330415006145,0.7283608841980709
aos,wfg1,numba,100000,7,5000,0.088839887001086,0.2489359092956186
aos,wfg1,numba,100000,7,10000,0.1844226339962915,0.2845665382477298
aos,wfg1,numba,100000,7,20000,0.3763437129964586,0.345320483900065
aos,wfg1,numba,100000,7,50000,0.9531257509952412,0.4972465359452716
aos,wfg1,numba,100000,7,100000,1.9436681589941145,0.7097115526682028
aos,wfg1,numba,100000,8,5000,0.0882469520001905,0.2625311089462492
aos,wfg1,numba,100000,8,10000,0.1853037170003517,0.2993836342222326
aos,wfg1,numba,100000,8,20000,0.3801110210042679,0.3627421163309803
aos,wfg1,numba,100000,8,50000,0.9699274660015362,0.5410574385306158
aos,wfg1,numba,100000,8,100000,1.9744046250052636,0.7312425958405528
aos,wfg1,numba,100000,9,5000,0.0899147069940227,0.2517358853628776
aos,wfg1,numba,100000,9,10000,0.1865508349947049,0.2852066567280707
aos,wfg1,numba,100000,9,20000,0.3802582179996534,0.3405136451392427
aos,wfg1,numba,100000,9,50000,0.9615001479978672,0.4581648435522364
aos,wfg1,numba,100000,9,100000,1.957014003994118,0.6355087000180301
aos,wfg1,numba,100000,10,5000,0.0813659690029453,0.2735910655094924
aos,wfg1,numba,100000,10,10000,0.1780807879986241,0.3076990949173621
aos,wfg1,numba,100000,10,20000,0.3719951390012284,0.3596114262095435
aos,wfg1,numba,100000,10,50000,0.9886922139994568,0.4941799883109154
aos,wfg1,numba,100000,10,100000,1.9763909070024963,0.6032700886749958
aos,wfg1,numba,100000,11,5000,0.0880038539980887,0.2601939746144649
aos,wfg1,numba,100000,11,10000,0.1849622000008821,0.2961322766281306
aos,wfg1,numba,100000,11,20000,0.3786357539938763,0.3510343655139696
aos,wfg1,numba,100000,11,50000,0.960751734994119,0.475551160356408
aos,wfg1,numba,100000,11,100000,1.960617672993976,0.7125901599915269
aos,wfg1,numba,100000,12,5000,0.0910170269999071,0.2525193849276114
aos,wfg1,numba,100000,12,10000,0.1880943020005361,0.2849904538477688
aos,wfg1,numba,100000,12,20000,0.3821129830030259,0.3456637121716673
aos,wfg1,numba,100000,12,50000,0.9935273919982136,0.535966795162589
aos,wfg1,numba,100000,12,100000,2.005772105003416,0.741437800989075
aos,wfg1,numba,100000,13,5000,0.088021971998387,0.2501111219425201
aos,wfg1,numba,100000,13,10000,0.1840408060015761,0.3039181886329823
aos,wfg1,numba,100000,13,20000,0.3761663530021906,0.3628630907984703
aos,wfg1,numba,100000,13,50000,0.9594679059955524,0.5166806725329413
aos,wfg1,numba,100000,13,100000,1.9576251179969404,0.6523509490993399
aos,wfg1,numba,100000,14,5000,0.0807708549982635,0.0
aos,wfg1,numba,100000,14,10000,0.1763361819976125,0.3187191789606864
aos,wfg1,numba,100000,14,20000,0.3690577749948716,0.3680611131189586
aos,wfg1,numba,100000,14,50000,0.9520632089988794,0.5213309591255622
aos,wfg1,numba,100000,14,100000,1.947924642001453,0.6510437922995047
aos,wfg1,numba,100000,15,5000,0.0828654270007973,0.2419452280439149
aos,wfg1,numba,100000,15,10000,0.1793801870007882,0.2889405949574983
aos,wfg1,numba,100000,15,20000,0.371128568003769,0.3538961644700116
aos,wfg1,numba,100000,15,50000,0.9528082830001948,0.5123233735442493
aos,wfg1,numba,100000,15,100000,1.950768048001919,0.6552777048818488
aos,wfg1,numba,100000,16,5000,0.0897749180003302,0.2526710567983727
aos,wfg1,numba,100000,16,10000,0.1863487969967536,0.2897410061966984
aos,wfg1,numba,100000,16,20000,0.3792595679988153,0.3447575752065632
aos,wfg1,numba,100000,16,50000,0.9596783640008651,0.4634878707781708
aos,wfg1,numba,100000,16,100000,1.9502912020034275,0.6241561245806213
aos,wfg1,numba,100000,17,5000,0.0909500179986935,0.2527462272771789
aos,wfg1,numba,100000,17,10000,0.187746125004196,0.289402616009961
aos,wfg1,numba,100000,17,20000,0.3812992910025059,0.3395593962326053
aos,wfg1,numba,100000,17,50000,0.9663987970052405,0.4885668068567342
aos,wfg1,numba,100000,17,100000,1.963324281001405,0.6910628276672587
aos,wfg1,numba,100000,18,5000,0.085619924000639,0.2608228580437297
aos,wfg1,numba,100000,18,10000,0.1821340039969072,0.3029985498507793
aos,wfg1,numba,100000,18,20000,0.3753111909973086,0.3534162365216888
aos,wfg1,numba,100000,18,50000,0.9602992290019756,0.4988065436923522
aos,wfg1,numba,100000,18,100000,1.9494210699995165,0.6450063201288218
aos,wfg1,numba,100000,19,5000,0.0834542120064725,0.2672815260297018
aos,wfg1,numba,100000,19,10000,0.1804234770024777,0.3029516525423089
aos,wfg1,numba,100000,19,20000,0.3750334630021825,0.3615634752842642
aos,wfg1,numba,100000,19,50000,0.9628173970049828,0.5326236528396313
aos,wfg1,numba,100000,19,100000,1.96717171700584,0.6979539231096564
aos,wfg1,numba,100000,20,5000,0.0817511549976188,0.0
aos,wfg1,numba,100000,20,10000,0.1717181720014196,0.0
aos,wfg1,numba,100000,20,20000,0.3603043100010836,0.4122568094490686
aos,wfg1,numba,100000,20,50000,0.9450149289987166,0.607875352981231
aos,wfg1,numba,100000,20,100000,1.9499113939964443,0.7573785895998032
aos,wfg1,numba,100000,21,5000,0.1616579299952718,0.2550287474664631
aos,wfg1,numba,100000,21,10000,0.2590343420015415,0.2935590467193455
aos,wfg1,numba,100000,21,20000,0.4530041530015296,0.3565759219405501
aos,wfg1,numba,100000,21,50000,1.0411901019979268,0.5047693998418311
aos,wfg1,numba,100000,21,100000,2.048616136002238,0.6362050558463319
aos,wfg1,numba,100000,22,5000,0.0911745359990163,0.254109608039377
aos,wfg1,numba,100000,22,10000,0.1885885279989452,0.2874242093264278
aos,wfg1,numba,100000,22,20000,0.3824288899995736,0.3446979262648696
aos,wfg1,numba,100000,22,50000,0.9682312900040416,0.5004906413215403
aos,wfg1,numba,100000,22,100000,1.9668629190055071,0.6954278780263632
aos,wfg1,numba,100000,23,5000,0.0893761999977869,0.2597475639524975
aos,wfg1,numba,100000,23,10000,0.1862794769986067,0.2931020375252233
aos,wfg1,numba,100000,23,20000,0.3796882440001354,0.3401897527041164
aos,wfg1,numba,100000,23,50000,0.9646342920023016,0.4857198774252058
aos,wfg1,numba,100000,23,100000,1.964218722001533,0.7240873831505965
aos,wfg1,numba,100000,24,5000,0.0817904360010288,0.0
aos,wfg1,numba,100000,24,10000,0.1756233890046132,0.3078884897654284
aos,wfg1,numba,100000,24,20000,0.3702222740030265,0.3604249549742904
aos,wfg1,numba,100000,24,50000,0.9617766049996136,0.4775485702021356
aos,wfg1,numba,100000,24,100000,1.967950939004368,0.6604042388403758
aos,wfg1,numba,100000,25,5000,0.0909500769994338,0.2491409096528879
aos,wfg1,numba,100000,25,10000,0.1890461829971172,0.2976676301071541
aos,wfg1,numba,100000,25,20000,0.3848956980000366,0.3552073190786421
aos,wfg1,numba,100000,25,50000,0.9762348509975708,0.557281749985747
aos,wfg1,numba,100000,25,100000,1.996971279993886,0.7346906137873681
aos,wfg1,numba,100000,26,5000,0.0869856619974598,0.265975157025537
aos,wfg1,numba,100000,26,10000,0.1836396399958175,0.296207370516608
aos,wfg1,numba,100000,26,20000,0.3776698599976953,0.3450599656894786
aos,wfg1,numba,100000,26,50000,0.9606844250010907,0.4879960422497951
aos,wfg1,numba,100000,26,100000,1.9591433059977132,0.6459965613865939
aos,wfg1,numba,100000,27,5000,0.0882851900023524,0.2600657766002633
aos,wfg1,numba,100000,27,10000,0.1853041860013036,0.292116578549182
aos,wfg1,numba,100000,27,20000,0.3805898360005812,0.3477823504387686
aos,wfg1,numba,100000,27,50000,0.9698409260017796,0.4909708165022416
aos,wfg1,numba,100000,27,100000,1.971450150005694,0.667837075127195
aos,wfg1,numba,100000,28,5000,0.0821464830005425,0.0
aos,wfg1,numba,100000,28,10000,0.1754731710025225,0.3110862116304106
aos,wfg1,numba,100000,28,20000,0.3692485440042219,0.351265740350016
aos,wfg1,numba,100000,28,50000,0.9548468650027644,0.4963368261571713
aos,wfg1,numba,100000,28,100000,1.9502952020047812,0.6606614390335287
aos,wfg1,numba,100000,29,5000,0.0823740819978411,0.0
aos,wfg1,numba,100000,29,10000,0.1761067850020481,0.3172477893617353
aos,wfg1,numba,100000,29,20000,0.3713694750040304,0.3785957772725453
aos,wfg1,numba,100000,29,50000,0.959086759001366,0.5673376421780668
aos,wfg1,numba,100000,29,100000,1.9743632750032705,0.7748217656095711
aos,wfg2,numba,100000,0,5000,0.0816706260011415,0.8689244396701956
aos,wfg2,numba,100000,0,10000,0.1787722410008427,0.9249235923643276
aos,wfg2,numba,100000,0,20000,0.3798012719998951,0.9661519728487196
aos,wfg2,numba,100000,0,50000,0.980836360999092,0.9800293673989634
aos,wfg2,numba,100000,0,100000,1.9838465919965529,0.9825923973926464
aos,wfg2,numba,100000,1,5000,0.0797047540036146,0.923033009524703
aos,wfg2,numba,100000,1,10000,0.1768806680047419,0.9590907482768366
aos,wfg2,numba,100000,1,20000,0.3778987289988436,0.9740482555544736
aos,wfg2,numba,100000,1,50000,0.978718269005185,0.985790073197843
aos,wfg2,numba,100000,1,100000,1.979843337001512,0.9866288672785036
aos,wfg2,numba,100000,2,5000,0.1613030730004538,0.8732174154939545
aos,wfg2,numba,100000,2,10000,0.2562651059997733,0.9249533359703844
aos,wfg2,numba,100000,2,20000,0.4556420299995807,0.9522220409522004
aos,wfg2,numba,100000,2,50000,1.0518172820011389,0.9667846584216008
aos,wfg2,numba,100000,2,100000,2.045626072002051,0.9846344332465764
aos,wfg2,numba,100000,3,5000,0.0817616169952089,0.9440561900660348
aos,wfg2,numba,100000,3,10000,0.1840788560002693,0.97137327066099
aos,wfg2,numba,100000,3,20000,0.3875438260001829,0.9800677136148273
aos,wfg2,numba,100000,3,50000,1.0007092599989846,0.9838780002450211
aos,wfg2,numba,100000,3,100000,2.0197138439980336,0.985464850929497
aos,wfg2,numba,100000,4,5000,0.0816315079937339,0.882148904785108
aos,wfg2,numba,100000,4,10000,0.1791210999945178,0.9247622789534624
aos,wfg2,numba,100000,4,20000,0.378654263993667,0.9543109046845588
aos,wfg2,numba,100000,4,50000,0.9774662519994308,0.9771102405784392
aos,wfg2,numba,100000,4,100000,1.973637980998319,0.9855320231257976
aos,wfg2,numba,100000,5,5000,0.0807298759973491,0.8913560624924625
aos,wfg2,numba,100000,5,10000,0.1791703790004248,0.9455162529244696
aos,wfg2,numba,100000,5,20000,0.3797985630008043,0.9683837340462608
aos,wfg2,numba,100000,5,50000,0.9815184670005692,0.9835199840984936
aos,wfg2,numba,100000,5,100000,1.9864919210012888,0.986530235986858
aos,wfg2,numba,100000,6,5000,0.0790374700009124,0.9079962408391198
aos,wfg2,numba,100000,6,10000,0.1769267079944256,0.9476543928809728
aos,wfg2,numba,100000,6,20000,0.3759259459984605,0.9714324165948598
aos,wfg2,numba,100000,6,50000,0.972681081999326,0.983883075781654
aos,wfg2,numba,100000,6,100000,1.9653911919958773,0.9868066137128774
aos,wfg2,numba,100000,7,5000,0.0790865899980417,0.9085664628250616
aos,wfg2,numba,100000,7,10000,0.1750397130017518,0.951517558758815
aos,wfg2,numba,100000,7,20000,0.3737182140030199,0.9783574284895844
aos,wfg2,numba,100000,7,50000,0.970484880002914,0.9840210714683574
aos,wfg2,numba,100000,7,100000,1.9608773209984065,0.9856483845457116
aos,wfg2,numba,100000,8,5000,0.0806436060011037,0.8791560946718736
aos,wfg2,numba,100000,8,10000,0.1767123300014645,0.9195301008949336
aos,wfg2,numba,100000,8,20000,0.3717140720036695,0.9682716637609184
aos,wfg2,numba,100000,8,50000,0.9639827170030912,0.981566503978348
aos,wfg2,numba,100000,8,100000,1.9472445380015413,0.9833394543279528
aos,wfg2,numba,100000,9,5000,0.0797421239985851,0.9274525236759148
aos,wfg2,numba,100000,9,10000,0.1781522969977231,0.9613948850126822
aos,wfg2,numba,100000,9,20000,0.3780087670020293,0.9800349580622354
aos,wfg2,numba,100000,9,50000,0.9777488089966936,0.9856168958632144
aos,wfg2,numba,100000,9,100000,1.9749154500023,0.9866505076978844
aos,wfg2,numba,100000,10,5000,0.0801684399993973,0.9004405422649225
aos,wfg2,numba,100000,10,10000,0.1765426510028191,0.9481388967128036
aos,wfg2,numba,100000,10,20000,0.3769720570053323,0.972113483193505
aos,wfg2,numba,100000,10,50000,0.9762447510001948,0.9815981757146276
aos,wfg2,numba,100000,10,100000,1.9739452880021415,0.983176740244068
aos,wfg2,numba,100000,11,5000,0.0790462809964083,0.8705388042299995
aos,wfg2,numba,100000,11,10000,0.1699958679964766,0.9401572505674048
aos,wfg2,numba,100000,11,20000,0.3702859449986135,0.9592541552662048
aos,wfg2,numba,100000,11,50000,0.967176539998036,0.985934887628886
aos,wfg2,numba,100000,11,100000,1.9607964329989045,0.9865662294991364
aos,wfg2,numba,100000,12,5000,0.0806112759964889,0.9170399156128056
aos,wfg2,numba,100000,12,10000,0.1797307029992225,0.9507418303057672
aos,wfg2,numba,100000,12,20000,0.3796346239978447,0.9617003220701416
aos,wfg2,numba,100000,12,50000,0.977958105999278,0.9801203936193438
aos,wfg2,numba,100000,12,100000,1.974655261998123,0.9865806232996408
aos,wfg2,numba,100000,13,5000,0.0805084280000301,0.9144015100371448
aos,wfg2,numba,100000,13,10000,0.1796806849961285,0.947127017753111
aos,wfg2,numba,100000,13,20000,0.3781233979971148,0.9785060659655342
aos,wfg2,numba,100000,13,50000,0.9715618819973316,0.9863842432713984
aos,wfg2,numba,100000,13,100000,1.9614935560020967,0.9873377856863712
aos,wfg2,numba,100000,14,5000,0.0797256939986255,0.8995210974435307
aos,wfg2,numba,100000,14,10000,0.1739258129964582,0.9675777569523212
aos,wfg2,numba,100000,14,20000,0.3734505269967485,0.978807651191958
aos,wfg2,numba,100000,14,50000,0.970093313997495,0.9860376739151
aos,wfg2,numba,100000,14,100000,1.9655969890009144,0.986969909955574
aos,wfg2,numba,100000,15,5000,0.0804472080053528,0.8976239357833908
aos,wfg2,numba,100000,15,10000,0.1775984120031353,0.9437763831452608
aos,wfg2,numba,100000,15,20000,0.375564239002415,0.9692759887400894
aos,wfg2,numba,100000,15,50000,0.9685673870044412,0.9805956794789206
aos,wfg2,numba,100000,15,100000,1.957064123002056,0.9855064390289934
aos,wfg2,numba,100000,16,5000,0.0812540010010707,0.9081291350271656
aos,wfg2,numba,100000,16,10000,0.1813222709970432,0.9557539688836788
aos,wfg2,numba,100000,16,20000,0.3808180339983664,0.973689275874308
aos,wfg2,numba,100000,16,50000,0.9818106629973044,0.9842941777250184
aos,wfg2,numba,100000,16,100000,1.9777424559943029,0.985370635561632
aos,wfg2,numba,100000,17,5000,0.0806426159979309,0.9097597129502502
aos,wfg2,numba,100000,17,10000,0.1774585540042608,0.9565046804760468
aos,wfg2,numba,100000,17,20000,0.3765239909989759,0.9723826914727652
aos,wfg2,numba,100000,17,50000,0.9744682870004908,0.9833104361802344
aos,wfg2,numba,100000,17,100000,1.966041507002956,0.9846575803013612
aos,wfg2,numba,100000,18,5000,0.0801965009959531,0.9112422240704772
aos,wfg2,numba,100000,18,10000,0.1763693829998374,0.9619481961797284
aos,wfg2,numba,100000,18,20000,0.3752887419977924,0.9736969817453373
aos,wfg2,numba,100000,18,50000,0.972163496997382,0.9822605777906352
aos,wfg2,numba,100000,18,100000,1.9652964729975797,0.984370518917951
