framework,problem,median_delta_percent,ci_low_percent,ci_high_percent,equivalent,non_inferior
Platypus,zcat20,0.06475487784839554,0.04011152329232054,0.10961809344324619,True,True
Platypus,zcat3,0.12394131106975366,0.06277062333291877,0.15589544317855816,True,True
Platypus,zcat4,0.12393420691611032,0.06441769296193049,0.15606879960028888,True,True
Platypus,zcat5,0.041973593965774145,0.01928761585474544,0.062438935767935806,True,True
Platypus,zcat6,0.029066788148710204,0.01487358352230015,0.04334323464811341,True,True
Platypus,zcat7,0.06484448852381247,0.040939720899404064,0.10957093752454021,True,True
Platypus,zcat8,0.1553420635545802,0.06845136858592869,0.26045046001042543,True,True
Platypus,zcat9,0.15534206355456154,0.07618396758961801,0.2703181054143841,True,True
Platypus,zdt1,-0.07646615863427056,-0.0862694456870236,-0.05540378788807603,True,True
Platypus,zdt2,-0.10452855490893061,-0.13257284347123563,-0.08370312868931956,True,True
Platypus,zdt3,-0.0218353932719496,-0.032574325994372814,-0.015136599978387462,True,True
Platypus,zdt4,0.020523273113079162,-0.015579834764430653,0.049249384852215576,True,True
Platypus,zdt6,-0.3640549410419915,-0.40435407051747113,-0.3185536991637017,True,True
