suite,host,variant,component,component_group,n_runs,mean_time_ms,median_time_ms,mean_share_of_total_runtime,median_share_of_total_runtime
anchor,moead,adaptive_hierarchical_joint,policy_select_time,control,15,20.795126659989666,21.041099840658717,0.033165532753954584,0.03305196071110127
anchor,moead,adaptive_hierarchical_joint,policy_update_time,control,15,7.327380009519402,7.301100020413287,0.011690004130857854,0.011787142392212808
anchor,moead,adaptive_hierarchical_joint,decode_time,control,15,39.83357328834245,35.883099895727355,0.06348456243145569,0.057716854372558614
anchor,moead,adaptive_hierarchical_joint,trace_time,control,15,1.4528866745725584,1.413599784427788,0.0023195485346745666,0.0022675131131198274
anchor,moead,adaptive_hierarchical_joint,variation_time,host,15,84.90951331914403,85.35209996625781,0.13543545357204942,0.13591382655808182
anchor,moead,adaptive_hierarchical_joint,evaluation_time,host,15,24.390499987930525,25.55569986725459,0.03879359582302408,0.03779943949888465
anchor,moead,adaptive_hierarchical_joint,survival_time,host,15,212.9560199973639,209.63860007032054,0.3393349850683964,0.34213401427349466
anchor,moead,adaptive_hierarchical_joint,control_total,control,15,70.78820669751924,67.0771001605317,0.11285847450740645,0.10723987676887584
anchor,moead,adaptive_hierarchical_joint,host_pipeline_total,host,15,322.25603330443846,323.6125998591888,0.5135640344634699,0.5145363734626713
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,start_step_time,control,15,0.9010399943993738,0.8896000144886784,0.0014691017445478114,0.0014653090637500037
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,router_time,control,15,0.43940665539897356,0.4283001471776515,0.0007164955452165385,0.0007098004920407132
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,policy_select_time,control,15,15.345680006430484,15.202499969745986,0.02504044207653325,0.0254483136724068
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,policy_update_time,control,15,6.511360006212878,6.4137999434024096,0.010623619575123967,0.01072682039822595
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,decode_time,control,15,36.355159986608975,34.81540010398021,0.0592494653549783,0.05720638347786959
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,trace_time,control,15,1.4383333667259042,1.3733999730902724,0.0023490745725279045,0.002279652196681698
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,variation_time,host,15,83.76349999938004,83.05150001251604,0.13668001308323627,0.13660067026472303
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,evaluation_time,host,15,23.917113329904776,23.385100073937792,0.03906795101978701,0.037517445749821264
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,survival_time,host,15,209.51519998003883,212.08110004954506,0.3417588201269913,0.3443534257414228
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,control_total,control,15,60.990980015776586,60.1139002101263,0.09944819886892776,0.09759993770645704
anchor,moead,adaptive_hierarchical_joint_fixed_family_de,host_pipeline_total,host,15,317.1958133093237,317.5221999117639,0.5175067842300146,0.5221128362057004
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,start_step_time,control,15,0.9014266974797162,0.8953000651672482,0.0014682232505534238,0.0014429903625608656
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,router_time,control,15,0.4536999777580301,0.44560018432093784,0.0007387907013848568,0.000731012004267128
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,policy_select_time,control,15,15.457700020245587,15.69500000186963,0.02516270806370542,0.02526131299126289
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,policy_update_time,control,15,6.641653315940251,6.569900120666716,0.010813827235129038,0.010864786951045254
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,decode_time,control,15,46.16267330469176,42.89430007338524,0.07466674092750185,0.07032561354843032
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,trace_time,control,15,1.3884600091842003,1.4012000247021206,0.0022611191043493176,0.0022530947124567756
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,variation_time,host,15,74.59409995450794,74.59189982182579,0.12132909336525392,0.12046427625243537
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,evaluation_time,host,15,24.264926668062497,23.757300048600882,0.03962685410948154,0.03882891344750729
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,survival_time,host,15,212.51765999331838,206.89220006170217,0.3455014589981337,0.3468822012426172
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,control_total,control,15,71.00561332529954,67.13430007948773,0.11511140928262391,0.11071516294080183
anchor,moead,adaptive_hierarchical_joint_fixed_family_sbx,host_pipeline_total,host,15,311.3766866158888,308.3286997061805,0.5064574064728692,0.5045442414217033
anchor,moead,adaptive_hierarchical_joint_no_regime,start_step_time,control,15,0.9083200071472675,0.8724000581423752,0.0014557118124751073,0.0014579740053732668
anchor,moead,adaptive_hierarchical_joint_no_regime,router_time,control,15,0.34666667925193906,0.3389999837963842,0.0005564917503816352,0.0005546193634386544
