suite,host,problem,left_variant,right_variant,comparison_name,comparison_kind,hv_gap,runtime_ratio,reward_gap,igd_plus_gap,outcome
zcat,nsgaii,zcat1,adaptive_hierarchical_joint,adaptive_flat_operator,hierarchical_vs_flat_operator,pairwise,-0.17696563327112358,1.0705051838693609,0.002020167362138753,-0.0026033567920871747,loss
zcat,nsgaii,zcat1,adaptive_hierarchical_joint,adaptive_flat_parameter,hierarchical_vs_flat_parameter,pairwise,0.04900294735923438,0.9867009722457426,-0.027514400798739652,0.09256952371221677,win
zcat,nsgaii,zcat1,adaptive_hierarchical_joint,adaptive_hierarchical_joint_no_regime,hierarchical_vs_no_regime,pairwise,0.38536180328991065,1.0003823541603964,0.005233453783170555,-0.06259038034080278,win
zcat,nsgaii,zcat1,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_sbx,hierarchical_vs_fixed_family_sbx,pairwise,0.04900294735923438,1.0236806965374288,-0.027514400798739652,0.09256952371221677,win
zcat,nsgaii,zcat1,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_de,hierarchical_vs_fixed_family_de,pairwise,2.133018597739934,1.1120594618269422,0.022471990645632683,-0.21548464970406422,win
zcat,nsgaii,zcat1,adaptive_hierarchical_joint_fixed_family_sbx,adaptive_flat_parameter,fixed_family_sbx_vs_flat_parameter,pairwise,0.0,0.9638757237322448,0.0,0.0,tie
zcat,nsgaii,zcat14,adaptive_flat_operator,fixed_sbx,adaptive_flat_operator_vs_best_fixed,vs_best_fixed,-0.4013336411061701,1.2761100750458403,0.21162383927732745,0.047047500714284596,loss
zcat,nsgaii,zcat14,adaptive_flat_parameter,fixed_sbx,adaptive_flat_parameter_vs_best_fixed,vs_best_fixed,-0.3164167163266711,1.3126761241206026,0.2354570155791856,-0.016808093924690126,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint,fixed_sbx,adaptive_hierarchical_joint_vs_best_fixed,vs_best_fixed,-1.183601816110695,1.2417192784584987,0.20400097155199384,0.09832539897496301,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint_fixed_family_de,fixed_sbx,adaptive_hierarchical_joint_fixed_family_de_vs_best_fixed,vs_best_fixed,-2.998028413412193,1.2641872243910428,0.18650089327065164,0.31474607519298287,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint_fixed_family_sbx,fixed_sbx,adaptive_hierarchical_joint_fixed_family_sbx_vs_best_fixed,vs_best_fixed,-0.3164167163266711,1.2117520807896478,0.2354570155791856,-0.016808093924690126,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint_no_regime,fixed_sbx,adaptive_hierarchical_joint_no_regime_vs_best_fixed,vs_best_fixed,-1.462549870178762,1.283160555849384,0.20160025233779139,0.10134999105071257,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint,adaptive_flat_operator,hierarchical_vs_flat_operator,pairwise,-0.7822681750045248,0.9730502898928164,-0.007622867725333604,0.05127789826067841,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint,adaptive_flat_parameter,hierarchical_vs_flat_parameter,pairwise,-0.8671850997840238,0.9459448950443584,-0.031456044027191765,0.11513349289965313,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint,adaptive_hierarchical_joint_no_regime,hierarchical_vs_no_regime,pairwise,0.2789480540680671,0.9677037474367708,0.002400719214202457,-0.003024592075749566,win
zcat,nsgaii,zcat14,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_sbx,hierarchical_vs_fixed_family_sbx,pairwise,-0.8671850997840238,1.0247304693294377,-0.031456044027191765,0.11513349289965313,loss
zcat,nsgaii,zcat14,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_de,hierarchical_vs_fixed_family_de,pairwise,1.8144265973014981,0.9822273588128001,0.017500078281342202,-0.21642067621801986,win
zcat,nsgaii,zcat14,adaptive_hierarchical_joint_fixed_family_sbx,adaptive_flat_parameter,fixed_family_sbx_vs_flat_parameter,pairwise,0.0,0.9231158078703028,0.0,0.0,tie
zcat,nsgaii,zcat19,adaptive_flat_operator,fixed_sbx,adaptive_flat_operator_vs_best_fixed,vs_best_fixed,-0.5546183127804838,1.2670215966649914,0.21115107929460747,0.10837602236310839,loss
zcat,nsgaii,zcat19,adaptive_flat_parameter,fixed_sbx,adaptive_flat_parameter_vs_best_fixed,vs_best_fixed,-0.5613322272929153,1.3219327554887499,0.2418876646211932,0.030552431391922874,loss
zcat,nsgaii,zcat19,adaptive_hierarchical_joint,fixed_sbx,adaptive_hierarchical_joint_vs_best_fixed,vs_best_fixed,0.10060260097959173,1.1750250161484184,0.20984194924792038,0.05621034402430791,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint_fixed_family_de,fixed_sbx,adaptive_hierarchical_joint_fixed_family_de_vs_best_fixed,vs_best_fixed,-2.9272318328669513,1.216553204844703,0.18488997860522982,0.3867994353427071,loss
zcat,nsgaii,zcat19,adaptive_hierarchical_joint_fixed_family_sbx,fixed_sbx,adaptive_hierarchical_joint_fixed_family_sbx_vs_best_fixed,vs_best_fixed,-0.5613322272929153,1.230865547899742,0.2418876646211932,0.030552431391922874,loss
zcat,nsgaii,zcat19,adaptive_hierarchical_joint_no_regime,fixed_sbx,adaptive_hierarchical_joint_no_regime_vs_best_fixed,vs_best_fixed,0.03823300801814611,1.2598303965274948,0.20662164220392704,0.06869863845525043,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint,adaptive_flat_operator,hierarchical_vs_flat_operator,pairwise,0.6552209137600755,0.9273914661291306,-0.0013091300466870903,-0.05216567833880048,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint,adaptive_flat_parameter,hierarchical_vs_flat_parameter,pairwise,0.661934828272507,0.8888689770864961,-0.03204571537327283,0.025657912632385038,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint,adaptive_hierarchical_joint_no_regime,hierarchical_vs_no_regime,pairwise,0.06236959296144562,0.9326850815690524,0.0032203070439933423,-0.012488294430942515,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_sbx,hierarchical_vs_fixed_family_sbx,pairwise,0.661934828272507,0.9546331182584435,-0.03204571537327283,0.025657912632385038,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_de,hierarchical_vs_fixed_family_de,pairwise,3.027834433846543,0.9658640587761339,0.024951970642690557,-0.3305890913183992,win
zcat,nsgaii,zcat19,adaptive_hierarchical_joint_fixed_family_sbx,adaptive_flat_parameter,fixed_family_sbx_vs_flat_parameter,pairwise,0.0,0.9311105597384656,0.0,0.0,tie
zcat,nsgaii,zcat6,adaptive_flat_operator,fixed_sbx,adaptive_flat_operator_vs_best_fixed,vs_best_fixed,-0.3871076550196406,1.2888521386539917,0.20602999378227463,0.10947831386655887,loss
zcat,nsgaii,zcat6,adaptive_flat_parameter,fixed_sbx,adaptive_flat_parameter_vs_best_fixed,vs_best_fixed,0.6677503645480911,1.3492287199983346,0.24105753764621157,-0.02142682806434032,win
zcat,nsgaii,zcat6,adaptive_hierarchical_joint,fixed_sbx,adaptive_hierarchical_joint_vs_best_fixed,vs_best_fixed,-0.89216994307845,1.2830691408353976,0.19839292973989683,0.16027703079800099,loss
zcat,nsgaii,zcat6,adaptive_hierarchical_joint_fixed_family_de,fixed_sbx,adaptive_hierarchical_joint_fixed_family_de_vs_best_fixed,vs_best_fixed,-2.983101176221062,1.3034688475630485,0.18808307697284626,0.3219323478421159,loss
zcat,nsgaii,zcat6,adaptive_hierarchical_joint_fixed_family_sbx,fixed_sbx,adaptive_hierarchical_joint_fixed_family_sbx_vs_best_fixed,vs_best_fixed,0.6677503645480911,1.3180442020687702,0.24105753764621157,-0.02142682806434032,win
zcat,nsgaii,zcat6,adaptive_hierarchical_joint_no_regime,fixed_sbx,adaptive_hierarchical_joint_no_regime_vs_best_fixed,vs_best_fixed,-0.9720615097989409,1.24740594255921,0.19970555274826932,0.17077157505348034,loss
zcat,nsgaii,zcat6,adaptive_hierarchical_joint,adaptive_flat_operator,hierarchical_vs_flat_operator,pairwise,-0.5050622880588094,0.9955130634111113,-0.007637064042377795,0.05079871693144211,loss
zcat,nsgaii,zcat6,adaptive_hierarchical_joint,adaptive_flat_parameter,hierarchical_vs_flat_parameter,pairwise,-1.559920307626541,0.9509648896570934,-0.04266460790631474,0.1817038588623413,loss
zcat,nsgaii,zcat6,adaptive_hierarchical_joint,adaptive_hierarchical_joint_no_regime,hierarchical_vs_no_regime,pairwise,0.07989156672049091,1.028589889673782,-0.0013126230083724821,-0.010494544255479354,win
zcat,nsgaii,zcat6,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_sbx,hierarchical_vs_fixed_family_sbx,pairwise,-1.559920307626541,0.9734644246539862,-0.04266460790631474,0.1817038588623413,loss
zcat,nsgaii,zcat6,adaptive_hierarchical_joint,adaptive_hierarchical_joint_fixed_family_de,hierarchical_vs_fixed_family_de,pairwise,2.090931233142612,0.9843496783480558,0.01030985276705057,-0.1616553170441149,win
zcat,nsgaii,zcat6,adaptive_hierarchical_joint_fixed_family_sbx,adaptive_flat_parameter,fixed_family_sbx_vs_flat_parameter,pairwise,0.0,0.9768871522912713,0.0,0.0,tie
